St,Course #,S,L,Course Name,_,CR ,PN,GE Reqs,Meeting Time(s),Location(s),Instructor(s)
O,NEURO 398,,,IR/Quant Behavior Analys,,1.00 ,N,,,,"Crisp, Kevin M."
C,NORW 224,,T,Top: Nordic Crime Fiction Open to first-year students.,,1.00 ,N,ALS-L,M-F 0100-0300PM,OM 001,"O'Leary, Margaret H."
C,NORW 294,,,Academic Internship,,1.00 ,Y,,,,Staff
O,NORW 298,,,IS/,,1.00 ,N,,,,Staff
C,NORW 394,,,Academic Internship,,1.00 ,Y,,,,Staff
O,NORW 398,,,IR/,,1.00 ,N,,,,Staff
C,NURS 110,A,,Nutrition & Wellness,,1.00 ,N,IST,M-F 1040-1240PM,HH 501,"Glazebrook, Rita"
C,NURS 110,B,,Nutrition & Wellness,,1.00 ,N,IST,M-F 1040-1240PM,HH 501,"Kuehn, Mary"
C,NURS 221,,,Health/Culture/Oceania This is an off-campus course.,,1.00 ,N,MCG,,,"MacNaughton, Neil"
C,NURS 294,,,Academic Internship,,1.00 ,Y,,,,Staff
O,NURS 298,,,IS/,,1.00 ,N,,,,Staff
C,NURS 298,A,,IS/Nurse Educator Role,,1.00 ,N,,,,"Kuehn, Mary"
C,NURS 394,,,Academic Internship,,1.00 ,Y,,,,Staff
O,NURS 398,,,IR/,,1.00 ,N,,,,Staff
C,PHIL 120,,,Philosophy in Lit Open to First-Year Students and Sophomores only.,,1.00 ,N,ALS-L WRI,M-F 0100-0300PM,HH 514,"Harper, Vicki L."
C,PHIL 147,,,Death/Meaning of Life Open to First-Year Students and Sophomores only.,,1.00 ,N,,M-F 0100-0300PM,HH 515,"Langerak, Edward"
C,PHIL 246,,,Space and Time,,1.00 ,N,IST,M-F 1040-1240PM,RML 577,"Cunningham, Arthur"
X,PHIL 247,,T,Top: Neoplatonism This course has been canceled.,,1.00 ,N,,M-F 1040-1240PM,HH 302,"Munoz-Hutchinson, Danny"
C,PHIL 261,,,Freud/Human Behavior Closed to first-year students during web registration.,,1.00 ,N,HBS,M-F 0100-0300PM,RNS 310,"Marino, Gordon D."
C,PHIL 294,,,Academic Internship,,1.00 ,Y,,,,Staff
O,PHIL 298,,,IS/Place and Meaning,,1.00 ,N,,,,"Taliaferro, Charles"
C,PHIL 394,,,Academic Internship,,1.00 ,Y,,,,Staff
O,PHIL 398,,,IR/Soc. Reality/Language,,1.00 ,N,WRI,,,"Taliaferro, Charles"
O,PHIL 398,A,,IR/Nietzsche,,1.00 ,N,WRI,,,"Marino, Gordon D."
C,PHYS 252,,,Musical Acoustics Students in Physics 252 must also register for lab Physics 252 L. Closed to First-Year Students during web registration.,,1.00 ,N,IST SED,M-F 0830-1000,RNS 210,"Nitz, David"
C,PHYS 252,,L,Musical Acoustics Lab,,0.00 ,N,,M-F 0100-0330PM,RNS 292,"Nitz, David"
C,PHYS 294,,,Academic Internship,,1.00 ,Y,,,,Staff
O,PHYS 298,,,IS/,,1.00 ,N,,,,Staff
C,PHYS 394,,,Academic Internship,,1.00 ,Y,,,,Staff
O,PHYS 398,,,IR/,,1.00 ,N,,,,Staff
C,PSCI 111,,,American Politics,,1.00 ,N,HBS MCD,M-F 0100-0300PM,HH 403,"Galdieri, Christopher"
C,PSCI 119,,,The Problem of War,,1.00 ,N,HWC,M-F 0100-0300PM,BMC 111,"Gimbel, Edward W."
C,PSCI 234,,,World Courts in Europe This is an off-campus course.,,1.00 ,N,,,,"Lott, Anthony"
C,PSCI 240,,,Polit Identity Cent Euro This is an off-campus course.,,1.00 ,N,HBS MCG,,,"Dale, J. Patrick"
C,PSCI 278,,,Ambition and Leadership Open only to seniors during web registration. Others may be added during the drop/add period on a space-available basis.,,1.00 ,N,EIN,M-F 1040-1240PM,TB 216,"Casson, Douglas J."
C,PSCI 294,,,Academic Internship,,1.00 ,Y,,,,"Lott, Anthony"
C,PSCI 294,A,,Academic Internship,,1.00 ,Y,,,,"Hofrenning, Daniel"
O,PSCI 298,,,IS/Philosophy of Law,,1.00 ,N,,,,"Casson, Douglas J."
O,PSCI 299,,T,Top: Race - Politics,,1.00 ,N,HBS MCD,M-F 1040-1240PM,DC 204,"Chapp, Christopher B."
C,PSCI 394,,,Academic Internship,,1.00 ,Y,,,,Staff
O,PSCI 398,,,IR/,,1.00 ,N,,,,Staff
C,PSYCH 220,,,SocioEmot Dev/Culture Open to First-Year Students. This course has class year limits.,,1.00 ,N,MCG,M-F 1040-1240PM,RNS 210,"Cho, Grace E."
C,PSYCH 224,,,Community Applications,,1.00 ,N,WRI,M-F 1040-1240PM,RNS 124,"Gross, Dana"
C,PSYCH 227,,,Envtal Psych/Rocky Mtns This is an off-campus course.,,1.00 ,N,HBS,,,"McMillan, Donna"
C,PSYCH 294,,,Academic Internship,,1.00 ,Y,,,,"Cho, Grace E."
O,PSYCH 298,,,IS/Music and Emotion,,1.00 ,N,WRI,,,"Loebach, Jeremy"
C,PSYCH 394,,,Academic Internship,,1.00 ,Y,,,,"Ori_a, M. Minda"
O,PSYCH 395,,,Adv Res Method Behav Neur,,1.00 ,N,,MTThF 1040-1240PM MTThF 0100-0300PM,RNS 123 RNS 123,"Dickinson, Shelly D."
O,PSYCH 398,,,IR/Emotion Socialization,,1.00 ,N,WRI,,,"Cho, Grace E."
C,REL 213,,,Lutheran Heritage,,1.00 ,N,BTS-T,M-F 1040-1240PM,BMC 101,"Lagerquist, L. DeAne"
C,REL 217,,,Christ/Islamic Ethics Open only to seniors during web registration. Others may be added during the drop/add period on a space-available basis.,,1.00 ,N,EIN,M-F 0100-0300PM,BMC 101,"Schillinger, Jamie A."
C,REL 238,,,Quest of Ring/Grail/Cross Closed to first-year students during web registration.,,1.00 ,N,BTS-T,M-F 0800-1000,RML 515,"Walter, Gregory A."
C,REL 242,,,"Gandhi, Niebuhr. and King",,1.00 ,N,BTS-T,M-F 1040-1240PM,RNS 150,"Alexander, Torin D. Rambachan, Anantanand Santurri, Edmund"
X,REL 243,,,Living Faith-Holden Vlg This is an off-campus course. This course has been canceled.,,1.00 ,N,BTS-T,,,"Anderson, Mary E."
C,REL 262,,,Rome and Wittenberg This is an off-campus course.,,1.00 ,N,BTS-T,,,"Lund, Eric"
C,REL 262,,F,FLC - German,,0.00 ,N,,,,"Lund, Eric"
C,REL 271,,,Hist Geog/Bible/Holy Land This is an off-campus course.,,1.00 ,N,HWC,,,"Hanson, James"
C,REL 294,,,Academic Internship,,1.00 ,Y,,,,Staff
O,REL 298,,,IS/Am/Cath Interfaith Dia,,1.00 ,N,,,,"Schillinger, Jamie A."
O,REL 298,A,,IS/Biblical Hermeneutics,,1.00 ,N,,,,"Ripley, Jason J."
C,REL 394,,,Academic Internship,,1.00 ,Y,,,,Staff
O,REL 398,,,IR/,,1.00 ,N,,,,Staff
C,RUSSN 294,,,Academic Internship,,1.00 ,Y,,,,Staff
O,RUSSN 298,,,IS/,,1.00 ,N,,,,Staff
C,RUSSN 394,,,Academic Internship,,1.00 ,Y,,,,Staff
O,RUSSN 398,,,IR/,,1.00 ,N,,,,Staff
C,RUSST 294,,,Academic Internship,,1.00 ,Y,,,,Staff
O,RUSST 298,,,IS/,,1.00 ,N,,,,Staff
C,RUSST 394,,,Academic Internship,,1.00 ,Y,,,,Staff
O,RUSST 398,,,IR/,,1.00 ,N,,,,Staff
C,SCICN 215,,,Well-Ordered Universe Open to Science Conversation students only.,,1.00 ,N,HWC IST SED,M-F 1040-1210PM M-Th 0130-0430PM,OM 031 OM 031,"Borovsky, Brian Soderlind, Steve"
C,SOAN 232,,,"Thailand: Culture, Inst This is an off-campus course.",,1.00 ,N,MCG ORC,,,"Sheppard, Ryan R."
C,SOAN 235,,,Intro Islamic Feminisms Open to first-year students.,,1.00 ,N,MCG,M-F 1040-1240PM,BMC 110,"Al Atiyat, Ibtesam"
O,SOAN 241,,,Gender Equality/Nordic Open to first-year students.,,1.00 ,N,HBS,M-F 0100-0300PM,HH 322,"Rogg, Elisabet"
C,SOAN 246,,,GLBT Lives and Issues Open to first-year students.,,1.00 ,N,HBS,M-F 1040-1240PM,HH 317,"Nordstrom-Loeb, Bruce"
C,SOAN 294,,,Academic Internship,,1.00 ,Y,,,,"Chiappari, Christopher L."
O,SOAN 298,,,IS/Race/Wealth Inequality,,1.00 ,N,,,,"Chiappari, Christopher L."
C,SOAN 394,,,Academic Internship,,1.00 ,Y,,,,Staff
O,SOAN 398,,,IR/,,1.00 ,N,,,,Staff
C,SPAN 111,,,Beginning Spanish I This course has class year limits. This course is closed to seniors during web registration.,,1.00 ,N,,M-F 0900-1000 M-F 1040-1240PM,OM 021 OM 021,"Olson, Barbara"
C,SPAN 231,,,Intermed Spanish I Open to all students who meet the requirements. This course has class-year limits.,,1.00 ,N,,M-F 1040-1140 M-F 0100-0300PM,OM 030 OM 030,"Barnes-Karol, Gwendolyn"
C,SPAN 232,,,Intermed Spanish II Open to all students who meet the requirements. This course has class year limits.,,1.00 ,N,FOL-S MCD,M-F 0900-1000 M-F 1040-1240PM,OM 011 OM 011,"Strichartz, Ariel"
C,SPAN 233,,,Inter Span II-Ecuador Open to all students who meet the requirements. This is an off-campus course.,,1.00 ,N,FOL-S MCG,,,"Villate-Isaza, Alberto"
C,SPAN 234,,,Inter Span II-C Rica Open to all students who meet the requirements. This is an off-campus course.,,1.00 ,N,FOL-S MCG,,,"Narvaez, Leon"
C,SPAN 274,,,Contemporary Issues,,1.00 ,N,ORC,M-F 1040-0300PM,OM 035,"Broner, Maggie"
C,SPAN 294,,,Academic Internship,,1.00 ,Y,,,,Staff
O,SPAN 298,,,IS/,,1.00 ,N,,,,Staff
C,SPAN 394,,,Academic Internship,,1.00 ,Y,,,,Staff
O,SPAN 398,,,IR/,,1.00 ,N,,,,Staff
C,STAT 285,,,Global Health & Biostats This is an off-campus course.,,1.00 ,N,ORC,,,"Legler, Julie M."
C,STAT 294,,,Academic Internship,,1.00 ,Y,,,,Staff
O,STAT 298,,,IS/,,1.00 ,N,,,,Staff
C,STAT 394,,,Academic Internship,,1.00 ,Y,,,,Staff
O,STAT 398,,,IR/,,1.00 ,N,,,,Staff
C,SWRK 120,,,I Want to Help People Open to First-Year Students and Sophomores only.,,1.00 ,N,WRI,T-F 0800-1000 WTh 1040-1240PM WTh 0100-0300PM,BMC 102 BMC 102 BMC 102,"Chandran, Devyani"
O,SWRK 125,,,Racism/Sexism/Am Fam Life,,1.00 ,N,MCD,MWF 1040-1240PM MW 0100-0300PM,RML 420 RML 420,"McKibbin, Laura E."
C,SWRK 294,,,Academic Internship,,1.00 ,Y,,,,Staff
O,SWRK 298,,,IS/,,1.00 ,N,,,,Staff
C,SWRK 394,,,Academic Internship,,1.00 ,Y,,,,"Lennox, Naurine"
O,SWRK 398,,,IR/,,1.00 ,N,,,,Staff
C,THEAT 115,,,Acting for Non-Majors,,1.00 ,N,ALS-A ORC,M-F 1040-1240PM,CHM 140,"Scholz-Carlson, Douglas"
C,THEAT 234,,,Prod Theater: Advanced Enrollment by audition or interview only. Contact Theatre Department (x3240) with questions.,,1.00 ,Y,,M-F 0900-1000 M-F 1040-0500PM M-F 0700-1000PM,TB Haugen TB Haugen TB Haugen,"Freeman, Dona W."
C,THEAT 294,,,Academic Internship,,1.00 ,Y,,,,"Wilson, Karen"
O,THEAT 298,,,IS/Improv Theatre,,1.00 ,N,,,,"Gisselman, Gary C."
C,THEAT 298,A,,IS/Filming Shakespeare,,1.00 ,N,WRI,,,"Freeman, Dona W."
C,THEAT 394,,,Academic Internship,,1.00 ,Y,,,,Staff
O,THEAT 398,,,IR/Dramaturgy,,1.00 ,N,WRI,,,"Gisselman, Gary C."
C,WMNST 294,,,Academic Internship,,1.00 ,Y,,,,"LeBlanc, Diane C."
O,WMNST 298,,,IS/,,1.00 ,N,,,,Staff
C,WMNST 394,,,Academic Internship,,1.00 ,Y,,,,"Hill, Jan C."
O,WMNST 398,,,IR/,,1.00 ,N,,,,Staff
