St,Course #,S,L,Course Name,_,CR ,PN,GE Reqs,Meeting Time(s),Location(s),Instructor(s)
C,BIO 125,,,Cell Bio & Genetics Students in Bio 125 must also register for lab Bio 125 L.,,1.00 ,N,IST SED,M-F 0100-0300PM,RNS 290,"Gibbens, Brian B. Walter, Anne"
C,BIO 125,B,L,Cell Bio & Genetics Lab,,0.00 ,N,,M-F 0800-1000 M-F 1040-1200PM,RNS 394 RNS 394,"Gibbens, Brian B. Walter, Anne"
C,BIO 125,A,L,Cell Bio & Genetics Lab,,0.00 ,N,,M-F 0800-1000 M-F 1040-1200PM,RNS 398 RNS 398,"Gibbens, Brian B. Walter, Anne"
C,BIO 127,,,Genetics and Society Students in Bio 127 must also register for lab Bio 127 L. This course has class-year limits.,,1.00 ,N,IST SED,M-Th 0900-1000 M-Th 1040-1200PM,RNS 290 RNS 290,"Porterfield, Jean C."
C,BIO 127,,L,Genetics and Society Lab,,0.00 ,N,,M-Th 0100-0300PM,RNS 255,"Porterfield, Jean C."
C,BIO 135,,,Thinking & Doing Bio This course has class-year limits.,,1.00 ,N,IST SED,M-F 0900-1000,RNS 455,"Giannini, John"
C,BIO 135,,L,Thinking & Doing Bio Lab,,0.00 ,N,,M-F 1040-0100PM,RNS 455,"Giannini, John"
C,BIO 284,,,Peruvian Medical Exp This is an off-campus course.,,1.00 ,N,,,,"Johnson, Theodore"
C,BIO 287,,,Island Biology This is an off-campus course.,,1.00 ,N,,,,"Cole, Eric"
C,BIO 288,,,Equatorial Biology This is an off-campus course.,,1.00 ,N,,,,"Freedberg, Steven"
C,BIO 294,,,Academic Internship,,1.00 ,Y,,,,"Johnson, Theodore"
C,BIO 294,A,,Academic Internship,,1.00 ,Y,,,,"Swift, Michael"
C,BIO 294,B,,Academic Internship,,1.00 ,Y,,,,"Giannini, John"
C,BIO 294,C,,Academic Internship,,1.00 ,Y,,,,"Porterfield, Jean C."
C,BIO 294,D,,Academic Internship,,1.00 ,Y,,,,"Mbele, Joseph L."
C,BIO 294,E,,Academic Internship,,1.00 ,Y,,,,"Listenberger, Laura"
C,BIO 294,F,,Academic Internship,,1.00 ,Y,,,,"Van Wylen, David"
C,BIO 294,G,,Academic Internship,,1.00 ,Y,,,,"Angell, Diane K."
O,BIO 294,H,,Academic Internship,,1.00 ,Y,,,,"Iddrisu, Abdulai"
O,BIO 294,I,,Academic Internship,,1.00 ,Y,,,,"Crisp, Kevin M."
O,BIO 298,,,IS/Deer Migration,,1.00 ,N,WRI,,,"Giannini, John"
O,BIO 298,A,,IS/Medical Spanish,,1.00 ,N,,,,"Porterfield, Jean C."
O,BIO 298,B,,IS/Medical Volunteerism,,1.00 ,N,,,,"Kandl, Kimberly A."
O,BIO 298,C,,IS/Health Care Reform,,1.00 ,N,WRI,,,"Porterfield, Jean C."
O,BIO 298,D,,IS/Global Food Sustainab,,1.00 ,N,WRI,,,"Walter, Anne"
O,BIO 298,E,,IS/Careers with Animals,,1.00 ,N,WRI,,,"Walter, Anne"
X,BIO 391,,T,Top: Questions/Cell Bio Prerequisite: Completion of Bio 233. This course has been canceled.,,1.00 ,N,,MTThF 1040-1200PM MTThF 0100-0300PM,RNS 316 RNS 316,"Kandl, Kimberly A."
C,BIO 394,,,Academic Internship,,1.00 ,Y,,,,"Angell, Diane K."
O,BIO 398,,,IR/Silica Levels in Soil,,1.00 ,N,,,,"Umbanhowar, Charles Jr."
C,BMOLS 294,,,Academic Internship,,1.00 ,Y,,,,Staff
O,BMOLS 298,,,IS/,,1.00 ,N,,,,Staff
C,BMOLS 394,,,Academic Internship,,1.00 ,Y,,,,Staff
O,BMOLS 398,,,IR/,,1.00 ,N,,,,Staff
C,CH/BI 126,,,Integrated Chem/Bio II Students in CH/BI 126 must also register for lab CH/BI 126 AL or BL. Open only to those students who have completed CH/BI 125.,,1.00 ,N,,M-F 0800-1000 M-F 1040-1240PM,RNS 310 RNS 310,"Schwinefus, Jeffrey J. Hanson, Robert"
C,CH/BI 126,A,L,Integrate Chem/Bio II Lab,,0.00 ,N,,M-Th 1230-0300PM,RNS 355,"Hanson, Robert"
C,CH/BI 126,B,L,Integrate Chem/Bio II Lab,,0.00 ,N,,M-Th 1230-0300PM,RNS 350,"Schwinefus, Jeffrey J."
C,CHEM 123,A,,Atom/Molec Structure,,1.00 ,N,,M-F 0800-1000,RNS 390,"Walczak, Mary"
O,CHEM 123,B,,Atom/Molec Structure,,1.00 ,N,,M-F 1040-1240PM,RNS 390,"Gittins, Peter J."
C,CHEM 123,C,,Atom/Molec Structure,,1.00 ,N,,M-F 0100-0300PM,RNS 390,"Jordan, Annalisa M."
O,CHEM 124,,,A Matter of Environ Students in Chemistry 124 must also register for lab Chemistry 124 L.,,1.00 ,N,IST SED,M-F 0800-1000,RNS 435,"Jackson, Paul T."
O,CHEM 124,,L,A Matter of Environ Lab,,0.00 ,N,,TWTh 1230-0330PM,RNS 454,"Jackson, Paul T."
C,CHEM 252,,,Organometallic Chem,,1.00 ,N,WRI,M-F 0100-0300PM,RNS 435,"Miessler, Gary"
C,CHEM 294,,,Academic Internship,,1.00 ,Y,,,,"Jackson, Paul T."
O,CHEM 294,A,,Academic Internship,,1.00 ,Y,,,,"Beussman, Douglas J."
O,CHEM 298,,,IS/,,1.00 ,N,,,,Staff
O,CHEM 384,,,Bioanalytic Chemistry Lab times to be arranged.,,1.00 ,N,IST SED,M-F 1040-1240PM,RNS 435,"Beussman, Douglas J."
C,CHEM 394,,,Academic Internship,,1.00 ,Y,,,,"Beussman, Douglas J."
O,CHEM 398,,,IR/Dendrimer Synthesis,,1.00 ,N,,,,"Gittins, Peter J."
C,CHIN 294,,,Academic Internship,,1.00 ,Y,,,,Staff
O,CHIN 298,,,IS/,,1.00 ,N,,,,Staff
C,CHIN 394,,,Academic Internship,,1.00 ,Y,,,,Staff
O,CHIN 398,,,IR/,,1.00 ,N,,,,Staff
C,CLASS 128,,,Fall of Roman Empire,,1.00 ,N,HWC,M-F 1040-1240PM,BMC 111,"Caldesi-Valeri, Valerio"
C,CLASS 251,,,Class Studies Greece This is an off-campus course.,,1.00 ,N,ALS-A HWC,,,"Howe, Timothy R."
C,CLASS 294,,,Academic Internship,,1.00 ,Y,,,,Staff
O,CLASS 298,,,IS/,,1.00 ,N,,,,Staff
C,CLASS 394,,,Academic Internship,,1.00 ,Y,,,,Staff
O,CLASS 396,,,Research:,,1.00 ,N,WRI,,,"Reece, Steve T."
O,CLASS 398,,,IR/,,1.00 ,N,,,,Staff
C,CSCI 294,,,Academic Internship,,1.00 ,Y,,,,Staff
O,CSCI 298,,,IS/,,1.00 ,N,,,,Staff
O,CSCI 300,,T,Top: Parallel Comput,,1.00 ,N,,M-F 0830-1000 M-F 0100-0300PM,RNS 203 RNS 203,"Brown, Richard"
C,CSCI 394,,,Academic Internship,,1.00 ,Y,,,,Staff
O,CSCI 398,,,IR/,,1.00 ,N,,,,Staff
C,DANCE 150,,,Movement/Camera/Process,,1.00 ,N,ALS-A SPM,M-F 1040-1200PM M-F 0100-0300PM,DC Studio 1 DC 100,"Roberts, Anthony"
C,DANCE 294,,,Academic Internship,,1.00 ,Y,,,,Staff
O,DANCE 298,,,IS/,,1.00 ,N,,,,Staff
C,DANCE 394,,,Academic Internship,,1.00 ,Y,,,,"Klopchin, Heather J."
O,DANCE 398,,,IR/,,1.00 ,N,,,,Staff
C,ECON 111,,,Transition Economics,,1.00 ,N,HBS MCG,M-F 1040-1240PM,OM 020,"Pomponio, Xun"
C,ECON 113,,,Capitalism,,1.00 ,N,HBS HWC,M-F 0100-0300PM,HH 302,"Wambheim, Bruce"
C,ECON 294,,,Academic Internship,,1.00 ,Y,,,,Staff
O,ECON 298,,,IS/Sports Economics,,1.00 ,N,,,,"Becker, Anthony"
C,ECON 394,,,Academic Internship,,1.00 ,Y,,,,Staff
O,ECON 398,,,IR/Enterpreneurship in NZ,,1.00 ,N,,,,"Muir, Sian E."
C,EDUC 170,,,Schools & Communities Open to first-year students and sophomores only. Admission by interview.,,1.00 ,Y,MCD,,,"McDonald, Eric"
C,EDUC 294,,,Academic Internship,,1.00 ,Y,,,,Staff
O,EDUC 298,,,IS/Science Gap/H.S.-Coll,,1.00 ,N,WRI,,,"McDonald, Eric"
O,EDUC 298,A,,IS/Reading/Diff Instruct,,1.00 ,N,,,,"Kelly, Maria L."
O,EDUC 347,,,Teaching ESL K-12 Open only to seniors and juniors.,,1.00 ,N,,,,"Keasling, Calvin D."
C,EDUC 367,,,Teaching of Theater K-12,,1.00 ,N,,,,"Wilson, Howard"
C,EDUC 378,,,Multi-Cult Ed Hawaii This is an off-campus course. Admission by interview.,,1.00 ,Y,MCD,,,"Campbell, Heather"
C,EDUC 379,,,Urban Sem & Practicum Admission by interview.,,1.00 ,Y,MCD,,,"Pfarr-Baker, Rosemary A."
C,EDUC 394,,,Academic Internship,,1.00 ,Y,,,,"Pfarr-Baker, Rosemary A."
O,EDUC 398,,,IR/,,1.00 ,N,,,,Staff
C,ENGL 108,,,Trickstr/Post-Col Lit,,1.00 ,N,ALS-L MCG,M-F 0100-0300PM,RML 515,"Mbele, Joseph L."
C,ENGL 123,,,Intro to Poetry,,1.00 ,N,ALS-L ORC,M-F 1040-1240PM,RML 525,"Dunning, Jenny"
C,ENGL 200,A,T,Topics: Regional Lit,,1.00 ,N,ALS-L,M-F 0100-0300PM,RML 525,"Hill, Jan C."
O,ENGL 200,B,T,Top: Black&Asian Brit Lit,,1.00 ,N,ALS-L,M-F 1040-1240PM,RML 421,"Naito, Jonathan T."
O,ENGL 200,C,T,Top: Women & Afr Diaspora,,1.00 ,N,ALS-L,M-F 0100-0300PM,RML 421,"Hepburn, Joan"
C,ENGL 260,,T,Top:Monster: Myths&Movies,,1.00 ,N,ALS-L,M-F 1040-1240PM,RML 515,"Postlethwaite, Diana"
C,ENGL 294,,,Academic Internship,,1.00 ,Y,,,,"Dunning, Jenny"
C,ENGL 298,,,IS/Writing Popular Sci,,1.00 ,N,,M-F 1040-1240PM,RNS 124,"Schwehn, Kaethe"
C,ENGL 298,A,,IS/Nuer Folklore,,1.00 ,N,,,,"Mbele, Joseph L."
C,ENGL 298,B,,IS/The Novel,,1.00 ,N,,,,"Dunning, Jenny"
C,ENGL 394,,,Academic Internship,,1.00 ,Y,,,,Staff
C,ENGL 395,,,Chaucer and Ethics Open only to seniors during web registration. Others may be added during the drop/add period on a space-available basis.,,1.00 ,N,EIN WRI,M-F 1040-1240PM,RML 520,"Cherewatuk, Karen"
O,ENGL 398,,,IR/,,1.00 ,N,,,,Staff
O,ENVST 137,A,,Intro: Env Studies,,1.00 ,N,IST,M-F 0800-1000 M-F 0100-0300PM,RNS 124 RNS 124,"Swift, Michael"
O,ENVST 137,B,,Intro: Env Studies,,1.00 ,N,IST,M-F 0800-1000 M-F 0100-0300PM,RNS 150 RNS 150,"Wallace, Alison"
C,ENVST 294,,,Academic Internship,,1.00 ,Y,,,,"Schmidt, Stephanie N."
C,ENVST 294,A,,Academic Internship,,1.00 ,Y,,,,"Farrell, James"
C,ENVST 294,B,,Academic Internship,,1.00 ,Y,,,,"Judge, Rebecca"
C,ENVST 294,C,,Academic Internship,,1.00 ,Y,,,,"Jackson, Paul T."
C,ENVST 294,D,,Academic Internship,,1.00 ,Y,,,,"Fure-Slocum, Eric J."
O,ENVST 298,,,IS/,,1.00 ,N,,,,Staff
C,ENVST 381,,T,Top: Ecosystem Research,,1.00 ,N,,M-F 1040-1240PM M-F 0100-0300PM,RNS 400 RNS 400,"Schade, John D."
O,ENVST 383,,,Top: Eco-Criticism/Poetry,,1.00 ,N,ALS-L,M-F 0100-0300PM,RML 520,"Allister, Mark"
C,ENVST 394,,,Academic Internship,,1.00 ,Y,,,,"Jackson, Paul T."
O,ENVST 394,A,,Academic Internship,,1.00 ,Y,,,,"Schade, John D."
O,ENVST 398,,,IR/,,1.00 ,N,,,,Staff
C,ESTH 294,,,Academic Internship,,1.00 ,Y,,,,"Book, Cynthia"
O,ESTH 294,A,,Academic Internship,,1.00 ,Y,,,,"Goldsworthy, William Sean"
O,ESTH 298,,,IS/,,1.00 ,N,,,,Staff
O,ESTH 376,,,Exercise Prescription Open to Senior exercise sciene majors only or permission of instructor.,,1.00 ,N,,M-F 0830-1000 M-F 1200-0200PM,SAC 103 SAC 103,"Daymont, Christine"
C,ESTH 394,,,Academic Internship,,1.00 ,Y,,,,Staff
O,ESTH 398,,,IR/,,1.00 ,N,,,,Staff
C,FAMST 294,,,Academic Internship,,1.00 ,Y,,,,"Chandran, Devyani"
O,FAMST 298,,,IS/,,1.00 ,N,,,,Staff
C,FAMST 394,,,Academic Internship,,1.00 ,Y,,,,Staff
O,FAMST 398,,,IR/,,1.00 ,N,,,,Staff
C,FREN 235,,,Fr Lang/Moroccan Culture Open to all students who meet the requirements. This is an off-campus course.,,1.00 ,N,FOL-F MCG,,,"Bekhechi, Amine R."
O,FREN 250,,,Speaking of French Open to all students who meet the requirements.,,1.00 ,N,FOL-F ORC,M-F 1040-0330PM,OM 026,"Allen, Wendy"
C,FREN 275,,,ID French St--Paris Open to all students who meet the requirements. This is an off-campus course.,,1.00 ,N,,,,"Barjasteh, Jolene"
C,FREN 294,,,Academic Internship,,1.00 ,Y,,,,Staff
O,FREN 298,,,IS/,,1.00 ,N,,,,Staff
C,FREN 394,,,Academic Internship,,1.00 ,Y,,,,Staff
O,FREN 398,,,IR/,,1.00 ,N,,,,Staff
C,GCON 115,A,,Romans & Christians Open to Great Conversations students only.,,1.00 ,N,BTS-B WRI,M-F 1040-1240PM,HH 514,"Brunelle, Christopher M."
C,GCON 115,B,,Romans & Christians Open to Great Conversations students only.,,1.00 ,N,BTS-B WRI,M-F 1040-1240PM,HH 515,"Carrington, J. L."
C,GCON 115,C,,Romans & Christians Open to Great Conversations students only.,,1.00 ,N,BTS-B WRI,M-F 1040-1240PM,HH 516,"Thompson, Nancy M."
C,GCON 115,D,,Romans & Christians Open to Great Conversations students only.,,1.00 ,N,BTS-B WRI,M-F 1040-1240PM,OM 015,"Beckman, Patricia"
C,GCON 115,E,,Romans & Christians Open to Great Conversations students only.,,1.00 ,N,BTS-B WRI,M-F 1040-1240PM,OM 004,"Wells, Colin"
C,GCON 115,F,,Romans & Christians Open to Great Conversations students only.,,1.00 ,N,BTS-B WRI,M-F 1040-1240PM,OM 002,"Willcoxon, Jeanne I."
C,GERM 239,,,Culture/Lang St Vienna This is an off-campus course.,,1.00 ,N,FOL-G,,,"Achberger, Karen R."
C,GERM 246,,,"Age of Goethe-Tr In English, no prerequisites. This course is open to first-year students.",,1.00 ,N,HWC WRI,M-F 1040-1240PM,TB 227,"Fink, Karl"
C,GERM 247,,,The Mare Balticum This is an off-campus course.,,1.00 ,N,HBS HWC ORC,,,"Rippley, Lavern"
C,GERM 294,,,Academic Internship,,1.00 ,Y,,,,Staff
O,GERM 298,,,IS/,,1.00 ,N,,,,Staff
C,GERM 394,,,Academic Internship,,1.00 ,Y,,,,Staff
O,GERM 398,,,IR/,,1.00 ,N,,,,Staff
C,GREEK 294,,,Academic Internship,,1.00 ,Y,,,,Staff
O,GREEK 298,,,IS/,,1.00 ,N,,,,Staff
C,GREEK 394,,,Academic Internship,,1.00 ,Y,,,,Staff
O,GREEK 398,,,IR/,,1.00 ,N,,,,Staff
O,HIST 151,,,Slavery in African Hist Open to first-year students only.,,1.00 ,N,MCG,M-F 1040-1240PM,HH 302,"Iddrisu, Abdulai"
O,HIST 168,,,Rolvaag's America Open to first-year students only.,,1.00 ,N,HWC,M-F 1040-1240PM,HH 322,"Nichol, Todd W."
O,HIST 188,,T,Top: Jihad & Crusade Open to first-year students only.,,1.00 ,N,HWC,M-F 0800-1000,HH 516,"Brekke, Luke"
O,HIST 243,,,20th Century Cuba Open to first-year students.,,1.00 ,N,MCG,M-F 0100-0300PM,HH 307,"DeLaney, Jeane"
C,HIST 294,,,Academic Internship,,1.00 ,Y,,,,"Hahn, Steven C."
O,HIST 294,A,,Academic Internship,,1.00 ,Y,,,,"Iddrisu, Abdulai"
O,HIST 298,,,IS/US Labor Hist. to 1940,,1.00 ,N,,,,"Fure-Slocum, Eric J."
O,HIST 298,A,,IS/Colonialism in India,,1.00 ,N,,,,"Iddrisu, Abdulai"
C,HIST 394,,,Academic Internship,,1.00 ,Y,,,,Staff
O,HIST 398,,,IR/,,1.00 ,N,,,,Staff
C,HSPST 294,,,Academic Internship,,1.00 ,Y,,,,Staff
O,HSPST 298,,,IS/,,1.00 ,N,,,,Staff
C,HSPST 394,,,Academic Internship,,1.00 ,Y,,,,Staff
O,HSPST 398,,,IR/,,1.00 ,N,,,,Staff
C,ID 255,,,Hospital Health Care This is an off-campus course.,,1.00 ,Y,,,,"Pearson, Wesley"
C,ID 258,,,Theatre in London This is an off-campus course.,,1.00 ,N,ALS-A,,,"Wilson, Karen"
C,ID 294,,,Academic Internship,,1.00 ,Y,,,,Staff
O,ID 298,,,IS/,,1.00 ,N,WRI,,,Staff
C,ID 394,,,Academic Internship,,1.00 ,Y,,,,Staff
O,ID 396,,,Research: Mayo Scholars,,1.00 ,N,,M-F 0800-1000 M-F 1040-1240PM M-F 0100-0300PM,RNS 226 RNS 226 RNS 226,"Crisp, Kevin M."
O,ID 398,,,IR/,,1.00 ,N,,,,Staff
C,IDFA 294,,,Academic Internship,,1.00 ,Y,,,,Staff
O,IDFA 298,,,IS/,,1.00 ,N,,,,Staff
C,IDFA 394,,,Academic Internship,,1.00 ,Y,,,,Staff
O,IDFA 398,,,IR/,,1.00 ,N,,,,Staff
O,INTD 100,,,No Interim,,0.00 ,N,,,,Staff
C,IS 219,,T,"Top: Collaborative Design Not open to first-year-students. Permission of instructor required before November 4, 2010.",,1.00 ,N,IST ORC,M-F 0830-1000 M-F 0100-0330PM,RNS 293 RNS 210,"Engbrecht, Jason J."
C,IS 294,,,Academic Internship,,1.00 ,Y,,,,Staff
O,IS 298,,,IS/,,1.00 ,N,WRI,,,Staff
C,IS 394,,,Academic Internship,,1.00 ,Y,,,,Staff
O,IS 398,,,IR/,,1.00 ,N,,,,Staff
C,JAPAN 294,,,Academic Internship,,1.00 ,Y,,,,Staff
O,JAPAN 298,,,IS/,,1.00 ,N,,,,Staff
C,JAPAN 394,,,Academic Internship,,1.00 ,Y,,,,Staff
O,JAPAN 398,,,IR/,,1.00 ,N,,,,Staff
C,LATIN 294,,,Academic Internship,,1.00 ,Y,,,,Staff
O,LATIN 298,,,IS/,,1.00 ,N,,,,Staff
C,LATIN 394,,,Academic Internship,,1.00 ,Y,,,,Staff
O,LATIN 398,,,IR/,,1.00 ,N,,,,Staff
C,MATH 220,A,,Elem Linear Algebra Open to first-year students who have completed Math 120.,,1.00 ,N,AQR,M-F 1040-1240PM M-F 0100-0300PM,RNS 206 RNS 206,"Berliner, Adam H."
C,MATH 220,B,,Elem Linear Algebra,,1.00 ,N,AQR,M-F 1040-1240PM M-F 0100-0300PM,RNS 204 RNS 204,"Dietz, Jill"
O,MATH 235,,,Structures in Higher Math,,1.00 ,N,,M-F 0900-1000 M-F 1100-1200PM M-F 0130-0300PM,RNS 297 RNS 297 RNS 297,"Woo, Alexander"
C,MATH 239,,,Number Theory - Budapest This is an off-campus course.,,1.00 ,N,,,,"Hanson, Bruce"
C,MATH 294,,,Academic Internship,,1.00 ,Y,,,,Staff
O,MATH 298,,,IS/,,1.00 ,N,,,,Staff
C,MATH 356,,,Geometry,,1.00 ,N,,M-F 1040-1240PM M-F 0100-0300PM,RNS 208 RNS 208,"Matsuura, Ryota"
C,MATH 390,,,Mathematics Practicum Registration by permission of instructor only.,,1.00 ,N,ORC,M-F 0900-1000 M-F 1040-1240PM M-F 0100-0500PM,RNS 410 RNS 410 RNS 410,"Ziegler, Kathryn Richey, Matthew"
C,MATH 394,,,Academic Internship,,1.00 ,Y,,,,Staff
O,MATH 398,,,IR/Prob Number Theory,,1.00 ,N,,,,"McDougall, Adam C."
C,MEDIA 294,,,Academic Internship,,1.00 ,Y,,,,"Hill, Jan C."
O,MEDIA 298,,,IS/,,1.00 ,N,,,,Staff
C,MEDIA 394,,,Academic Internship,,1.00 ,Y,,,,Staff
O,MEDIA 398,,,IR/,,1.00 ,N,,,,Staff
C,MEDVL 294,,,Academic Internship,,1.00 ,Y,,,,Staff
O,MEDVL 298,,,IS/,,1.00 ,N,,,,Staff
C,MEDVL 394,,,Academic Internship,,1.00 ,Y,,,,Staff
O,MEDVL 398,,,IR/,,1.00 ,N,,,,Staff
C,MGMT 231,,,Personal Finance Closed to first-year students.,,1.00 ,N,,MWF 0900-1000 MWF 1040-1140 MWF 0115-0230PM,HH 413 HH 413 HH 413,"Emery, Mary Ann"
C,MGMT 257,,,New Venture Formulat Closed to first-year students.,,1.00 ,N,ORC,M-F 1040-1240PM,HH 403,"Muir, Sian E."
C,MGMT 294,,,Academic Internship,,1.00 ,Y,,,,"Muir, Sian E."
C,MGMT 294,A,,Academic Internship,,1.00 ,Y,,,,"Goedde, Richard"
O,MGMT 298,,,IS/,,1.00 ,N,,,,Staff
C,MGMT 394,,,Academic Internship,,1.00 ,Y,,,,Staff
O,MGMT 398,,,IR/,,1.00 ,N,,,,Staff
C,MUSIC 131,,,The Art of Music,,1.00 ,N,ALS-A,M-F 0900-1000 M-F 1040-1140,CHM 233 CHM 233,"Berger, Linda Paddleford, Nancy"
C,MUSIC 225,A,,Music/Electronic Med Not Open to First-Year Students.,,1.00 ,N,ALS-A,M-F 1200-0100PM M-F 0115-0215PM,CHM 233 CHM 222,"Bower, John E."
C,MUSIC 225,B,,Music/Electronic Med,,1.00 ,N,ALS-A,M-F 1200-0100PM M-F 0230-0330PM,CHM 233 CHM 222,"Bower, John E."
C,MUSIC 231,,,History of Jazz Open to all students.,,1.00 ,N,ALS-A MCD,M-F 0100-0300PM,CHM 239,"Hoekstra, Gerald"
O,MUSIC 232,,,America's Hit Parade Open to all students.,,1.00 ,N,ALS-A MCD,M-Th 0900-1000 M-Th 1040-1200PM,CHM 239 CHM 239,"Hanson, Alice"
O,MUSIC 235,,,Music/Chr Worship Open to non-music majors. Open to first-year students.,,1.00 ,N,ALS-A,MTTh 1040-1240PM MTTh 0130-0300PM,CHM 232 CHM 232,"Westermeyer, Paul"
C,MUSIC 269,,,Opera Workshop Friday coachings TBA Registration by audition and permission only.,,1.00 ,N,,M-Th 1040-1230PM M-Th 0130-0300PM,CHM Urness CHM Urness,"McKeel, James"
C,MUSIC 294,,,Academic Internship,,1.00 ,Y,,,,Staff
O,MUSIC 298,,,IS/Trumpet Pedagogy,,1.00 ,N,,,,"Hodel, Martin"
C,MUSIC 298,A,,IS/Shostakovich/Sonata,,1.00 ,N,WRI,,,"Castro, David R."
O,MUSIC 298,B,,IS/Bassoon Lit/Excerpts,,1.00 ,N,,,,"Kelley, Mark"
O,MUSIC 298,C,,IS/French/Organ/Lit,,1.00 ,N,WRI,,,"Rodland, Catherine R."
O,MUSIC 298,D,,IS/Trumpet History & Lit.,,1.00 ,N,,,,"Hodel, Martin"
C,MUSIC 394,,,Academic Internship,,1.00 ,Y,,,,"Ananda-Owens, Kathryn"
O,MUSIC 398,,,IR/,,1.00 ,N,,,,Staff
O,MUSIC 398,A,,IR/,,1.00 ,N,,,,Staff
C,NEURO 294,,,Academic Internship,,1.00 ,Y,,,,Staff
O,NEURO 298,,,IS/,,1.00 ,N,,,,Staff
C,NEURO 394,,,Academic Internship,,1.00 ,Y,,,,Staff
