St,Course #,S,L,Course Name,_,CR ,PN,GE Reqs,Meeting Time(s),Location(s),Instructor(s)
O,ECON 398,,,IR/,,1.00 ,N,,,,Staff
O,ECON 398,A,,IR/,,1.00 ,N,,,,Staff
O,EDUC 170,,,Urban Schools/Communities Open to First-Year Students and Sophomores only. Admission by interview. You will find this course listed in Studio Abroad under its course title.,,1.00 ,Y,MCD,M-F 0800-1000 M-F 1040-1240PM,TOH 214 TOH 214,"McDonald, Eric"
O,EDUC 294,,,Academic Internship,,1.00 ,Y,,,,Staff
O,EDUC 298,,,IS/,,1.00 ,N,,,,Staff
O,EDUC 298,A,,IS/,,1.00 ,N,,,,Staff
O,EDUC 347,,,Teaching ESL K-12,,1.00 ,N,,,,"Tesdall, Jessica L."
O,EDUC 378,,,Multi-Cultural Ed Hawaii This is an off-campus course. Admission by interview. You will find this course listed in Studio Abroad under its course title.,,1.00 ,Y,MCD,,,"Leer, Elizabeth A."
O,EDUC 379,A,,Urban Sem & Practicum Admission by application. You will find this course listed in Studio Abroad under its course title.,,1.00 ,Y,MCD,,,"Pfarr-Baker, Rosemary A."
O,EDUC 379,B,,Urban Sem & Practicum Admission by application. You will find this course listed in Studio Abroad under its course title.,,1.00 ,Y,MCD,,,Staff
O,EDUC 394,,,Academic Internship,,1.00 ,Y,,,,Staff
O,EDUC 398,,,IR/,,1.00 ,N,,,,Staff
O,ENGL 001,,,Placeholder: New York NY,,1.00 ,N,ALS-L,M-F 0100-0300PM,,"Titus, Mary"
O,ENGL 108,,,Trickstr/Post-Col Lit,,1.00 ,N,ALS-L MCG,M-F 0100-0300PM,,"Mbele, Joseph L."
O,ENGL 124,,,Intro to Drama,,1.00 ,N,ALS-L ORC,M-F 1040-1240PM,TOH 308,"Naito, Jonathan T."
O,ENGL 212,,,Lit Eastern Caribbean This is an off-campus course. You will find this course listed in Studio Abroad under its course title.,,1.00 ,N,ALS-L MCG,,,"Cherewatuk, Karen"
O,ENGL 260,,T,Top: Urban Ecologies,,1.00 ,N,ALS-L,M-F 0100-0300PM,,"Trull, Mary E."
O,ENGL 267,,,Monsters: Myths & Movies,,1.00 ,N,ALS-L,M-F 1040-1240PM,TBA,"Postlethwaite, Diana"
O,ENGL 289,,,Journalistic Writing,,1.00 ,N,,M-F 0100-0300PM,,"Hill, Jan C."
O,ENGL 294,,,Academic Internship,,1.00 ,Y,,,,Staff
O,ENGL 298,,,IS/,,1.00 ,N,,,,Staff
O,ENGL 298,A,,IS/,,1.00 ,N,,,,Staff
O,ENGL 298,B,,IS/,,1.00 ,N,,,,Staff
O,ENGL 340,,T,"Top: Sex,Madness&Marriage Open to juniors and seniors who have completed English 185 and at least two level-II English courses or by permission of the instructor.",,1.00 ,N,,M-F 1040-1240PM,RML 515,"Holly, Carol"
O,ENGL 394,,,Academic Internship,,1.00 ,Y,,,,Staff
O,ENGL 398,,,IR/,,1.00 ,N,,,,Staff
O,ENVST 137,,,Intro: Env Studies Open to Environmental Conversations students only.,,1.00 ,N,IST,M-F 0800-1000 M-F 0100-0300PM,RNS 190 RNS 190,"Swift, Michael"
O,ENVST 294,,,Academic Internship,,1.00 ,Y,,,,Staff
O,ENVST 298,,,IS/,,1.00 ,N,,,,Staff
O,ENVST 311,,,Global Futures This is an off-campus course. You will find this course listed in Studio Abroad under its course title.,,1.00 ,N,ORC,,,"Schade, John D."
O,ENVST 381,,T,Top:Ecocrit/Am Nat Poetry,,1.00 ,N,,M-F 1040-1240PM M-F 0100-0300PM,,"Allister, Mark"
O,ENVST 394,,,Academic Internship,,1.00 ,Y,,,,Staff
O,ENVST 398,,,IR/,,1.00 ,N,,,,Staff
O,ESTH 294,,,Academic Internship,,1.00 ,Y,,,,Staff
O,ESTH 298,,,IS/,,1.00 ,N,,,,Staff
O,ESTH 298,A,,IS/,,1.00 ,N,,,,Staff
O,ESTH 298,B,,IS/,,1.00 ,N,,,,Staff
O,ESTH 394,,,Academic Internship,,1.00 ,Y,,,,Staff
O,ESTH 398,,,IR/,,1.00 ,N,,,,Staff
O,ESTH 398,A,,IR/,,1.00 ,N,,,,Staff
O,FAMST 294,,,Academic Internship,,1.00 ,Y,,,,Staff
O,FAMST 298,,,IS/,,1.00 ,N,,,,Staff
O,FAMST 394,,,Academic Internship,,1.00 ,Y,,,,Staff
O,FAMST 398,,,IR/,,1.00 ,N,,,,Staff
O,FREN 235,,,Fr Lang/Moroccan Culture Open to all students who meet the requirements. This is an off-campus course. You will find this course listed in Studio Abroad under its course title.,,1.00 ,N,FOL-F MCG,,,"Bekhechi, Amine R."
O,FREN 250,,,Speaking of French Open to all students who meet the requirements.,,1.00 ,N,FOL-F ORC,M-F 1040-0330PM,TOH 114,"Barjasteh, Jolene"
O,FREN 275,,,ID French Studies - Paris Open to all students who meet the requirements. This is an off-campus course. You will find this course listed in Studio Abroad under its course title.,,1.00 ,N,,,,"Hoy, Lise R."
O,FREN 294,,,Academic Internship,,1.00 ,Y,,,,Staff
O,FREN 298,,,IS/,,1.00 ,N,,,,Staff
O,FREN 394,,,Academic Internship,,1.00 ,Y,,,,Staff
O,FREN 398,,,IR/,,1.00 ,N,,,,Staff
O,GCON 115,A,,Romans & Christians Open to Great Conversations students only.,,1.00 ,N,BTS-B WRI,M-F 1040-1240PM,RML 420,"Casson, Douglas J."
O,GCON 115,B,,Romans & Christians Open to Great Conversations students only.,,1.00 ,N,BTS-B WRI,M-F 1040-1240PM,RML 525,"Grenberg, Jeanine"
O,GCON 115,C,,Romans & Christians Open to Great Conversations students only.,,1.00 ,N,BTS-B WRI,M-F 1040-1240PM,RML 520,"Walter, Gregory A."
O,GCON 115,D,,Romans & Christians Open to Great Conversations students only.,,1.00 ,N,BTS-B WRI,M-F 1040-1240PM,OM 210,"Ananda-Owens, Kathryn"
O,GCON 115,E,,Romans & Christians Open to Great Conversations students only.,,1.00 ,N,BTS-B WRI,M-F 1040-1240PM,OM 110,"Kuxhausen, Anna"
O,GCON 115,F,,Romans & Christians Open to Great Conversations students only.,,1.00 ,N,BTS-B WRI,M-F 1040-1240PM,OM 140,"Willcoxon, Jeanne I."
O,GERM 000,,,Placeholder Course,,1.00 ,N,,M-F 0100-0300PM,,"Rippley, Lavern"
O,GERM 249,,,German Cinema,,1.00 ,N,ALS-A HWC,M-F 1040-1240PM,,"Achberger, Karen R."
O,GERM 249,,F,FLC - German,,0.00 ,Y,,,,"Achberger, Karen R."
O,GERM 294,,,Academic Internship,,1.00 ,Y,,,,Staff
O,GERM 298,,,IS/,,1.00 ,N,,,,Staff
O,GERM 394,,,Academic Internship,,1.00 ,Y,,,,Staff
O,GERM 398,,,IR/,,1.00 ,N,,,,Staff
O,GREEK 294,,,Academic Internship,,1.00 ,Y,,,,Staff
O,GREEK 298,,,IS/,,1.00 ,N,,,,Staff
O,GREEK 394,,,Academic Internship,,1.00 ,Y,,,,Staff
O,GREEK 398,,,IR/,,1.00 ,N,,,,Staff
O,HIST 117,,,Elizabethan England Open to first-year students only.,,1.00 ,N,HWC,M-F 1040-1240PM,HH 319,"De Krey, Gary"
O,HIST 169,,,The Western Home Open to first-year students only.,,1.00 ,N,HWC,M-F 1040-1240PM,HH 514,"Nichol, Todd W."
O,HIST 238,,,Wmn/Early Mod Europe,,1.00 ,N,HWC,M-F 0100-0300PM,HH 317,"Carrington, J. L."
O,HIST 244,,,Revolutionary Cuba This is an off-campus course. You will find this course listed in Studio Abroad under its course title.,,1.00 ,N,MCG,,,"DeLaney, Jeane"
O,HIST 244,,F,FLC - Spanish,,0.00 ,Y,,,,"DeLaney, Jeane"
O,HIST 294,,,Academic Internship,,1.00 ,Y,,,,Staff
O,HIST 298,,,IS/,,1.00 ,N,,,,Staff
O,HIST 394,,,Academic Internship,,1.00 ,Y,,,,Staff
O,HIST 398,,,IR/,,1.00 ,N,,,,Staff
O,HIST 398,A,,IR/,,1.00 ,N,,,,Staff
O,HSPST 294,,,Academic Internship,,1.00 ,Y,,,,Staff
O,HSPST 298,,,IS/,,1.00 ,N,,,,Staff
O,HSPST 394,,,Academic Internship,,1.00 ,Y,,,,Staff
O,HSPST 398,,,IR/,,1.00 ,N,,,,Staff
O,ID 238,,,Relig & Politics in Egypt This is an off-campus course. You will find this course listed in Studio Abroad under its course title.,,1.00 ,N,MCG,,,"Schillinger, Jamie A. Al Atiyat, Ibtesam"
O,ID 249,,,The Mare Balticum,,1.00 ,N,HBS HWC ORC,,,"Rippley, Lavern Soderlind, Steve"
O,ID 255,,,Hospital Health Care This is an off-campus course. You will find this course listed in Studio Abroad under its course title.,,1.00 ,Y,,,,"Pearson, Wesley"
O,ID 257,,,Arts & Lit Australia/NZ This is an off-campus course. You will find this course listed in Studio Abroad under its course title.,,1.00 ,N,ALS-L ORC,,,"Wilson, Karen"
O,ID 258,,,Theater in London This is an off-campus course. You will find this course listed in Studio Abroad under its course title.,,1.00 ,N,ALS-A,,,"Marsalek, Karen E."
O,ID 294,,,Academic Internship,,1.00 ,Y,,,,Staff
O,ID 298,,,IS/,,1.00 ,N,,,,Staff
O,ID 394,,,Academic Internship,,1.00 ,Y,,,,Staff
O,ID 396,A,,Research: Mayo Scholars,,1.00 ,N,,M-F 0800-1000 M-F 1040-1240PM M-F 0100-0300PM,RNS 226 RNS 226 RNS 226,"Crisp, Kevin M."
O,ID 396,B,,Research: Mayo Scholars,,1.00 ,N,,M-F 0800-1000 MTThFW 1040-1240PM M-F 0100-0300PM,RNS 136 RNS 136 RNS 136,"Crisp, Kevin M."
O,ID 398,,,IR/,,1.00 ,N,,,,Staff
O,IDFA 294,,,Academic Internship,,1.00 ,Y,,,,Staff
O,IDFA 298,,,IS/,,1.00 ,N,,,,Staff
O,IDFA 394,,,Academic Internship,,1.00 ,Y,,,,Staff
O,IDFA 398,,,IR/,,1.00 ,N,,,,Staff
O,INTD 100,,,No Interim,,0.00 ,N,,,,Staff
O,INTD 200,,,Interim Exchange,,1.00 ,N,,,,Staff
O,IS 294,,,Academic Internship,,1.00 ,Y,,,,Staff
O,IS 298,,,IS/,,1.00 ,N,,,,Staff
O,IS 394,,,Academic Internship,,1.00 ,Y,,,,Staff
O,IS 398,,,IR/,,1.00 ,N,,,,Staff
O,JAPAN 294,,,Academic Internship,,1.00 ,Y,,,,Staff
O,JAPAN 298,,,IS/,,1.00 ,N,,,,Staff
O,JAPAN 394,,,Academic Internship,,1.00 ,Y,,,,Staff
O,JAPAN 398,,,IR/,,1.00 ,N,,,,Staff
O,LATIN 294,,,Academic Internship,,1.00 ,Y,,,,Staff
O,LATIN 298,,,IS/,,1.00 ,N,,,,Staff
O,LATIN 394,,,Academic Internship,,1.00 ,Y,,,,Staff
O,LATIN 398,,,IR/,,1.00 ,N,,,,Staff
O,MATH 239,,,Number Theory - Budapest This is an off-campus course. You will find this course listed in Studio Abroad under its course title.,,1.00 ,N,,,,"Hanson, Bruce"
O,MATH 294,,,Academic Internship,,1.00 ,Y,,,,Staff
O,MATH 298,,,IS/,,1.00 ,N,,,,Staff
O,MATH 356,,,Geometry,,1.00 ,N,,M-F 1040-1240PM M-F 0100-0300PM,RNS 208 RNS 208,"Smith, Kay E."
O,MATH 382,,S,Sem: Graph Theory,,1.00 ,N,,M-F 1040-1240PM M-F 0100-0300PM,TOH 184 TOH 184,"Berliner, Adam H."
O,MATH 390,,,Mathematics Practicum Registration by permission of instructor only.,,1.00 ,N,ORC,M-F 0900-1000 M-F 1040-1240PM M-F 0100-0500PM,RNS 297 RNS 297 RNS 297,"Ziegler, Kathryn Garrett, Kristina"
O,MATH 394,,,Academic Internship,,1.00 ,Y,,,,Staff
O,MATH 398,,,IR/,,1.00 ,N,,,,Staff
O,MATH 398,A,,IR/,,1.00 ,N,,,,Staff
O,MEDIA 294,,,Academic Internship,,1.00 ,Y,,,,Staff
O,MEDIA 294,A,,Academic Internship,,1.00 ,Y,,,,Staff
O,MEDIA 298,,,IS/,,1.00 ,N,,,,Staff
O,MEDIA 394,,,Academic Internship,,1.00 ,Y,,,,Staff
O,MEDIA 394,A,,Academic Internship,,1.00 ,Y,,,,Staff
O,MEDIA 398,,,IR/,,1.00 ,N,,,,Staff
O,MEDVL 294,,,Academic Internship,,1.00 ,Y,,,,Staff
O,MEDVL 298,,,IS/,,1.00 ,N,,,,Staff
O,MEDVL 394,,,Academic Internship,,1.00 ,Y,,,,Staff
O,MEDVL 398,,,IR/,,1.00 ,N,,,,Staff
O,MGMT 231,,,Personal Finance Closed to first-year students.,,1.00 ,N,,M-F 0100-0300PM,HH 501,"Hirsch, Richard M."
O,MGMT 257,,,New Venture Formulat Closed to first-year students.,,1.00 ,N,ORC,M-F 1040-1240PM,HH 317,"Muir, Sian E."
O,MGMT 294,,,Academic Internship,,1.00 ,Y,,,,Staff
O,MGMT 298,,,IS/,,1.00 ,N,,,,Staff
O,MGMT 394,,,Academic Internship,,1.00 ,Y,,,,Staff
O,MGMT 398,,,IR/,,1.00 ,N,,,,Staff
O,MUSIC 130,,,The Music Spectrum,,1.00 ,N,ALS-A,M-F 1040-1130 M-F 1140-1240PM,CHM 222 CHM 233,"Berger, Linda"
O,MUSIC 132,,,Orchestral Music,,1.00 ,N,ALS-A,M-F 1040-0100PM,CHM 232,"Carter, David"
O,MUSIC 231,,,History of Jazz,,1.00 ,N,ALS-A MCD,M-F 0100-0300PM,,"Hoekstra, Gerald"
O,MUSIC 236,,,Theatrical Music,,1.00 ,N,ALS-A,M-Th 0900-1000 M-Th 1040-1200PM,,"Hanson, Alice"
O,MUSIC 294,,,Academic Internship,,1.00 ,Y,,,,Staff
O,MUSIC 298,,,IS/,,1.00 ,N,,,,Staff
O,MUSIC 298,A,,IS/,,1.00 ,N,,,,Staff
O,MUSIC 298,B,,IS/,,1.00 ,N,,,,Staff
O,MUSIC 394,,,Academic Internship,,1.00 ,Y,,,,Staff
O,MUSIC 398,,,IR/,,1.00 ,N,,,,Staff
O,NEURO 294,,,Academic Internship,,1.00 ,Y,,,,Staff
O,NEURO 298,,,IS/,,1.00 ,N,,,,Staff
O,NEURO 394,,,Academic Internship,,1.00 ,Y,,,,Staff
O,NEURO 398,,,IR/,,1.00 ,N,,,,Staff
O,NORW 224,,T,Top: Nordic Crime Fiction Open to first-year students.,,1.00 ,N,ALS-L,M-F 0100-0300PM,TOH 210,"O'Leary, Margaret H."
O,NORW 244,,,Sami:Tradition/Transition Open to first-year students.,,1.00 ,N,HBS MCG ORC,M-F 0100-0300PM,TOH 308,"Lie, Kari"
O,NORW 248,,,Rewrit Nordic Ident,,1.00 ,N,,M-F 1040-1240PM,,"Kongslien, Ingeborg"
O,NORW 294,,,Academic Internship,,1.00 ,Y,,,,Staff
O,NORW 298,,,IS/,,1.00 ,N,,,,Staff
O,NORW 394,,,Academic Internship,,1.00 ,Y,,,,Staff
O,NORW 398,,,IR/,,1.00 ,N,,,,Staff
O,NURS 110,A,,Nutrition & Wellness,,1.00 ,N,IST,M-F 1040-1240PM,HH 501,"Kuehn, Mary"
O,NURS 110,B,,Nutrition & Wellness,,1.00 ,N,IST,M-F 1040-1240PM,HH 501,"Huehn, Susan L."
O,NURS 110,C,,Nutrition & Wellness,,1.00 ,N,IST,M-F 1040-1240PM,HH 501,"Beckmann, Nicole B."
O,NURS 294,,,Academic Internship,,1.00 ,Y,,,,Staff
O,NURS 298,,,IS/,,1.00 ,N,,,,Staff
O,NURS 298,A,,IS/,,1.00 ,N,,,,Staff
O,NURS 394,,,Academic Internship,,1.00 ,Y,,,,Staff
O,NURS 398,,,IR/,,1.00 ,N,,,,Staff
O,PHIL 127,,,Zen and Art of Judo,,1.00 ,N,SPM,M-F 0100-0300PM,SAC Wr Rm,"Munoz-Hutchinson, Danny"
O,PHIL 147,,,Death/Meaning of Life,,1.00 ,N,WRI,M-F 1040-1240PM,HH 516,"Marsh, Jason"
O,PHIL 246,,,Space and Time,,1.00 ,N,IST,M-F 0100-0300PM,HH 403,"Cunningham, Arthur"
O,PHIL 250,,,Biomedical Ethics Prerequisite: Completion of BTS-T or permission of instructor. Open only to seniors and juniors during web registration.,,1.00 ,N,EIN,M-F 0800-1000 M 0700-0930PM,HH 413 HH 413,"Gervais, Karen"
O,PHIL 294,,,Academic Internship,,1.00 ,Y,,,,Staff
O,PHIL 298,,,IS/,,1.00 ,N,,,,Staff
O,PHIL 2XX,,,Placeholder Co. with EIN,,1.00 ,N,,,,"Watson, Charles H. III."
O,PHIL 394,,,Academic Internship,,1.00 ,Y,,,,Staff
O,PHIL 398,,,IR/,,1.00 ,N,,,,Staff
O,PHYS 252,,,Musical Acoustics Students in Physics 252 must also register for lab Physics 252 L. Closed to First-Year Students during web registration.,,1.00 ,N,IST SED,M-F 1040-1210PM,RNS 210,"Borovsky, Brian"
O,PHYS 252,,L,    Musical Acoustics Lab,,0.00 ,N,,M-F 0100-0330PM,RNS 292,"Borovsky, Brian"
O,PHYS 294,,,Academic Internship,,1.00 ,Y,,,,Staff
O,PHYS 298,,,IS/,,1.00 ,N,,,,Staff
O,PHYS 298,A,,IS/,,1.00 ,N,,,,Staff
O,PHYS 394,,,Academic Internship,,1.00 ,Y,,,,Staff
O,PHYS 398,,,IR/,,1.00 ,N,,,,Staff
O,PHYS 3XX,,,Placeholder Course,,1.00 ,N,,,,"Engbrecht, Jason J."
O,PSCI 119,,,The Problem of War,,1.00 ,N,HWC,M-F 0100-0300PM,,"Lott, Anthony"
O,PSCI 240,,,Polit Identity Cent Euro This is an off-campus course. You will find this course listed in Studio Abroad under its course title.,,1.00 ,N,HBS MCG,,,"Dale, J. Patrick"
O,PSCI 244,,,Race and Politics,,1.00 ,N,HBS MCD,M-F 1040-1240PM,,"Anderson, Joshua"
O,PSCI 264,,,Latin Am Politics,,1.00 ,N,MCG,M-F 1040-1240PM,,"Thalhammer, Kristina"
O,PSCI 294,,,Academic Internship,,1.00 ,Y,,,,Staff
