St,Course #,S,L,Course Name,_,CR ,PN,GE Reqs,Meeting Time(s),Location(s),Instructor(s)
C,DANCE 100,,,Intro to Dance,,1.00 ,N,ALS-A ORC,MWF 1255-0150PM,DC 305,"Klopchin, Heather J."
C,DANCE 106,A,,Ballroom I (Men),,0.25 ,Y,ALS-A SPM,T 1005-1100 Th 0955-1050,DC Studio 1 DC Studio 1,"von Bibra, Anne"
C,DANCE 106,B,,Ballroom I (Women),,0.25 ,Y,ALS-A SPM,T 1005-1100 Th 0955-1050,DC Studio 1 DC Studio 1,"von Bibra, Anne"
O,DANCE 109,,,Intl Dance I,,0.25 ,Y,ALS-A SPM,T 0200-0255PM Th 0240-0335PM,DC Studio 1 DC Studio 1,"von Bibra, Anne"
C,DANCE 111,A,,Modern Dance I,,0.25 ,Y,ALS-A SPM,MF 1045-1140,DC Studio 1,"Roberts, Anthony"
O,DANCE 111,B,,Modern Dance I,,0.25 ,Y,ALS-A SPM,T 1150-1245PM Th 1245-0140PM,DC Studio 2 DC Studio 2,"Roberts, Anthony"
C,DANCE 115,,,Power Play,,0.25 ,Y,SPM,T 1145-0110PM Th 1245-0205PM,DC Studio 3 DC Studio 3,"Saterstrom, Sheryl"
C,DANCE 121,,,Ballet I,,0.25 ,Y,ALS-A SPM,T 1005-1100 Th 0955-1050,DC Studio 2 DC Studio 2,"Klopchin, Heather J."
C,DANCE 201,,,Body Moveable,,0.50 ,N,SPM,MWF 1150-1245PM,DC Studio 3,"Saterstrom, Sheryl"
O,DANCE 210,A,,Modern Dance II Permission of instructor required.,,0.50 ,N,ALS-A SPM,MW 0200-0330PM,DC Studio 2,"Roberts, Anthony"
O,DANCE 210,B,,Modern Dance II Permission of instructor required.,,0.50 ,N,ALS-A SPM,T 0800-0925 Th 0800-0920,DC Studio 1 DC Studio 1,"Klopchin, Heather J."
O,DANCE 211,A,,Modern Dance II Permission of instructor required.,,0.25 ,N,ALS-A SPM,MW 0200-0330PM,DC Studio 2,"Roberts, Anthony"
O,DANCE 211,B,,Modern Dance II Permission of instructor required.,,0.25 ,N,ALS-A SPM,T 0800-0925 Th 0800-0920,DC Studio 1 DC Studio 1,"Klopchin, Heather J."
O,DANCE 212,,,Articulate Body,,0.50 ,N,,MWF 1255-0150PM,DC Studio 1,"Saterstrom, Sheryl"
O,DANCE 213,,,Articulate Body,,0.25 ,N,,MWF 1255-0150PM,DC Studio 1,"Saterstrom, Sheryl"
O,DANCE 220,,,Ballet II Permission of instructor required.,,0.50 ,N,ALS-A SPM,T 0120-0245PM Th 0215-0335PM,DC Studio 2 DC Studio 2,"Klopchin, Heather J."
O,DANCE 221,,,Ballet II Permission of instructor required.,,0.25 ,N,ALS-A SPM,T 0120-0245PM Th 0215-0335PM,DC Studio 2 DC Studio 2,"Klopchin, Heather J."
O,DANCE 231,,,Choreography & Improv,,1.00 ,N,ALS-A,T 1145-0110PM Th 1245-0205PM,DC Studio 1 DC Studio 1,"Roberts, Janice"
O,DANCE 298,,,IS/,,1.00 ,N,,,,Staff
O,DANCE 310,,,Modern III Permission of instructor required.,,0.50 ,N,ALS-A SPM,MWF 0200-0330PM,DC Studio 1,"Roberts, Janice"
C,DANCE 311,,,Modern III Permission of instructor required.,,0.25 ,N,ALS-A SPM,MWF 0200-0330PM,DC Studio 1,"Roberts, Janice"
O,DANCE 320,,,Ballet III Permission of instructor required.,,0.50 ,N,ALS-A SPM,T 0800-0925 Th 0800-0920,DC Studio 2 DC Studio 2,"Bader, Jennifer"
C,DANCE 321,,,Ballet III Permission of instructor required.,,0.25 ,N,ALS-A SPM,T 0800-0925 Th 0800-0920,DC Studio 2 DC Studio 2,"Bader, Jennifer"
O,DANCE 398,,,IR/,,1.00 ,N,,,,Staff
O,DANCE 399,,S,Sem: Senior Dance Open to Seniors only.,,1.00 ,N,,T 0935-1100 Th 0930-1050,DC 204 DC 204,"Roberts, Anthony"
C,ECON 121,A,,Principles of Econ,,1.00 ,N,HBS,MWF 1045-1140,HH 413,"Soderlind, Steve"
C,ECON 121,B,,Principles of Econ,,1.00 ,N,HBS,MWF 0200-0255PM,HH 413,"Soderlind, Steve"
O,ECON 121,C,,Principles of Econ,,1.00 ,N,HBS,T 1145-0110PM Th 1245-0205PM,HH 413 HH 413,"Pomponio, Xun"
O,ECON 121,D,,Principles of Econ,,1.00 ,N,HBS,T 0935-1100 Th 0930-1050,HH 413 HH 413,"Pomponio, Xun"
O,ECON 121,E,,Principles of Econ,,1.00 ,N,HBS,T 0800-0925 Th 0800-0920,HH 413 HH 413,"Hodgson, Ashley"
C,ECON 121,F,,Principles of Econ Open to first year students only.,,1.00 ,N,HBS,T 0120-0245PM Th 0215-0335PM,HH 413 HH 413,"Hodgson, Ashley"
C,ECON 242,,,Environmental Econ,,1.00 ,N,,MWF 1255-0150PM,RNS 290,"Judge, Rebecca"
C,ECON 243,A,,Economic Development,,1.00 ,N,MCG,T 1145-0110PM Th 1245-0205PM,TOH 112 TOH 112,"Binder, Seth"
O,ECON 243,B,,Economic Development,,1.00 ,N,MCG,T 0120-0245PM Th 0215-0335PM,TOH 112 TOH 112,"Binder, Seth"
C,ECON 245,,,Health Care Econ,,1.00 ,N,HBS,T 1145-0110PM Th 1245-0205PM,HH 403 HH 403,"Hodgson, Ashley"
C,ECON 249,,,Urban Economics,,1.00 ,N,,MWF 0800-0855,HH 413,"Soderlind, Steve"
O,ECON 261,A,,Macroeconomic Theory,,1.00 ,N,,MWF 1255-0150PM,HH 307,"Pernecky, Mark"
C,ECON 261,B,,Macroeconomic Theory,,1.00 ,N,,MWF 0200-0255PM,HH 307,"Pernecky, Mark"
C,ECON 262,A,,Microeconomic Theory,,1.00 ,N,,MWF 0905-1000,HH 413,"Judge, Rebecca"
C,ECON 262,B,,Microeconomic Theory,,1.00 ,N,,MWF 1150-1245PM,HH 413,"Judge, Rebecca"
C,ECON 294,,,Academic Internship,,1.00 ,Y,,,,Staff
O,ECON 298,,,IS/,,1.00 ,N,,,,Staff
C,ECON 374,A,,Money and Banking Open only to rising Seniors during web registration. Juniors may add on a space-available basis during drop/add period with permission of instructor,,1.00 ,N,WRI,MWF 0800-0855,HH 514,"Wojick, Paul"
C,ECON 374,B,,Money and Banking Open only to rising Seniors during web registration. Juniors may add on a space-available basis during drop/add period with permission of instructor,,1.00 ,N,WRI,MWF 0905-1000,HH 514,"Wojick, Paul"
C,ECON 376,,,Labor Econ/Empl Rel Prerequisite: Completion of BTS-T or permission of instructor. Open only to rising Seniors during web registration.,,1.00 ,N,EIN WRI,MWF 1045-1140,OM 20,"Pernecky, Mark"
O,ECON 382,,,International Econ Open only to rising Seniors during web registration. Juniors may add on a space-available basis during drop/add period with permission of instructor,,1.00 ,N,WRI,T 0120-0245PM Th 0215-0335PM,HH 302 HH 302,"Pomponio, Xun"
C,ECON 385,,,Econometrics Open only to rising Seniors during web registration. Juniors may add on a space-available basis during drop/add period with permission of instructor,,1.00 ,N,WRI,MWF 0905-1000,OM 110,"Becker, Anthony"
C,ECON 394,,,Academic Internship,,1.00 ,Y,,,,Staff
O,ECON 398,,,IR/,,1.00 ,N,,,,Staff
O,EDUC 231,,,Drugs & Alcohol,1 ,0.00 ,Y,,Th 0700-0900PM,TOH 210,"Storry, Mark"
O,EDUC 246,,,English Lang Learners,,1.00 ,N,MCD,T 0800-0925 Th 0800-0920,TOH 214 TOH 214,"Aguilar-Valdez, Jean R."
C,EDUC 260,A,,Foundations in Education,,1.00 ,N,MCD,MWF 1255-0150PM,TOH 210,"McDonald, Eric"
O,EDUC 260,B,,Foundations in Education,,1.00 ,N,MCD,MWF 1255-0150PM,TOH 212,"Leer, Elizabeth A."
O,EDUC 290,,,Educ Psychology,,1.00 ,N,HBS,T 0800-0925 Th 0800-0920,TOH 210 TOH 210,"McClure, Robert W."
O,EDUC 291,A,,Standards/Technology,2 ,0.00 ,Y,,M 0400-0600PM,TOH 275,"Campbell, Heather"
O,EDUC 291,B,,Standards/Technology,2 ,0.00 ,Y,,M 0630-0830PM,TOH 275,"Campbell, Heather"
C,EDUC 294,,,Academic Internship,,0.50 ,Y,,,,Staff
O,EDUC 298,,,IS/,,1.00 ,N,WRI,,,Staff
O,EDUC 330,A,,Principles of Educ Open to rising Seniors and Juniors only.,,1.00 ,N,ORC,MWF 0905-1000,TOH 214,"Leer, Elizabeth A."
X,EDUC 330,B,,Principles of Educ This section has been canceled.,,1.00 ,N,ORC,MWF 1045-1140,,"Leer, Elizabeth A."
C,EDUC 330,C,,Principles of Educ Open to rising Seniors and Juniors only.,,1.00 ,N,ORC,T 0935-1100 Th 0930-1050,TOH 214 TOH 214,"Aguilar-Valdez, Jean R."
C,EDUC 334,,,Social Studies Persp,,1.00 ,N,,,,"Kelly, Maria L."
O,EDUC 353,,,Tchg of World Lang Open to rising Seniors and Juniors only.,,1.00 ,N,,MWF 0200-0255PM,TOH 200,"Cropsey, Kris A."
O,EDUC 356,,,Tchg Music-Mid/High S Open to rising Seniors and Juniors only.,1 ,0.50 ,N,WRI,T 0120-0245PM Th 0215-0335PM,CHM 233 CHM 233,"Berger, Linda"
O,EDUC 358,,,Tchg Music-Sec Schls,,0.50 ,N,,M 0700-0900PM,CHM 224,"Lee, Nancy A."
O,EDUC 359,,,Tchg of Instru Music Open to rising Seniors and Juniors only.,,0.50 ,N,,T 1145-0110PM Th 1245-0205PM,CHM 138 CHM 138,"Mahr, Timothy"
O,EDUC 372,A,,Counsel/Comm Schools Open to rising Seniors and Juniors only.,,0.50 ,N,,T 1145-0110PM,TOH 212,"Kelly, Maria L."
O,EDUC 372,B,,Counsel/Comm Schools Open to rising Seniors and Juniors only.,,0.50 ,N,,T 0120-0245PM,TOH 212,"Kelly, Maria L."
O,EDUC 374,,,Reading in Content Area Open to rising Seniors and Juniors only.,,0.50 ,N,,T 1145-0110PM,TOH 214,"Campbell, Heather"
O,EDUC 375,,,Diff Instruction (0.50),,0.50 ,N,,Th 1245-0205PM,TOH 214,"Campbell, Heather"
O,EDUC 381,,,Senior Seminar Educ,,0.50 ,N,,M-F 0800-0400PM,TBA,"Lane-Getaz, Sharon"
O,EDUC 382,,,Human Relations,,0.00 ,Y,,,,"Pfarr-Baker, Rosemary A."
O,EDUC 385,,,Issues in Education,,0.50 ,N,,M-F 0800-0400PM,TBA,"McClure, Robert W."
O,EDUC 389,,,Student Teaching,,3.00 ,N,,M-F 0730-0400PM,,"Pfarr-Baker, Rosemary A."
O,EDUC 390,,,Student Teach/Dual Licens,,1.50 ,N,,,,Staff
O,EDUC 390,A,,Student Teach/Chemistry,,1.50 ,N,,,,Staff
O,EDUC 390,B,,Student Teach/Science,,1.50 ,N,,,,Staff
O,EDUC 391,,,Student Teach:Addl Licens,,0.50 ,N,,,,Staff
C,EDUC 394,,,Academic Internship,,0.50 ,Y,,,,Staff
O,EDUC 398,,,IR/,,1.00 ,N,,,,Staff
C,ENGL 150,A,,Fund of Creative Writing This course has class year limits.,,1.00 ,N,WRI,MWF 0905-1000,RML 525,"Kwon Dobbs, Jennifer"
O,ENGL 150,B,,Fund of Creative Writing Open to students who have fulfilled FYW or who are concurrently enrolled in WRIT 111. This course has class-year limits.,,1.00 ,N,,T 0120-0245PM Th 0215-0335PM,OM 340 OM 340,"Patterson, Juliet"
C,ENGL 185,A,,Literary Studies Closed to rising Seniors and Juniors except by permission of department.,,1.00 ,N,ALS-L WRI,MWF 0200-0255PM,RML 515,"Wells, Colin"
C,ENGL 185,B,,Literary Studies Closed to rising Seniors and Juniors except by permission of department.,,1.00 ,N,ALS-L WRI,T 0935-1100 Th 0930-1050,RML 421 RML 421,"Hepburn, Joan"
C,ENGL 185,C,,Literary Studies Closed to rising Seniors and Juniors except by permission of department.,,1.00 ,N,ALS-L WRI,T 1145-0110PM Th 1245-0205PM,RML 421 RML 421,"Postlethwaite, Diana"
C,ENGL 203,,,Asian American Literature,,1.00 ,N,ALS-L MCD,MWF 1150-1245PM,RML 515,"Kwon Dobbs, Jennifer"
C,ENGL 205,,,Am Racial/Multi Lit,,1.00 ,N,ALS-L MCD,T 1145-0110PM Th 1245-0205PM,RML 515 RML 515,"Hepburn, Joan"
C,ENGL 220,,T,Top: Dec of Indep This course has class-year limits.,,1.00 ,N,ALS-L WRI,T 0935-1100 Th 0930-1050,RML 515 RML 515,"Holly, Carol"
O,ENGL 221,,,Lit in Engl to 1650,,1.00 ,N,,MWF 1045-1140,RML 520,"Marsalek, Karen E."
C,ENGL 225,,,Neoclassic/Romantic Lit This course has class-year limits.,,1.00 ,N,ALS-L,MWF 0905-1000,RML 515,"Wells, Colin"
C,ENGL 229,,,20C British & Irish Lit This course has class-year limits.,,1.00 ,N,ALS-L WRI,MWF 0905-1000,RML 420,"Naito, Jonathan T."
C,ENGL 251,,,Major Chiacano/a Authors,,1.00 ,N,ALS-L MCD,MWF 1255-0150PM,RML 515,"Gallego, Carlos"
C,ENGL 258,,,Folklore,,1.00 ,N,ALS-L MCG,MWF 1045-1140,RML 525,"Mbele, Joseph L."
O,ENGL 260,,T,Top: Global Shakespeare,,1.00 ,N,ALS-L,MWF 1255-0150PM,RML 421,"Marsalek, Karen E."
C,ENGL 268,,,Lit and Modern Philosophy,,1.00 ,N,ALS-L,MWF 1045-1140,RML 421,"Gallego, Carlos"
C,ENGL 285,,,Digital Rhetoric/Literacy,,1.00 ,N,WRI,MWF 1255-0150PM,DC 204,"Richards, Rebecca S."
C,ENGL 291,A,,Creative Wrtg: Non-Fic,,1.00 ,N,WRI,T 0800-0925 Th 0800-0920,RML 520 RML 520,"Percy, Benjamin"
C,ENGL 291,B,,Creative Wrtg: Non-Fic,,1.00 ,N,WRI,T 1145-0110PM Th 1245-0205PM,OM 340 OM 340,"Patterson, Juliet"
C,ENGL 292,,,Intermed Poetry Wrtg This course has class year limits.,,1.00 ,N,WRI,T 1145-0110PM Th 1245-0205PM,RML 520 RML 520,"Schwehn, Kaethe"
C,ENGL 293,,,Intermed Fiction Writing,,1.00 ,N,WRI,M 0700-1000PM,RML 420,"Percy, Benjamin"
C,ENGL 294,,,Academic Internship,,1.00 ,Y,,,,Staff
C,ENGL 294,A,,Academic Internship,,0.50 ,Y,,,,"Richards, Rebecca S."
C,ENGL 296,,,Screenwriting,,1.00 ,N,WRI,Th 0700-1000PM,RML 520,"Pope, Thomas"
O,ENGL 298,,,IS/,,1.00 ,N,,,,Staff
C,ENGL 391,,S,"Sem: Austen, Eliot, Woolf Open to rising juniors and seniors who have completed English 185 and at least two level-II English courses or by permission of instructor.",,1.00 ,N,,T 0935-1100 Th 0930-1050,RML 520 RML 520,"Postlethwaite, Diana"
C,ENGL 394,,,Academic Internship,,1.00 ,Y,,,,Staff
C,ENGL 395,,,Chaucer and Ethics Open only to rising Juniors and Seniors who have completed English 185 and at least two level-II English courses or by permission of instructor.,,1.00 ,N,EIN,MWF 0800-0855,RML 520,"Cherewatuk, Karen"
O,ENGL 396,,,Res: Adv Screenwriting Prerequisites: completion of English 296 Screenwriting and permission of the instructor.,,1.00 ,N,,,,"Pope, Thomas"
O,ENGL 398,,,IR/,,1.00 ,N,,,,Staff
O,ENGL 398,A,,"IR/Consciousness, Ulysses",,1.00 ,N,,,,"Naito, Jonathan T."
C,ENGL 399,,S,Sem: Why Poetry? Open to rising juniors and seniors who have completed English 185 and at least two level-II English courses or by permission of instructor. This course has class-year limits.,,1.00 ,N,,MWF 1150-1245PM,RNS 124,"Naito, Jonathan T."
C,ENVST 137,,,Intro: Env Studies This course has class year limits.,,1.00 ,N,IST,T 0800-0925 Th 0800-0920,RNS 290 RNS 290,"Jackson, Paul T."
C,ENVST 202,,,Culture of Nature,,1.00 ,N,HWC,MWF 1045-1140,RML 515,"Allister, Mark"
C,ENVST 232,,,Env Policy/Regulation,,1.00 ,N,HBS,T 0935-1100 Th 0930-1050,TOH 112 TOH 112,"Binder, Seth"
C,ENVST 255,,,Remote Sensing & GIS Students in Env St 255 must also register for lab Env St 255 L.,,1.00 ,N,IST SED,MWF 0905-1000,RNS 400,Staff
C,ENVST 255,,L,    Remote Sensing & GIS Lab,,0.00 ,N,,W 0100-0400PM,RNS 400,Staff
C,ENVST 270,,,Nature & Am Landscape,,1.00 ,N,ALS-A HWC,T 1145-0110PM Th 1245-0205PM,DC 305 DC 305,"Rohn, Matthew"
C,ENVST 294,,,Academic Internship,,1.00 ,Y,,,,Staff
O,ENVST 298,,,IS/,,1.00 ,N,,,,Staff
C,ENVST 381,,T,Top: Green Bldg & Remodel,,1.00 ,N,,MWF 0200-0255PM,RNS 297,"Jackson, Paul T."
C,ENVST 394,,,Academic Internship,,1.00 ,Y,,,,Staff
O,ENVST 398,,,IR/,,1.00 ,N,,,,Staff
C,ES/PS 201,,,Global Env Politics,,1.00 ,N,HBS,T 0120-0245PM Th 0215-0335PM,RNS 208 RNS 208,"Pahnke, Anthony"
C,ESAC 103,,,Golf,1 ,0.25 ,N,SPM,T 1150-0150PM Th 1245-0245PM,SAC FH SAC FH,"Kosmoski, Daniel"
C,ESAC 106,,,Rock Climbing,,0.25 ,N,SPM,TTh 0935-1030,Tostrud Ctr,"Stromayer, Judith"
O,ESAC 108,,,In-Line Skating,1 ,0.25 ,N,SPM,MWF 0200-0255PM,SAC Gym South,"Cullen, Patrick T."
C,ESAC 117,,,Ultimate Frisbee,,0.25 ,N,SPM,TTh 0935-1030,SAC FH,"Nesbit, Scott"
C,ESAC 118,,,Lifetime Sports and Games,,0.25 ,N,SPM,MW 1255-0150PM,Tostrud Ctr,"Nesbit, Scott"
O,ESAC 121,,,Beginning Swimming,,0.25 ,N,SPM,MW 1045-1140,SAC Pool,"Hauck, Robert"
C,ESAC 125,,,Canoeing,1 ,0.25 ,N,SPM,MW 1255-0255PM,Tostrud Ctr,"Hauck, Robert"
C,ESAC 130,A,,Swim Fitness,,0.25 ,N,SPM,MW 0800-0855,SAC Pool,"Anderson, Kurt"
C,ESAC 130,B,,Swim Fitness,,0.25 ,N,SPM,TTh 0935-1035,SAC Pool,"Hauck, Robert"
C,ESAC 131,,,Aerobics,,0.25 ,N,SPM,MW 0800-0855,Tostrud Ctr,"McCarthy, Robert K."
O,ESAC 133,A,,Individual Fitness.50 Open to rising sophomores and first-year students only.,,0.50 ,N,SPM,MWF 0800-0855,SAC 112,"Stromme, David A."
C,ESAC 133,B,,Individual Fitness.50,,0.50 ,N,SPM,MWF 0905-1000,SAC 112,"Kosmoski, Daniel"
C,ESAC 133,C,,Individual Fitness.50,,0.50 ,N,SPM,MWF 1150-1245PM,SAC 112,"Anderson, Kurt"
O,ESAC 135,,,Jogging/Running,,0.25 ,N,SPM,TTh 0935-1030,Tostrud Ctr,"Varpness, Vincent"
C,ESAC 136,A,,Fitness Walking,,0.25 ,N,SPM,TTh 0935-1030,Tostrud Ctr,"Kosmoski, Daniel"
O,ESAC 136,B,,Fitness Walking,,0.25 ,N,SPM,TTh 0935-1030,Tostrud Ctr,"Anderson, Kurt"
O,ESAC 140,,,Wt Training Co-Ed .50,,0.50 ,N,SPM,MWF 0905-1000,TPH Wt Rm,"McCarthy, Robert K."
O,ESAC 141,A,,Wt Training-Men,,0.25 ,N,SPM,TTh 0800-0855,TPH Wt Rm,"Stern, Craig D."
O,ESAC 141,B,,Wt Training-Men,,0.25 ,N,SPM,TTh 0935-1030,TPH Wt Rm,"Stern, Craig D."
O,ESAC 141,C,,Wt Training-Men,,0.25 ,N,SPM,MW 1255-0150PM,Tostrud Ctr,"Ahrar, Shahram"
C,ESAC 142,,,Wt Training-Women,,0.25 ,N,SPM,TTh 0800-0855,Tostrud Ctr,"Daymont, Christine"
C,ESAC 150,,,Racquet Sports .50,,0.50 ,N,SPM,MWF 0200-0255PM,SAC Gym North,"Nesbit, Scott"
C,ESAC 151,A,,Badminton,,0.25 ,N,SPM,TTh 0800-0855,SAC Gym North,"Varpness, Vincent"
C,ESAC 151,B,,Badminton,,0.25 ,N,SPM,T 1145-1240PM Th 1245-0140PM,SAC Gym North SAC Gym North,"Stromme, David A."
C,ESAC 157,A,,Tennis,,0.25 ,N,SPM,T 1145-1245PM Th 1245-0140PM,Tostrud Ctr Tostrud Ctr,"Nesbit, Scott"
C,ESAC 157,B,,Tennis,,0.25 ,N,SPM,MW 1045-1140,Tostrud Ctr,"Stromme, David A."
C,ESAC 158,,,Intermediate Tennis,,0.25 ,N,SPM,T 0200-0255PM Th 0225-0315PM,Tostrud Ctr Tostrud Ctr,"Nesbit, Scott"
C,ESAC 161,,,Self-Defense,,0.25 ,N,SPM,F 0800-1000,SAC Wr Rm,"Hamilton, Maya"
O,ESAC 176,,,Intercol C-Country M,,0.25 ,N,SPM,,,"Lundin, Philip"
O,ESAC 177,,,Intercol C-Country W,,0.25 ,N,SPM,,,"Daymont, Christine"
O,ESAC 178,A,,Intercol Football,,0.25 ,N,SPM,,,"Stern, Craig D."
O,ESAC 178,B,,Intercol Football,,0.25 ,N,SPM,,,"Stern, Craig D."
O,ESAC 179,,,Intercol Golf Men,,0.25 ,N,SPM,,,"Peterson, Glen"
O,ESAC 180,,,Intercol Golf Women,,0.25 ,N,SPM,,,"Benoit, Luke"
O,ESAC 184,,,Intercol Soccer Men,,0.25 ,N,SPM,,,"Anderson, Kurt"
O,ESAC 185,,,Intercol Soccer Women,,0.25 ,N,SPM,,,"Driver, Jeremy B."
O,ESAC 193,,,Intercol Volleyball,,0.25 ,N,SPM,,,"Book, Cynthia"
C,ESTH 290,A,,Sport Ethics in Society Prerequisite: Completion of BTS-T or permission of the instructor. Open only to rising Seniors during web registration.,,1.00 ,N,EIN WRI,MWF 1150-1245PM,SAC 103,"Lundin, Philip"
C,ESTH 290,B,,Sport Ethics in Society,,1.00 ,N,EIN WRI,T 0935-1100 Th 0930-1050,TB 227 TB 227,"Hamilton, Maya"
C,ESTH 294,,,Academic Internship,,1.00 ,Y,,,,Staff
O,ESTH 298,,,IS/,,1.00 ,N,,,,Staff
O,ESTH 335,,,Coaching Practicum,,0.25 ,N,,,,"Anderson, Kurt"
C,ESTH 374,,,Biomechanics Students in ESTH 374 must also register for lab ESTH 374L.,,1.00 ,N,,MWF 0905-1000,SAC 103,"Goldsworthy, William Sean"
C,ESTH 374,,L,    Biomechanics Lab,,0.00 ,N,,Th 0800-1100,SAC 103,"Goldsworthy, William Sean"
O,ESTH 376,,,Exercise Prescription Open to rising Senior exercise science majors only. Prerequisite: ESTH 375.,,1.00 ,N,SPM,M 0700-1000PM,SAC 103,"Daymont, Christine"
O,ESTH 390,,,Exercise Sci Seminar Open to rising Seniors only.,,1.00 ,N,WRI,MWF 1045-1140,SAC 103,"Book, Cynthia"
C,ESTH 394,,,Academic Internship,,1.00 ,Y,,,,Staff
O,ESTH 398,,,IR/,,1.00 ,N,,,,Staff
O,FAMST 232,,,Intro: Family Studies This course has class year limits.,,1.00 ,N,,T 0935-1100 Th 0930-1050,HH 317 HH 317,"Manner, Jennifer"
O,FAMST 253,,,Human Sexuality This course has class year limits. Not open to first-year students.,,1.00 ,N,,T 1145-0110PM Th 1245-0205PM,OM 30 OM 30,"Manner, Jennifer"
C,FAMST 294,,,Academic Internship,,0.50 ,Y,,,,Staff
O,FAMST 298,,,IS/,,1.00 ,N,,,,Staff
C,FAMST 394,,,Academic Internship,,1.00 ,Y,,,,Staff
O,FAMST 398,,,IR/,,1.00 ,N,,,,Staff
C,FILM 101,,,Intro to Film Studies This course has class-year limits. Please note that the days/times of this course have been changed from MWF to TTh. The Monday evening film screening remains the same.,,1.00 ,N,ALS-A,M 0700-1000PM T 0120-0245PM Th 0215-0335PM,HH 501 HH 501 HH 501,Staff
C,FILM 394,,,Academic Internship,,1.00 ,Y,,,,Staff
O,FILM 398,,,IR/,,1.00 ,N,,,,Staff
C,FREN 111,A,,Beginning French I,,1.00 ,N,,MWF 1045-1140,TOH 310,"Hoy, Lise R."
C,FREN 111,B,,Beginning French I,,1.00 ,N,,MWF 1150-1245PM,TOH 310,"Hoy, Lise R."
C,FREN 111,C,,Beginning French I,,1.00 ,N,,MWF 1255-0150PM,RNS 435,"Joslin, Isaac V."
O,FREN 112,,,Beginning French II,,1.00 ,N,,MWF 0905-1000,OM 340,"Bekhechi, Amine R."
O,FREN 231,A,,Intermed French I,,1.00 ,N,,MWF 0800-0855,TOH 310,"Allen, Wendy"
C,FREN 231,B,,Intermed French I,,1.00 ,N,,MWF 0905-1000,TOH 310,"Allen, Wendy"
C,FREN 231,C,,Intermed French I,,1.00 ,N,,MWF 1255-0150PM,TOH 310,"Bekhechi, Amine R."
O,FREN 231,D,,Intermed French I,,1.00 ,N,,MWF 0200-0255PM,TOH 310,"Bekhechi, Amine R."
O,FREN 231,E,,Intermed French I,,1.00 ,N,,MWF 1150-1245PM,RNS 435,"Joslin, Isaac V."
O,FREN 232,A,,Intermed French II,,1.00 ,N,FOL-F MCG,MWF 1150-1245PM,TOH 210,"Barjasteh, Jolene"
O,FREN 232,B,,Intermed French II,,1.00 ,N,FOL-F MCG,MWF 0200-0255PM,TOH 210,"Barjasteh, Jolene"
O,FREN 251,,,Writing French,,1.00 ,N,FOL-F WRI,T 0935-1100 Th 0930-1050,TOH 310 TOH 310,"Allen, Wendy"
O,FREN 273,,,Per St:20th C Fr/Que Thea,,1.00 ,N,,T 0120-0245PM Th 0215-0335PM,TOH 310 TOH 310,"Hoy, Lise R."
C,FREN 294,,,Academic Internship,,1.00 ,Y,,,,Staff
O,FREN 298,,,IS/,,1.00 ,N,,,,Staff
C,FREN 372,,T,Top: Women Writers France,,1.00 ,N,WRI,T 1145-0110PM Th 1245-0205PM,TOH 310 TOH 310,"Barjasteh, Jolene"
C,FREN 394,,,Academic Internship,,1.00 ,Y,,,,Staff
O,FREN 398,,,IR/,,1.00 ,N,,,,Staff
C,GCON 113,A,,Greeks and Hebrews Open to Great Conversations students only.,,1.00 ,N,,MWF 1255-0150PM,RML 525,"Casson, Douglas J."
C,GCON 113,B,,Greeks and Hebrews Open to Great Conversations students only.,,1.00 ,N,,MWF 1255-0150PM,RML 420,"Grenberg, Jeanine"
C,GCON 113,C,,Greeks and Hebrews Open to Great Conversations students only.,,1.00 ,N,,MWF 1255-0150PM,RML 520,"Walter, Gregory A."
C,GCON 113,D,,Greeks and Hebrews Open to Great Conversations students only.,,1.00 ,N,,MWF 1255-0150PM,OM 110,"Ananda-Owens, Kathryn"
C,GCON 113,E,,Greeks and Hebrews Open to Great Conversations students only.,,1.00 ,N,,MWF 1255-0150PM,OM 140,"Kuxhausen, Anna"
C,GCON 113,F,,Greeks and Hebrews Open to Great Conversations students only.,,1.00 ,N,,MWF 1255-0150PM,OM 210,"Willcoxon, Jeanne I."
C,GCON 217,A,,New Forces of Secular Open to Great Conversations students only.,,1.00 ,N,ALS-L WRI,MWF 1150-1245PM,RML 525,"Cherewatuk, Karen"
C,GCON 217,B,,New Forces of Secular Open to Great Conversations students only.,,1.00 ,N,ALS-L WRI,MWF 1150-1245PM,RML 420,"Munoz-Hutchinson, Danny"
C,GCON 217,C,,New Forces of Secular Open to Great Conversations students only.,,1.00 ,N,ALS-L WRI,MWF 1150-1245PM,RML 520,"Ripley, Jason J."
C,GCON 217,D,,New Forces of Secular Open to Great Conversations students only.,,1.00 ,N,ALS-L WRI,MWF 1150-1245PM,OM 110,"Gallego, Carlos"
C,GCON 217,E,,New Forces of Secular Open to Great Conversations students only.,,1.00 ,N,ALS-L WRI,MWF 1150-1245PM,OM 140,"Wilson, Charles"
C,GCON 217,F,,New Forces of Secular Open to Great Conversations students only.,,1.00 ,N,ALS-L WRI,MWF 1150-1245PM,OM 210,"Wojick, Paul"
O,GERM 111,A,,Beginning German I,,1.00 ,N,,MWF 0800-0855,TOH 312,"Achberger, Karen R."
