St,Course #,S,L,Course Name,_,CR ,PN,GE Reqs,Meeting Time(s),Location(s),Instructor(s)
C,BIO 125,I,L,Cell Bio & Genetics Lab,,0.00 ,N,,F 0200-0430PM,RNS 255,"Fruehling, Sara E."
C,BIO 125,J,L,Cell Bio & Genetics Lab,,0.00 ,N,,W 0300-0530PM,RNS 255,"Resnick, Tamar"
C,BIO 125,K,L,Cell Bio & Genetics Lab,,0.00 ,N,,W 0600-0830PM,RNS 255,"Resnick, Tamar"
C,BIO 126,,,"Evolution and Diversity Students in Bio 126 must also register for one lab Bio 126 AL, BL, or CL.",,1.00 ,N,SED,MWF 1045-1140,RNS 150,"Freedberg, Steven"
C,BIO 126,A,L,Evolution & Diversity Lab,,0.00 ,N,,M 1255-0325PM,RNS 398,"Freedberg, Steven"
C,BIO 126,B,L,Evolution & Diversity Lab,,0.00 ,N,,T 0830-1100,RNS 398,"Freedberg, Steven"
C,BIO 126,C,L,Evolution & Diversity Lab,,0.00 ,N,,T 0120-0350PM,RNS 398,"Freedberg, Steven"
C,BIO 233,A,,"Intermediate Genetics Students in Bio 233A must also register for one lab Bio 233 AL, BL or CL.",,1.00 ,N,,MWF 0905-1000,RNS 310,"Porterfield, Jean C."
C,BIO 233,B,,"Intermediate Genetics Students in Bio 233B must also register for one lab Bio 233 DL, EL, or FL.",,1.00 ,N,,MWF 1150-1245PM,RNS 410,"Listenberger, Laura"
C,BIO 233,A,L,Intermediate Genetics Lab,,0.00 ,N,,M 1255-0355PM,RNS 394,"Porterfield, Jean C."
C,BIO 233,B,L,Intermediate Genetics Lab,,0.00 ,N,,T 0800-1100,RNS 394,"Porterfield, Jean C."
C,BIO 233,C,L,Intermediate Genetics Lab,,0.00 ,N,,T 0120-0420PM,RNS 394,"Porterfield, Jean C."
C,BIO 233,D,L,Intermediate Genetics Lab,,0.00 ,N,,W 0200-0500PM,RNS 394,"Listenberger, Laura"
C,BIO 233,E,L,Intermediate Genetics Lab,,0.00 ,N,,Th 0800-1100,RNS 394,"Listenberger, Laura"
C,BIO 233,F,L,Intermediate Genetics Lab,,0.00 ,N,,Th 0100-0400PM,RNS 394,"Listenberger, Laura"
C,BIO 243,,,"Human Anatomy & Physiol Students in Bio 243 must also register for one lab Bio 243 AL, BL, or CL.",,1.00 ,N,,MWF 0800-0855,RNS 150,"Kermott, Louis Henry"
C,BIO 243,A,L,Human Anatomy & Physiol L,,0.00 ,N,,M 0100-0400PM,RNS 254,"Kermott, Louis Henry"
C,BIO 243,B,L,Human Anatomy & Physiol L,,0.00 ,N,,T 0800-1100,RNS 254,"Kermott, Louis Henry"
C,BIO 243,C,L,Human Anatomy & Physiol L,,0.00 ,N,,T 1145-0245PM,RNS 254,"Kermott, Louis Henry"
C,BIO 247,,,Animal Physiology Students in Bio 247 must also register for one lab Bio 247 AL or BL.,,1.00 ,N,,T 0800-0925 Th 0800-0920,RNS 390 RNS 390,"Walter, Anne"
C,BIO 247,A,L,Animal Physiology Lab,,0.00 ,N,,W 0200-0500PM,RNS 250,"Walter, Anne"
C,BIO 247,B,L,Animal Physiology Lab,,0.00 ,N,,Th 1245-0345PM,RNS 250,"Walter, Anne"
O,BIO 248,,,Invertebrate Biology Students in Bio 248 must also register for one lab Bio 248 AL or BL. This course does NOT fulfill a WRI requirement.,,1.00 ,N,,MWF 0200-0255PM,RNS 290,"Anderson, Alyssa M."
O,BIO 248,A,L,Invertebrate Biology Lab,,0.00 ,N,,T 0800-1100,RNS 246,"Anderson, Alyssa M."
O,BIO 248,B,L,Invertebrate Biology Lab,,0.00 ,N,,T 0120-0420PM,RNS 246,"Anderson, Alyssa M."
O,BIO 252,,,Plant Morphology Students in Bio 252 must also register for one lab Bio 252 AL or BL.,,1.00 ,N,WRI,MWF 0800-0855,RNS 435,"Umbanhowar, Charles Jr."
O,BIO 252,A,L,Plant Morphology Lab,,0.00 ,N,,Th 0800-1100,RNS 455,"Umbanhowar, Charles Jr."
C,BIO 252,B,L,Plant Morphology Lab,,0.00 ,N,,W 0100-0400PM,RNS 455,"Umbanhowar, Charles Jr."
C,BIO 261,,,"Ecological Principles Students in Bio 261 must also register for one lab Bio 261 AL, BL, or CL.",,1.00 ,N,SED,MWF 1150-1245PM,RNS 150,"Angell, Diane K."
C,BIO 261,A,L,Ecological Principles Lab,,0.00 ,N,,M 0100-0400PM,RNS 440,"Angell, Diane K."
C,BIO 261,B,L,Ecological Principles Lab,,0.00 ,N,,T 0800-1100,RNS 440,"Angell, Diane K."
C,BIO 261,C,L,Ecological Principles Lab,,0.00 ,N,,T 0120-0420PM,RNS 440,"Angell, Diane K."
C,BIO 291,A,T,Top: Med Care in Peru Registration by invitation only.,,0.25 ,N,,F 0300-0500PM,RNS 190,"Johnson, Theodore"
C,BIO 291,B,T,Top: India,,0.25 ,N,,,,"Walter, Anne"
C,BIO 294,,,Academic Internship,,0.50 ,Y,,,,Staff
O,BIO 298,,,IS/Physiological Ecology,,1.00 ,N,WRI,,,"Freedberg, Steven"
O,BIO 298,A,,IS/Human Gross Anatomy,,1.00 ,N,,,,"Kermott, Louis Henry"
O,BIO 298,B,,IS/Human Gross Anatomy,,1.00 ,N,WRI,,,"Kermott, Louis Henry"
O,BIO 298,C,,IS/Ecology MN Rare Fishes,,1.00 ,N,,,,"Porterfield, Jean C."
O,BIO 298,D,,IS/Molecular Ecology,,1.00 ,N,WRI,,,"Freedberg, Steven"
O,BIO 298,E,,IS/Global Forest Status,,1.00 ,N,,,,"Shea, Kathleen L. Walter, Anne"
O,BIO 298,F,,IS/Indian Eco-Policy,,1.00 ,N,,,,"Walter, Anne"
C,BIO 363,,,Limnology Students in Bio 363 must also register for one lab Bio 363 AL or BL.,,1.00 ,N,SED,T 0935-1100 Th 0930-1050,RNS 435 RNS 435,"Swift, Michael"
C,BIO 363,A,L,Limnology Lab,,0.00 ,N,,W 0200-0500PM,RNS 454,"Swift, Michael"
C,BIO 363,B,L,Limnology Lab,,0.00 ,N,,Th 0215-0515PM,RNS 454,"Swift, Michael"
C,BIO 364,,,Molecular Biology Students in Bio 364 must also register for one lab Bio 364 AL or BL.,,1.00 ,N,,T 0935-1100 Th 0930-1050,RNS 390 RNS 390,"Kandl, Kimberly A."
C,BIO 364,A,L,Molecular Biology Lab,,0.00 ,N,,W 0200-0500PM,RNS 393,"Kandl, Kimberly A."
C,BIO 364,B,L,Molecular Biology Lab,,0.00 ,N,,Th 0215-0515PM,RNS 393,"Kandl, Kimberly A."
C,BIO 382,,,Immunology Students in Bio 382 must also register for one discussion Bio 382AD or BD. Open to Seniors only.,,1.00 ,N,WRI,MWF 1045-1140,RNS 290,"Johnson, Theodore"
C,BIO 382,A,D,Immunology Disc,,0.00 ,N,,T 0120-0320PM,RNS 356A,"Johnson, Theodore"
C,BIO 382,B,D,Immunology Disc,,0.00 ,N,,W 0200-0400PM,RNS 356A,"Johnson, Theodore"
C,BIO 394,,,Academic Internship,,1.00 ,Y,,,,"Book, Cynthia"
O,BIO 398,,,IR/LDH & Physical Environ,,1.00 ,N,,,,"Walter, Anne"
O,BIO 398,A,,IR/Prairie Ecology,,1.00 ,N,,,,"Angell, Diane K."
O,BIO 398,B,,IR/Enviro Impact Agricult,,1.00 ,N,WRI,,,"Shea, Kathleen L."
O,BIO 398,C,,IR/Biogeochemical Cycling,,1.00 ,N,,,,"Jackson, Paul T."
O,BIO 398,D,,IR/Alcohol and Dopamine,,1.00 ,N,,,,"Dickinson, Shelly D."
O,BIO 398,E,,IR/Golden Eagle Ecology,,1.00 ,N,WRI,,,"Angell, Diane K."
O,BIO 398,F,,IR/Turtle Genetics,,1.00 ,N,WRI,,,"Freedberg, Steven"
O,BIO 398,G,,IR/Lipid Biochemistry,,1.00 ,N,,,,"Listenberger, Laura"
O,BIO 398,H,,IR/Lipid Biochemistry,,1.00 ,N,,,,"Listenberger, Laura"
O,BIO 398,I,,IR/Biochem Research II,,1.00 ,N,WRI,,,"Cole, Eric"
O,BIO 398,J,,IR/Trans Facs and Actin,,1.00 ,N,WRI,,,"Kandl, Kimberly A."
O,BIO 398,K,,IR/Prairie Pollination,,1.00 ,N,WRI,,,"Shea, Kathleen L."
O,BIO 398,L,,IR/HIV/SIV Models & Evol,,1.00 ,N,,,,"Freedberg, Steven"
O,BIO 398,M,,IR/Invertebrate Ecology,,1.00 ,N,,,,"Anderson, Alyssa M."
O,BIO 398,N,,IR/Enzyme Kinetics,,1.00 ,N,,,,"Walter, Anne"
O,BIO 398,O,,IR/Winter Diet of Trout,,1.00 ,N,WRI,,,"Anderson, Alyssa M."
O,BMOLS 398,,,IR/,,1.00 ,N,,,,Staff
C,CH/BI 125,,,Integrated Chem/Bio I Students in CH/BI 125 must also register for lab section CH/BI 125AL or BL. Closed until first-year student registration in September.,,1.00 ,N,IST SED,MWF 0905-1000,RNS 290,"Jackson, Paul T."
C,CH/BI 125,A,L,Integrated Chem/Bio I Lab,,0.00 ,N,,Th 0800-1100,RNS 355,"Jackson, Paul T."
C,CH/BI 125,B,L,Integrated Chem/Bio I Lab,,0.00 ,N,,Th 1250-0350PM,RNS 355,"Muth, Gregory W."
C,CHEM 121,A,,General Chemistry Students registering for Chem 121 must also register for one Chem 121 lab. This course has class year limits.,,1.00 ,N,SED,MWF 1045-1140,RNS 310,"Pearson, Wesley"
C,CHEM 121,B,,General Chemistry Students registering for Chem 121 must also register for one Chem 121 lab. This course has class year limits.,,1.00 ,N,SED,MWF 1150-1245PM,RNS 310,"Pearson, Wesley"
C,CHEM 121,A,L,Gen Chemistry/Lab,,0.00 ,N,,M 0200-0500PM,RNS 355,"Gittins, Peter J."
C,CHEM 121,B,L,Gen Chemistry/Lab,,0.00 ,N,,T 0800-1100,RNS 355,"Gittins, Peter J."
C,CHEM 121,C,L,General Chemistry Lab,,0.00 ,N,,T 1145-0245PM,RNS 355,"Chojnacki, Stephen"
C,CHEM 121,D,L,General Chemistry Lab,,0.00 ,N,,T 0300-0600PM,RNS 355,"Marlier, Elodie"
C,CHEM 121,E,L,General Chemistry Lab,,0.00 ,N,,F 0100-0400PM,RNS 355,"Gittins, Peter J."
C,CHEM 125,A,,Struct Chem & Equilib Students registering for Chem 125 must also register for one Chem 125 lab. This course has class year limits.,,1.00 ,N,SED,MWF 0800-0855,RNS 390,"Marlier, Elodie"
C,CHEM 125,B,,Struct Chem & Equilib Students registering for Chem 125 must also register for one Chem 125 lab. This course has class year limits.,,1.00 ,N,SED,MWF 1045-1140,RNS 390,"Abdella, Beth"
C,CHEM 125,C,,Struct Chem & Equilib Students registering for Chem 125 must also register for one Chem 125 lab. This course has class year limits.,,1.00 ,N,SED,MWF 1150-1245PM,RNS 390,"Abdella, Beth"
C,CHEM 125,A,L,Struct Chem & Equilib Lab,,0.00 ,N,,M 0200-0500PM,RNS 350,"Klein, Jennifer C."
C,CHEM 125,B,L,Struct Chem & Equilib Lab,,0.00 ,N,,T 0800-1100,RNS 350,"Marlier, Elodie"
C,CHEM 125,C,L,Struct Chem & Equilib Lab,,0.00 ,N,,T 1145-0245PM,RNS 350,"Klein, Jennifer C."
C,CHEM 125,D,L,Struct Chem & Equilib Lab,,0.00 ,N,,T 0300-0600PM,RNS 350,"Klein, Jennifer C."
C,CHEM 125,E,L,Struct Chem & Equilib Lab,,0.00 ,N,,W 0200-0500PM,RNS 350,"Marlier, Elodie"
C,CHEM 125,F,L,Struct Chem & Equilib Lab,,0.00 ,N,,Th 0800-1100,RNS 350,"Schwinefus, Jeffrey J."
C,CHEM 247,A,,Organic Chemistry I Students in Chem 247 must also register for one Chem 253 lab.,,1.00 ,N,,MWF 0800-0855,RNS 310,"Hanson, Robert"
C,CHEM 247,B,,Organic Chemistry I Students in Chem 247 must also register for one Chem 253 lab.,,1.00 ,N,,MWF 0905-1000,RNS 390,"Kalyani, Dipannita"
C,CHEM 247,C,,Organic Chemistry I Students in Chem 247 must also register for one Chem 253 lab.,,1.00 ,N,,T 1145-0110PM Th 1245-0205PM,RNS 310 RNS 310,"Roberts, William P."
C,CHEM 253,A,L,Synthesis Lab I,,0.25 ,Y,,M 1150-0250PM,RNS 340,"Hanson, Robert"
C,CHEM 253,B,L,Synthesis Lab I,,0.25 ,Y,,M 0300-0600PM,RNS 340,"Kalyani, Dipannita"
C,CHEM 253,C,L,Synthesis Lab I,,0.25 ,Y,,T 0800-1100,RNS 340,"Roberts, William P."
C,CHEM 253,D,L,Synthesis Lab I,,0.25 ,Y,,T 1145-0245PM,RNS 340,"Hanson, Robert"
C,CHEM 253,E,L,Synthesis Lab I,,0.25 ,Y,,T 0300-0600PM,RNS 340,"Kalyani, Dipannita"
C,CHEM 253,F,L,Synthesis Lab I,,0.25 ,Y,,W 0200-0500PM,RNS 340,"Hanson, Robert"
C,CHEM 253,G,L,Synthesis Lab I,,0.25 ,Y,,Th 0800-1100,RNS 340,"Pearson, Wesley"
C,CHEM 253,H,L,Synthesis Lab I,,0.25 ,Y,,Th 1250-0350PM,RNS 340,"Kalyani, Dipannita"
C,CHEM 255,,,Analytical Chem Students in Chem 255 must also register for one Chem 256 lab.,,1.00 ,N,,T 0935-1100 Th 0930-1050,RNS 410 RNS 410,"Walczak, Mary"
C,CHEM 256,A,L,Analytical Lab,,0.25 ,Y,,M 0100-0500PM,RNS 446,"Walczak, Mary"
C,CHEM 256,B,L,Analytical Lab,,0.25 ,Y,,T 0120-0520PM,RNS 446,"Walczak, Mary"
C,CHEM 256,C,L,Analytical Lab,,0.25 ,Y,,F 0100-0500PM,RNS 446,"Walczak, Mary"
C,CHEM 294,,,Academic Internship,,1.00 ,Y,,,,Staff
O,CHEM 298,,,IS/Dendrimer Synthesis,,1.00 ,N,,,,"Gittins, Peter J."
C,CHEM 357,A,L,Physical Lab,,0.25 ,Y,WRI,T 0120-0520PM,RNS 392,"Schwinefus, Jeffrey J."
C,CHEM 357,B,L,Physical Lab,,0.25 ,Y,WRI,W 0100-0500PM,RNS 392,"Gittins, Peter J."
C,CHEM 371,,,Physical Chemistry Students in Chem 371 must also register for one Chem 357 lab.,,1.00 ,N,IST,MWF 0800-0855,RNS 290,"Schwinefus, Jeffrey J."
C,CHEM 373,,,Experimental Biochem Open only to Seniors during web registration.,,0.25 ,Y,,T 0120-0520PM,RNS 393,"Muth, Gregory W."
C,CHEM 375,,L,Advanced Lab,,0.25 ,Y,,,,"Abdella, Beth"
C,CHEM 378,A,L,Instr Analysis Lab Please note: The day and time of this lab may change.,,0.25 ,Y,,T 0120-0520PM,RNS 450,"Beussman, Douglas J."
C,CHEM 378,B,L,Instr Analysis Lab,,0.25 ,Y,,W 0100-0500PM,RNS 450,"Beussman, Douglas J."
C,CHEM 378,C,L,Instr Analysis Lab,,0.25 ,Y,,M 0100-0500PM,RNS 450,"Beussman, Douglas J."
C,CHEM 378,D,L,Instr Analysis Lab,,0.25 ,Y,,Th 0120-0520PM,RNS 450,"Beussman, Douglas J."
C,CHEM 379,A,,Biochemistry I,,1.00 ,N,IST,MWF 1150-1245PM,RNS 290,"Muth, Gregory W."
C,CHEM 379,B,,Biochemistry I,,1.00 ,N,IST,T 0935-1100 Th 0930-1050,RNS 190 RNS 190,"Klein, Jennifer C."
C,CHEM 382,,,Instrumental Analysis Students in Chem 382 must also register for one Chem 378 lab.,,1.00 ,N,,MWF 1045-1140,RNS 435,"Beussman, Douglas J."
C,CHEM 394,,,Academic Internship,,1.00 ,Y,,,,Staff
O,CHEM 398,,,IR/DNA & RNA Stability,,1.00 ,N,,,,"Schwinefus, Jeffrey J."
O,CHEM 398,A,,IR/Dendrimer Synthesis 2,,1.00 ,N,,,,"Gittins, Peter J."
O,CHEM 398,B,,IR/GC-MS of Human Scent,,1.00 ,N,,,,"Beussman, Douglas J."
O,CHEM 398,C,,IR/IRMS Fiber Analysis,,1.00 ,N,WRI,,,"Beussman, Douglas J."
O,CHEM 398,D,,IR/Food Web Stoichiometry,,1.00 ,N,,,,"Swift, Michael"
O,CHEM 398,R,,IR/TAR RNA Research,,1.00 ,N,,,,"Schwinefus, Jeffrey J."
C,CHIN 111,A,,"Beginning Chinese I Students in Chinese 111A must also register for one lab Chinese 111AL, BL or CL.",,1.00 ,N,,MWF 0905-1000,TOH 316,"Cannella, Shannon"
C,CHIN 111,B,,"Beginning Chinese I Students in Chinese 111B must also register for one lab Chinese 111AL, BL or CL.",,1.00 ,N,,MWF 1150-1245PM,TOH 316,"Cannella, Shannon"
O,CHIN 111,C,,"Beginning Chinese I Students in Chinese 111C must also register for one lab Chinese 111AL, BL or CL.",,1.00 ,N,,MWF 0200-0255PM,TOH 316,"Cannella, Shannon"
C,CHIN 111,A,L,Beginning Chinese I Lab,,0.00 ,N,,T 0800-0925,TOH 175,"Cannella, Shannon"
O,CHIN 111,B,L,Beginning Chinese I Lab,,0.00 ,N,,T 1145-0110PM,TOH 175,"Cannella, Shannon"
O,CHIN 111,C,L,Beginning Chinese I Lab,,0.00 ,N,,T 0120-0245PM,TOH 175,"Cannella, Shannon"
C,CHIN 231,A,,Intermed Chinese I Students in Chinese 231A must also register for one lab Chinese 231AL or BL.,,1.00 ,N,FOL-C,MWF 1045-1140,TOH 316,"Wan, Pin Pin"
O,CHIN 231,B,,Intermed Chinese I Students in Chinese 231B must also register for one lab Chinese 231AL or BL.,,1.00 ,N,FOL-C,MWF 1255-0150PM,TOH 316,"Wan, Pin Pin"
O,CHIN 231,A,L,Intermed Chinese I Lab,,0.00 ,N,,T 1005-1100 Th 0955-1050,TOH 316 TOH 316,"Wan, Pin Pin"
O,CHIN 231,B,L,Intermed Chinese I Lab,,0.00 ,N,,TTh 0800-0855,TOH 316,"Wan, Pin Pin"
