St,Course #,S,L,Course Name,_,CR ,PN,GE Reqs,Meeting Time(s),Location(s),Instructor(s)
O,ART 102,B,,Foundation 2-D Media This course has class year limits.,,1.00 ,N,ALS-A,MWF 0800-1000,DC 216,"Arneson, Wendell"
C,ART 102,C,,Foundation 2-D Media This course has class year limits.,,1.00 ,N,ALS-A,T 0800-1100 Th 0800-1050,DC 216 DC 216,"Saurer, John"
O,ART 103,,,Foundation 3-D Media This course has class year limits.,,1.00 ,N,ALS-A,MWF 0800-1000,DC 106,"Fisher, Kathryne"
C,ART 104,A,,Foundation New Media This course has class year limits.,,1.00 ,N,ALS-A,MWF 0800-1000,DC 100,"Alvarez, Guido"
O,ART 104,B,,Foundation New Media This course has class year limits.,,1.00 ,N,ALS-A,MWF 1045-1245PM,DC 100,"Alvarez, Guido"
O,ART 150,,,Intro/Art History I Students in Art 150 must also register for one discussion section Art 150 AL or BL. This course has class year limits.,,1.00 ,N,ALS-A MCG,MW 1045-1140,DC 305,"Thompson, Nancy M. Kucera, Karil J."
O,ART 150,A,D,Intro/Art Hist Discussion,,0.00 ,N,,F 1045-1140,DC 102,"Kucera, Karil J."
O,ART 150,B,D,Intro/Art Hist Discussion,,0.00 ,N,,F 1045-1140,DC 305,"Thompson, Nancy M."
C,ART 205,,,Photography,,1.00 ,N,ALS-A,T 1145-0245PM Th 1245-0345PM,DC 102 DC 102,"Ojala, Margaret"
C,ART 207,A,,Ceramics,,1.00 ,N,ALS-A,T 0800-1100 Th 0800-1050,DC 115 DC 115,"Gallas, Ron"
C,ART 207,B,,Ceramics,,1.00 ,N,ALS-A,T 1145-0245PM Th 1245-0345PM,DC 115 DC 115,"Gallas, Ron"
O,ART 221,,,Oil/Acrylic Painting Not open to first-year students.,,1.00 ,N,,MWF 1255-0255PM,DC 214,"Arneson, Wendell"
O,ART 227,,,Printmkg: Intaglio/Mono Not open to first-year students.,,1.00 ,N,,T 1145-0245PM Th 1245-0345PM,DC 212 DC 212,"Saurer, John"
O,ART 252,,,Art 1880-1950,,1.00 ,N,ALS-A HWC,T 0935-1100 Th 0930-1050,DC 305 DC 305,"Tradowsky, Christopher"
O,ART 254,,,Italian Renaissance,,1.00 ,N,ALS-A HWC,MWF 0905-1000,DC 305,"Thompson, Nancy M."
O,ART 261,,,World Architecture,,1.00 ,N,ALS-A,MWF 0200-0255PM,DC 305,"Rohn, Matthew"
O,ART 275,,T,Top:Art Now/Critical Iss Not open to first-year students.,,1.00 ,N,,T 0120-0245PM Th 0215-0335PM,DC 204 DC 204,"Tradowsky, Christopher"
O,ART 294,,,Academic Internship,,1.00 ,Y,,,,"Arneson, Wendell"
O,ART 298,,,IS/Historic Preservation,,1.00 ,N,,,,"Rohn, Matthew"
O,ART 298,A,,IS/Photosystems in Art,,1.00 ,N,,,,"Arneson, Wendell"
O,ART 298,B,,IS/Historic Process Photo,,1.00 ,N,,,,"Ojala, Margaret"
O,ART 298,C,,IS/Utilitarian Ceramics,,1.00 ,N,,,,"Gallas, Ron"
O,ART 298,D,,IS/Figure Ceramics,,1.00 ,N,,,,"Gallas, Ron"
O,ART 298,E,,IS/Contemp Clay Practices,,1.00 ,N,,,,"Fisher, Kathryne"
O,ART 340,,T,Topics Sem/Studio Art,,1.00 ,N,WRI,MWF 0800-1000,DC 102,"Griep, Mary"
O,ART 394,,,Academic Internship,,1.00 ,Y,,,,Staff
O,ART 398,,,IR/The Aesthetic Movement,,1.00 ,N,,,,"Thompson, Nancy M."
O,ART 398,A,,IR/Art Apprenticeship I,,1.00 ,N,,,,"Saurer, John"
O,ART 398,B,,IR/,,1.00 ,N,,,,Staff
O,ART 398,C,,IR/Multimedia Painting,,1.00 ,N,,,,"Arneson, Wendell"
O,ART 398,D,,IR/,,1.00 ,N,,,,Staff
O,AS/EC 238,,,Econ Develop in Japan,,1.00 ,N,MCG,T 0120-0245PM Th 0215-0335PM,RNS 297 RNS 297,"Dalgaard, Bruce"
O,AS/HI 250,,,Chinese Civilization,,1.00 ,N,MCG,MWF 0800-0855,HH 317,"Entenmann, Robert"
O,AS/HI 250,,F,FLC - Chinese,,0.25 ,N,,,,"Entenmann, Robert"
O,AS/HI 253,,,Modern Japan,,1.00 ,N,MCG,T 0120-0245PM Th 0215-0335PM,HH 317 HH 317,"Entenmann, Robert"
O,AS/PS 250,,,Asian Citizenships,,1.00 ,N,HBS MCG,T 0120-0245PM Th 0215-0335PM,OM 001 OM 001,"Tegtmeyer Pak, Katherine S."
C,AS/RE 254,,,Jesus on the Indian Road,,1.00 ,N,BTS-T WRI,MWF 0200-0255PM,BMC 111,"Lagerquist, L. DeAne"
C,AS/RE 289,A,,"Buddhism, Peace, Justice Prerequisite: Completion of BTS-T requirement. Open only to Seniors during web registration.",,1.00 ,N,EIN,MWF 1150-1245PM,BMC 110,"Reed, Barbara"
C,AS/RE 289,B,,"Buddhism, Peace, Justice Prerequisite: Completion of BTS-T requirement. Open only to Seniors during web registration.",,1.00 ,N,EIN,MWF 1255-0150PM,BMC 110,"Reed, Barbara"
O,ASIAN 121,,,Asian Cultures,,1.00 ,N,MCG,MWF 0200-0255PM,BMC 110,"Reed, Barbara"
X,ASIAN 156,,,Cont China Thru Film This course has been canceled.,,1.00 ,N,ALS-A MCG,T 1145-0110PM Th 1245-0205PM,OM 001 OM 001,"Wan, Pin Pin"
C,ASIAN 210,,,AsianCon1:MappingJourneys Registration for this course restricted to those students who have applied to the Asian Conversations program and been accepted into it.,,1.00 ,N,,T 1145-0110PM Th 1245-0205PM,RNS 390 RNS 390,"Kucera, Karil J."
O,ASIAN 236,,,Chinese Lit-Tr,,1.00 ,N,ALS-L MCG WRI,MWF 0200-0255PM,TB 216,"Chen, Luying"
O,ASIAN 240,,,Talking in Japan/US,,1.00 ,N,HBS MCG ORC,T 0120-0245PM Th 0215-0335PM,OM 002 OM 002,"Ito, Rika"
O,ASIAN 275,,,ID Approaches to Asia,,0.25 ,N,,M 0700-0900PM,RML 250,"MacPherson, Kristina"
O,ASIAN 298,,,IS/Women's Rights S Korea,,1.00 ,N,,,,"Kwon Dobbs, Jennifer"
C,ASIAN 397,,,"Human Rights/AsianContext Prerequisites: Asian Studies 275 and completion of BTS-T, or permission of instructor.",,1.00 ,N,EIN WRI,T 0935-1100 Th 0930-1050,HH 322 HH 322,"Tegtmeyer Pak, Katherine S."
O,ASIAN 398,,,IR/,,1.00 ,N,,,,Staff
C,BI/ES 350,,,Biogeochemistry Students in BI/ES 350 must also register for lab BI/ES 350 L.,,1.00 ,N,,T 0120-0220PM Th 0215-0405PM,RNS 435 RNS 435,"Schade, John D. Schmidt, Stephanie N."
C,BI/ES 350,,L,Biogeochemistry Lab,,0.00 ,N,,T 0230-0530PM,RNS 454,"Schade, John D. Schmidt, Stephanie N."
C,BIO 110,,,Suppl Inst Cell Biol Registration by invitation only.,,0.25 ,Y,,T 0200-0300PM Th 0215-0315PM,RNS 310 RNS 310,"McDonald, Eric"
C,BIO 123,,,"Human Biology Students in Bio 123 must also register for one lab Bio 123 AL/BL/CL.",,1.00 ,N,IST SED,T 1145-0110PM Th 1245-0205PM,RNS 210 RNS 210,"Van Wylen, David"
C,BIO 123,A,L,Human Biology Lab,,0.00 ,N,,Th 0900-1100,RNS 254,"Van Wylen, David"
C,BIO 123,B,L,Human Biology Lab,,0.00 ,N,,Th 0215-0415PM,RNS 254,"Van Wylen, David"
C,BIO 123,C,L,Human Biology Lab,,0.00 ,N,,F 0200-0400PM,RNS 254,"Van Wylen, David"
C,BIO 125,A,,"Cell Bio & Genetics Students in Bio 125A must also register for one lab Bio 125 AL, BL, or CL. This course has class year limits.",,1.00 ,N,IST SED,MWF 0800-0855,RNS 410,"Kandl, Kimberly A."
C,BIO 125,B,,"Cell Bio & Genetics Students in Bio 125B must also register for one lab Bio 125 DL, EL, or FL. This course has class year limits.",,1.00 ,N,IST SED,MWF 0905-1000,RNS 410,"Giannini, John"
C,BIO 125,C,,"Cell Bio & Genetics Students in Bio 125C must also register for one lab Bio 125 GL, HL, or IL. This course has class year limits.",,1.00 ,N,IST SED,MWF 1045-1140,RNS 410,"Cole, Eric"
C,BIO 125,D,,Cell Bio & Genetics Students in Bio 125D must also register for one lab Bio 125 JL or KL.,,1.00 ,N,IST SED,T 0935-1100 Th 0930-1050,RNS 310 RNS 310,"Bosacker, Annie L."
C,BIO 125,A,L,Cell Bio & Genetics Lab,,0.00 ,N,,T 0300-0530PM,RNS 255,"Kandl, Kimberly A."
C,BIO 125,B,L,Cell Bio & Genetics Lab,,0.00 ,N,,Th 0820-1050,RNS 255,"Kandl, Kimberly A."
C,BIO 125,C,L,Cell Bio & Genetics Lab,,0.00 ,N,,W 0300-0530PM,RNS 255,"Kandl, Kimberly A."
C,BIO 125,D,L,Cell Bio & Genetics Lab,,0.00 ,N,,M 0200-0430PM,RNS 255,"Giannini, John"
C,BIO 125,E,L,Cell Bio & Genetics Lab,,0.00 ,N,,T 0800-1030,RNS 255,"Giannini, John"
C,BIO 125,F,L,Cell Bio & Genetics Lab,,0.00 ,N,,T 1145-0215PM,RNS 255,"Giannini, John"
C,BIO 125,G,L,Cell Bio & Genetics Lab,,0.00 ,N,,Th 0330-0600PM,RNS 255,"Cole, Eric"
C,BIO 125,H,L,Cell Bio & Genetics Lab,,0.00 ,N,,Th 1245-0315PM,RNS 255,"Cole, Eric"
C,BIO 125,I,L,Cell Bio & Genetics Lab,,0.00 ,N,,F 0200-0430PM,RNS 255,"Cole, Eric"
O,BIO 125,J,L,Cell Bio & Genetics Lab,,0.00 ,N,,W 1215-0245PM,RNS 255,"Bosacker, Annie L."
C,BIO 125,K,L,Cell Bio & Genetics Lab,,0.00 ,N,,W 0600-0830PM,RNS 255,"Bosacker, Annie L."
O,BIO 126,,,"Evolution and Diversity Students in Bio 126 must also register for one lab Bio 126 AL, BL, or CL.",,1.00 ,N,SED,MWF 0800-0855,RNS 150,"Angell, Diane K."
O,BIO 126,A,L,Evolution & Diversity Lab,,0.00 ,N,,T 0800-1030,RNS 398,"Angell, Diane K."
C,BIO 126,B,L,Evolution & Diversity Lab,,0.00 ,N,,T 0120-0350PM,RNS 398,"Angell, Diane K."
O,BIO 126,C,L,Evolution & Diversity Lab,,0.00 ,N,,W 0200-0500PM,RNS 398,"Angell, Diane K."
O,BIO 233,A,,"Intermediate Genetics Students in Bio 233A must also register for one lab Bio 233 AL, BL or CL.",,1.00 ,N,,MWF 1150-1245PM,RNS 410,"Fruehling, Sara E."
C,BIO 233,B,,"Intermediate Genetics Students in Bio 233B must also register for one lab Bio 233 DL, EL, or FL.",,1.00 ,N,,MWF 0905-1000,RNS 190,"Porterfield, Jean C."
O,BIO 233,A,L,Intermediate Genetics Lab,,0.00 ,N,,W 0200-0500PM,RNS 394,"Fruehling, Sara E."
C,BIO 233,B,L,Intermediate Genetics Lab,,0.00 ,N,,Th 0800-1050,RNS 394,"Fruehling, Sara E."
O,BIO 233,C,L,Intermediate Genetics Lab,,0.00 ,N,,Th 0100-0400PM,RNS 394,"Fruehling, Sara E."
C,BIO 233,D,L,Intermediate Genetics Lab,,0.00 ,N,,T 0800-1100,RNS 394,"Porterfield, Jean C."
C,BIO 233,E,L,Intermediate Genetics Lab,,0.00 ,N,,T 0120-0420PM,RNS 394,"Porterfield, Jean C."
C,BIO 233,F,L,Intermediate Genetics Lab,,0.00 ,N,,M 1255-0355PM,RNS 394,"Porterfield, Jean C."
C,BIO 243,,,"Human Anatomy & Physiol Students in Bio 243 must also register for one lab Bio 243 AL, BL, or CL.",,1.00 ,N,,MWF 1045-1140,HH 501,"Crisp, Kevin M."
C,BIO 243,A,L,Human Anatomy & Physiol L,,0.00 ,N,,M 0200-0500PM,RNS 254,"Crisp, Kevin M."
C,BIO 243,B,L,Human Anatomy & Physiol L,,0.00 ,N,,T 0800-1100,RNS 254,"Crisp, Kevin M."
C,BIO 243,C,L,Human Anatomy & Physiol L,,0.00 ,N,,T 1145-0245PM,RNS 254,"Crisp, Kevin M."
C,BIO 247,,,Animal Physiology Students in Bio 247 must also register for one lab Bio 247 AL or BL.,,1.00 ,N,,T 0935-1100 Th 0930-1050,RNS 290 RNS 290,"Walter, Anne"
C,BIO 247,A,L,Animal Physiology Lab,,0.00 ,N,,T 0120-0420PM,RNS 250,"Walter, Anne"
C,BIO 247,B,L,Animal Physiology Lab,,0.00 ,N,,W 0200-0500PM,RNS 250,"Walter, Anne"
O,BIO 248,,,Invertebrate Biology Students in Bio 248 must also register for one lab Bio 248 AL or BL.,,1.00 ,N,WRI,T 0800-0925 Th 0800-0920,RNS 290 RNS 290,"Swift, Michael"
O,BIO 248,A,L,Invertebrate Biology Lab,,0.00 ,N,,T 0120-0420PM,RNS 246,"Swift, Michael"
O,BIO 248,B,L,Invertebrate Biology Lab,,0.00 ,N,,W 0200-0500PM,RNS 246,"Swift, Michael"
C,BIO 261,,,"Ecological Principles Students in Bio 261 must also register for one lab Bio 261 AL, BL, or CL.",,1.00 ,N,SED,MWF 1150-1245PM,RNS 310,"Schade, John D."
C,BIO 261,A,L,Ecological Principles Lab,,0.00 ,N,,M 0200-0500PM,RNS 440,"Schade, John D."
C,BIO 261,B,L,Ecological Principles Lab,,0.00 ,N,,W 0200-0500PM,RNS 440,"Schade, John D."
C,BIO 261,C,L,Ecological Principles Lab,,0.00 ,N,,Th 0800-1100,RNS 440,"Schade, John D."
C,BIO 291,A,T,Top: Med Care in Peru Registration by invitation only.,,0.25 ,N,,F 0300-0500PM,RNS 190,"Johnson, Theodore"
O,BIO 291,B,T,Top: Mol Mech of Disease,,0.25 ,N,,W 0200-0400PM,RNS 124,"Listenberger, Laura"
O,BIO 294,,,Academic Internship,,0.50 ,Y,,,,"Johnson, Theodore"
O,BIO 294,A,,Academic Internship,,0.50 ,Y,,,,"Angell, Diane K."
O,BIO 294,B,,Academic Internship,,0.50 ,Y,,,,"Porterfield, Jean C."
O,BIO 298,,,IS/Entomology,,1.00 ,N,,,,"Cole, Eric"
O,BIO 298,A,,IS/Environ/Global Health,,1.00 ,N,,,,"Angell, Diane K."
O,BIO 298,B,,IS/Midwest Wildlife Cons,,1.00 ,N,WRI,,,"Angell, Diane K."
O,BIO 298,C,,IS/Human Gross Anatomy,,1.00 ,N,,,,"Crisp, Kevin M."
O,BIO 298,D,,IS/Human Gross Anatomy,,1.00 ,N,WRI,,,"Crisp, Kevin M."
O,BIO 298,E,,IS/Invasion Ecology,,1.00 ,N,,,,"Schmidt, Stephanie N."
O,BIO 298,F,,IS/,,1.00 ,N,,,,Staff
O,BIO 315,,,Prin of Bioinformatics Students in Bio 315 must also register for lab Bio 315 L,,1.00 ,N,,MWF 0905-1000,RNS 160D,"Freedberg, Steven"
O,BIO 315,,L,Prin of Bioinform Lab,,0.00 ,N,,T 0120-0420PM,RNS 160D,"Freedberg, Steven"
O,BIO 371,,,Field Ecology Students in Bio 371 must also register for lab Bio 371 L and discussion Bio 371 D Open to Seniors and Juniors only.,,1.00 ,N,ORC WRI,T 0120-0220PM,RNS 426,"Shea, Kathleen L."
O,BIO 371,,L,Field Ecology Lab,,0.00 ,N,,T 0230-0530PM,RNS 440,"Shea, Kathleen L."
O,BIO 371,,D,Field Ecology Disc,,0.00 ,N,,Th 0215-0405PM,RNS 426,"Shea, Kathleen L."
C,BIO 382,,,Immunology Students in Bio 382 must also register for one discussion Bio 382AD or BD. Open to Seniors only.,,1.00 ,N,WRI,MWF 1045-1140,RNS 290,"Johnson, Theodore"
C,BIO 382,A,D,Immunology Disc,,0.00 ,N,,T 0120-0320PM,RNS 356A,"Johnson, Theodore"
C,BIO 382,B,D,Immunology Disc Open to Seniors only.,,0.00 ,N,,W 0200-0400PM,RNS 356A,"Johnson, Theodore"
C,BIO 391,,T,Top: Nature and Nurture,,1.00 ,N,,T 0935-1100 Th 0930-1050,RNS 390 RNS 390,"Demas, James"
O,BIO 394,,,Academic Internship,,1.00 ,Y,,,,"Crisp, Kevin M."
O,BIO 396,,,Research: Bioinformatics,,1.00 ,N,,,,"Freedberg, Steven"
O,BIO 398,,,IR/Neuropharmacology,,1.00 ,N,WRI,,,"Crisp, Kevin M."
O,BIO 398,A,,IR/Riparian Biogeochem,,1.00 ,N,WRI,,,"Schade, John D."
O,BIO 398,B,,IR/Environment & Enzymes,,1.00 ,N,,,,"Walter, Anne"
O,BIO 398,C,,IR/Forest Restoration,,1.00 ,N,,,,"Shea, Kathleen L."
O,BIO 398,D,,IR/Molecular Ecology,,1.00 ,N,WRI,,,"Freedberg, Steven"
O,BIO 398,E,,IR/Anoxic Preconditioning,,1.00 ,N,WRI,,,"Crisp, Kevin M. Van Wylen, David"
O,BIO 398,F,,IR/Yeast/Genetic/Screen,,1.00 ,N,WRI,,,"Kandl, Kimberly A."
O,BIO 398,G,,IR/Ecology MN Rare Fishes,,1.00 ,N,,,,"Porterfield, Jean C."
O,BIO 398,H,,IR/Genetic Research,,1.00 ,N,,,,"Cole, Eric"
O,BIO 398,I,,IR/Lipid Storage Research,,1.00 ,N,,,,"Listenberger, Laura"
O,BMOLS 398,,,IR/EF3-Actin Interactions,,1.00 ,N,,,,"Kandl, Kimberly A."
C,CH/BI 125,,,Integrated Chem/Bio I Students in CH/BI 125 must also register for lab section CH/BI 125AL or BL.,,1.00 ,N,IST SED,MWF 0905-1000,RNS 390,"Abdella, Beth"
C,CH/BI 125,A,L,Integrated Chem/Bio I Lab,,0.00 ,N,,Th 0800-1100,RNS 355,"Abdella, Beth"
C,CH/BI 125,B,L,Integrated Chem/Bio I Lab,,0.00 ,N,,Th 1250-0350PM,RNS 355,"Abdella, Beth"
C,CHEM 121,A,,General Chemistry Students registering for Chem 121 must also register for one Chem 121 lab. This course has class year limits.,,1.00 ,N,SED,MWF 1045-1140,RNS 150,"Walczak, Mary"
C,CHEM 121,B,,General Chemistry Students registering for Chem 121 must also register for one Chem 121 lab. This course has class year limits.,,1.00 ,N,SED,MWF 1150-1245PM,RNS 290,"Jordan, Annalisa M."
C,CHEM 121,C,,General Chemistry Students registering for Chem 121 must also register for one Chem 121 lab. This course has class year limits.,,1.00 ,N,SED,MWF 1255-0150PM,RNS 390,"Epp, Erik M."
C,CHEM 121,A,L,Gen Chemistry/Lab,,0.00 ,N,,M 0200-0500PM,RNS 355,"Walczak, Mary"
C,CHEM 121,B,L,Gen Chemistry/Lab,,0.00 ,N,,T 0800-1100,RNS 355,"Beussman, Douglas J."
C,CHEM 121,C,L,General Chemistry Lab,,0.00 ,N,,T 1145-0245PM,RNS 355,"Hanson, Robert"
C,CHEM 121,D,L,General Chemistry Lab,,0.00 ,N,,T 0300-0600PM,RNS 355,"Jordan, Annalisa M."
C,CHEM 121,E,L,General Chemistry Lab,,0.00 ,N,,Th 0300-0600PM,RNS 350,"Epp, Erik M."
C,CHEM 121,F,L,General Chemistry Lab,,0.00 ,N,,F 0200-0500PM,RNS 350,"Jordan, Annalisa M."
O,CHEM 125,A,,"Struct Chem & Equilib Students registering for Chem 125A must also register for one lab 125 AL, BL, CL, or DL. This course has class year limits.",,1.00 ,N,SED,MWF 0800-0855,RNS 390,"Gittins, Peter J."
O,CHEM 125,C,,"Struct Chem & Equilib Students registering for Chem 125C must also register for one lab 125 AL, BL, CL, or DL. This course has class year limits.",,1.00 ,N,SED,MWF 1045-1140,RNS 390,"Klein, Jennifer C."
C,CHEM 125,D,,Struct Chem & Equilib Students registering for Chem 125D must also register for one lab 125 EL or FL. This course has class year limits.,,1.00 ,N,SED,MWF 1150-1245PM,RNS 390,"Miessler, Gary"
O,CHEM 125,A,L,Struct Chem & Equilib Lab,,0.00 ,N,,M 0200-0500PM,RNS 350,"Miessler, Gary"
C,CHEM 125,B,L,Struct Chem & Equilib Lab,,0.00 ,N,,T 0800-1100,RNS 350,"Klein, Jennifer C."
C,CHEM 125,C,L,Struct Chem & Equilib Lab,,0.00 ,N,,T 1145-0245PM,RNS 350,"Klein, Jennifer C."
C,CHEM 125,D,L,Struct Chem & Equilib Lab,,0.00 ,N,,T 0300-0600PM,RNS 350,"Roberts, William P."
C,CHEM 125,E,L,Struct Chem & Equilib Lab,,0.00 ,N,,W 0200-0500PM,RNS 350,"Miessler, Gary"
C,CHEM 125,F,L,Struct Chem & Equilib Lab,,0.00 ,N,,Th 0800-1100,RNS 350,"Klein, Jennifer C."
C,CHEM 247,A,,Organic Chemistry I Students in Chem 247 must also register for one Chem 253 lab.,,1.00 ,N,,MWF 0800-0855,RNS 310,"Pearson, Wesley"
C,CHEM 247,B,,Organic Chemistry I Students in Chem 247 must also register for one Chem 253 lab.,,1.00 ,N,,MWF 0905-1000,RNS 310,"Hanson, Robert"
C,CHEM 247,C,,Organic Chemistry I Students in Chem 247 must also register for one Chem 253 lab.,,1.00 ,N,,T 1145-0110PM Th 1245-0205PM,RNS 310 RNS 310,"Roberts, William P."
C,CHEM 253,A,L,Synthesis Lab I,,0.25 ,Y,,M 1150-0250PM,RNS 340,"Pearson, Wesley"
C,CHEM 253,B,L,Synthesis Lab I,,0.25 ,Y,,M 0300-0600PM,RNS 340,"Gittins, Peter J."
C,CHEM 253,C,L,Synthesis Lab I,,0.25 ,Y,,T 0800-1100,RNS 340,"Pearson, Wesley"
C,CHEM 253,D,L,Synthesis Lab I,,0.25 ,Y,,T 1145-0245PM,RNS 340,"Pearson, Wesley"
C,CHEM 253,E,L,Synthesis Lab I,,0.25 ,Y,,T 0300-0600PM,RNS 340,"Gittins, Peter J."
C,CHEM 253,F,L,Synthesis Lab I,,0.25 ,Y,,W 0200-0500PM,RNS 340,"Hanson, Robert"
C,CHEM 253,G,L,Synthesis Lab I,,0.25 ,Y,,Th 0800-1100,RNS 340,"Roberts, William P."
C,CHEM 253,H,L,Synthesis Lab I,,0.25 ,Y,,Th 1250-0350PM,RNS 340,"Gittins, Peter J."
C,CHEM 255,,,Analytical Chem Students in Chem 255 must also register for one Chem 256 lab.,,1.00 ,N,,T 0935-1100 Th 0930-1050,RNS 410 RNS 410,"Jackson, Paul T."
C,CHEM 256,A,L,Analytical Lab,,0.25 ,Y,,M 0100-0500PM,RNS 446,"Jackson, Paul T."
C,CHEM 256,B,L,Analytical Lab,,0.25 ,Y,,T 0120-0520PM,RNS 446,"Jackson, Paul T."
C,CHEM 256,C,L,Analytical Lab,,0.25 ,Y,,W 0100-0500PM,RNS 446,"Jackson, Paul T."
O,CHEM 294,,,Academic Internship,,1.00 ,Y,,,,Staff
O,CHEM 298,,,IS/,,1.00 ,N,,,,Staff
C,CHEM 357,A,L,Physical Lab,,0.25 ,Y,WRI,T 0120-0520PM,RNS 392,"Walczak, Mary"
C,CHEM 357,B,L,Physical Lab,,0.25 ,Y,WRI,W 0100-0500PM,RNS 392,"Schwinefus, Jeffrey J."
C,CHEM 371,,,Physical Chemistry Students in Chem 371 must also register for one Chem 357 lab.,,1.00 ,N,,MWF 0800-0855,RNS 190,"Schwinefus, Jeffrey J."
C,CHEM 373,,,Experimental Biochem Open only to Seniors during web registration.,,0.25 ,Y,,T 0120-0520PM,RNS 393,"Listenberger, Laura"
O,CHEM 375,,L,Advanced Lab,,0.25 ,Y,,,,"Abdella, Beth"
C,CHEM 378,A,L,Instr Analysis Lab Please note: The day and time of this lab may change.,,0.25 ,Y,,T 0120-0520PM,RNS 450,"Beussman, Douglas J."
C,CHEM 378,B,L,Instr Analysis Lab,,0.25 ,Y,,W 0100-0500PM,RNS 450,"Beussman, Douglas J."
C,CHEM 379,,,Biochemistry I,,1.00 ,N,IST,MWF 1150-1245PM,RNS 150,"Listenberger, Laura"
C,CHEM 382,,,Instrumental Analysis,,1.00 ,N,,MWF 1045-1140,,"Beussman, Douglas J."
O,CHEM 394,,,Academic Internship,,1.00 ,Y,,,,Staff
O,CHEM 398,,,IR/ICP-OES Match Analysis,,1.00 ,N,WRI,,,"Beussman, Douglas J."
O,CHEM 398,A,,IR/Dendrimer Synthesis 2,,1.00 ,N,WRI,,,"Gittins, Peter J."
O,CHEM 398,B,,IR/Orgmetal Synthesis,,1.00 ,N,,,,"Miessler, Gary"
O,CHEM 398,C,,IR/RNA Stability,,1.00 ,N,,,,"Schwinefus, Jeffrey J."
O,CHEM 398,D,,IR/Adv. Organic Chemistry,,1.00 ,N,,,,"Gittins, Peter J."
O,CHEM 398,E,,IR/Lipid Research,,1.00 ,N,,,,"Listenberger, Laura"
O,CHEM 398,F,,IR/Microalgae & Biofuel 2,,1.00 ,N,,,,"Muth, Gregory W."
C,CHIN 111,A,,Beginning Chinese I Students in Chinese 111A must also register for one lab Chinese 111AL or BL.,,1.00 ,N,,MWF 0905-1000,OM 001,"Cannella, Shannon"
C,CHIN 111,B,,Beginning Chinese I Students in Chinese 111B must also register for one lab Chinese 111AL or BL.,,1.00 ,N,,MWF 1150-1245PM,OM 001,"Cannella, Shannon"
O,CHIN 111,C,,Beginning Chinese I,,1.00 ,N,,MWF 0905-1000,TB 227,"Chen, Luying"
O,CHIN 111,A,L,Beginning Chinese I Lab,,0.00 ,N,,T 0800-0925,OM 001,"Cannella, Shannon"
O,CHIN 111,B,L,Beginning Chinese I Lab,,0.00 ,N,,T 1145-0110PM,OM 001,"Cannella, Shannon"
O,CHIN 111,C,L,Beginning Chinese I Lab,,0.00 ,N,,T 1145-0110PM,OM 002,"Chen, Luying"
O,CHIN 231,A,,Intermed Chinese I Students in Chinese 231A must also register for one lab Chinese 231AL or BL.,,1.00 ,N,FOL-C,MWF 1045-1140,OM 001,"Wan, Pin Pin"
