St,Course #,S,L,Course Name,_,CR ,PN,GE Reqs,Meeting Time(s),Location(s),Instructor(s)
O,DANCE 131,,,Advanced Beginning Ballet,,0.25 ,N,ALS-A SPM,T 0120-0245PM Th 0215-0335PM,DC Studio 2 DC Studio 2,"Klopchin, Heather J."
O,DANCE 206,A,,Ballroom II (Men),,0.25 ,Y,ALS-A SPM,MW 0905-1000,DC Studio 1,"von Bibra, Anne"
O,DANCE 206,B,,Ballroom II (Women),,0.25 ,Y,ALS-A SPM,MW 0905-1000,DC Studio 1,"von Bibra, Anne"
O,DANCE 209,,,Intl Dance II,,0.25 ,Y,ALS-A SPM,T 0200-0255PM Th 0240-0335PM,DC Studio 3 DC Studio 3,"von Bibra, Anne"
O,DANCE 210,,,Modern Dance II,,0.50 ,N,ALS-A SPM,T 0800-0925 Th 0800-0920,DC Studio 1 DC Studio 1,"Klopchin, Heather J."
O,DANCE 211,,,Modern Dance II,,0.25 ,N,ALS-A SPM,T 0800-0925 Th 0800-0920,DC Studio 1 DC Studio 1,"Klopchin, Heather J."
O,DANCE 220,,,Ballet II,,0.50 ,N,ALS-A SPM,T 0935-1100 Th 0930-1050,DC Studio 2 DC Studio 2,"Bader, Jennifer"
O,DANCE 221,,,Ballet II,,0.25 ,N,ALS-A SPM,T 0935-1100 Th 0930-1050,DC Studio 2 DC Studio 2,"Bader, Jennifer"
O,DANCE 241,,,Movement Improvisation,,0.25 ,N,SPM,MWF 1150-1245PM,DC Studio 1,"Saterstrom, Sheryl"
O,DANCE 246,,,Dance in United States,,1.00 ,N,ALS-A MCD WRI,MWF 1255-0150PM,DC 305,"Klopchin, Heather J."
O,DANCE 250,,,Modern Dance II:Technique,,0.50 ,N,ALS-A SPM,MWF 0200-0330PM,DC Studio 2,"Roberts, Anthony"
O,DANCE 251,,,Modern Dance II:Technique,,0.25 ,N,ALS-A SPM,MWF 0200-0330PM,DC Studio 2,"Roberts, Anthony"
O,DANCE 294,,,Academic Internship,,1.00 ,Y,,,,Staff
O,DANCE 298,,,IS/,,1.00 ,N,,,,Staff
O,DANCE 301,,,Advance Body Moveable,,0.50 ,N,,T 0935-1100 Th 0930-1050,DC Studio 3 DC Studio 3,"Saterstrom, Sheryl"
O,DANCE 310,,,Modern III,,0.50 ,N,ALS-A SPM,MWF 0200-0330PM,DC Studio 1,"Roberts, Janice"
O,DANCE 311,,,Modern III,,0.25 ,N,ALS-A SPM,MWF 0200-0330PM,DC Studio 1,"Roberts, Janice"
O,DANCE 320,,,Ballet III,,0.50 ,N,ALS-A SPM,T 0800-0925 Th 0800-0920,DC Studio 2 DC Studio 2,"Bader, Jennifer"
O,DANCE 321,,,Ballet III,,0.25 ,N,ALS-A SPM,T 0800-0925 Th 0800-0920,DC Studio 2 DC Studio 2,"Bader, Jennifer"
O,DANCE 374,,,Advanced Choreography,,1.00 ,N,,T 1145-0110PM Th 1245-0205PM,DC Studio 1 DC Studio 1,"Roberts, Janice"
O,DANCE 394,,,Academic Internship,,1.00 ,Y,,,,Staff
O,DANCE 398,,,IR/,,1.00 ,N,,,,Staff
O,ECON 121,A,,Principles of Econ,,1.00 ,N,HBS,MWF 1045-1140,HH 413,"Soderlind, Steve"
O,ECON 121,B,,Principles of Econ,,1.00 ,N,HBS,MWF 1255-0150PM,HH 413,"Binder, Seth"
O,ECON 121,C,,Principles of Econ,,1.00 ,N,HBS,MWF 0905-1000,,"Judge, Rebecca"
O,ECON 121,D,,Principles of Econ,,1.00 ,N,HBS,T 1145-0110PM Th 1245-0205PM,,Staff
O,ECON 121,E,,Principles of Econ,,1.00 ,N,HBS,MWF 1255-0150PM,,"Judge, Rebecca"
O,ECON 121,F,,Principles of Econ,,1.00 ,N,HBS,T 0935-1100 Th 0930-1050,,Staff
O,ECON 222,,,Game Theory in Economics,,1.00 ,N,,MWF 0200-0255PM,TOH 210,"Becker, Anthony"
O,ECON 247,A,,History Econ Thought,,1.00 ,N,HWC,MWF 0800-0855,HH 413,"Wojick, Paul"
O,ECON 247,B,,History Econ Thought,,1.00 ,N,HWC,MWF 0905-1000,HH 413,"Wojick, Paul"
O,ECON 249,,,Urban Economics,,1.00 ,N,,MWF 0800-0855,HH 413,"Soderlind, Steve"
O,ECON 261,A,,Macroeconomic Theory,,1.00 ,N,,MWF 0905-1000,RNS 190,"Pernecky, Mark"
O,ECON 261,B,,Macroeconomic Theory,,1.00 ,N,,MWF 1045-1140,RNS 190,"Pernecky, Mark"
O,ECON 262,A,,Microeconomic Theory,,1.00 ,N,,T 0800-0925 Th 0800-0920,,"Hodgson, Ashley"
O,ECON 262,B,,Microeconomic Theory,,1.00 ,N,,T 0120-0245PM Th 0215-0335PM,,"Hodgson, Ashley"
O,ECON 294,,,Academic Internship,,1.00 ,Y,,,,Staff
O,ECON 298,,,IS/,,1.00 ,N,,,,Staff
O,ECON 371,,,Econ of Public Policy Prerequisite: Completion of BTS-T or permission of instructor. Open only to seniors during web registration.,,1.00 ,N,EIN WRI,MWF 1150-1245PM,HH 515,"Judge, Rebecca"
O,ECON 376,,,Labor Econ/Empl Rel Prerequisite: Completion of BTS-T or permission of instructor.,,1.00 ,N,EIN WRI,MWF 1255-0150PM,OM 20,"Pernecky, Mark"
O,ECON 382,,,International Econ,,1.00 ,N,WRI,T 1145-0110PM Th 1245-0205PM,HH 302 HH 302,"Pomponio, Xun"
O,ECON 394,,,Academic Internship,,1.00 ,Y,,,,Staff
O,ECON 398,,,IR/,,1.00 ,N,,,,Staff
O,ECON 398,A,,IR/,,1.00 ,N,,,,Staff
O,ECON 398,B,,IR/,,1.00 ,N,,,,Staff
O,ECON 399,A,S,Sem: Behavioral Economics,,1.00 ,N,,T 0935-1100 Th 0930-1050,OM 110 OM 110,"Hodgson, Ashley"
O,ECON 399,B,S,Sem: Welfare Economics,,1.00 ,N,WRI,MWF 0200-0255PM,,"Soderlind, Steve"
O,EDUC 231,,,Drugs & Alcohol Closed to First-Year Students.,1 ,0.00 ,Y,,Th 0700-0900PM,BMC 101,"Storry, Mark"
O,EDUC 245,,,Teach/Learn Engl Grammar Closed to first-year students.,2 ,0.50 ,N,,T 0935-1100 Th 0930-1050,TOH 214 TOH 214,"Leer, Elizabeth A."
O,EDUC 290,,,Educ Psychology Closed to First-Year Students.,,1.00 ,N,HBS,T 0800-0925 Th 0800-0920,TOH 210 TOH 210,"McClure, Robert W."
O,EDUC 291,A,,Standards/Technology Closed to First-Year Students.,2 ,0.00 ,Y,,M 0630-0830PM,HH 205,"Campbell, Heather"
O,EDUC 291,B,,Standards/Technology Closed to First-Year Students.,2 ,0.00 ,Y,,Th 0400-0600PM,HH 205,"Campbell, Heather"
O,EDUC 294,,,Academic Internship,,1.00 ,Y,,,,Staff
O,EDUC 298,,,IS/,,1.00 ,N,,,,Staff
O,EDUC 321,,,Teaching Reading 5-12,1 ,0.50 ,N,,T 0935-1100 Th 0930-1050,TOH 214 TOH 214,"Leer, Elizabeth A."
O,EDUC 330,,,Principles of Educ Open to Juniors and Seniors only.,,1.00 ,N,ORC,MWF 0905-1000,TOH 214,"Aguilar-Valdez, Jean R."
O,EDUC 334,,,Social Studies Persp,,1.00 ,N,WRI,MWF 0200-0255PM,TOH 214,"Kelly, Maria L."
O,EDUC 341,,,"Teaching of Art, K-12",,1.00 ,N,,M 0700-1000PM,,"Hauck, Karna E."
O,EDUC 345,,,Tchg of Comm Arts/Lit,,1.00 ,N,,T 1145-0110PM Th 1245-0205PM,TOH 214 TOH 214,"Leer, Elizabeth A."
O,EDUC 348,,,Assessment of ESL K-12,,1.00 ,N,,Th 0600-0900PM,TOH 214,"Tesdall, Jessica L."
O,EDUC 350,,,Tchg of Mathematics,,1.00 ,N,,T 0800-0925 Th 0800-0920,TOH 186 TOH 186,"Matsuura, Ryota"
O,EDUC 355,,,Tchg Music-Elem Schls,,1.00 ,N,,T 0120-0245PM Th 0215-0335PM,CHM 233 CHM 233,"Berger, Linda"
O,EDUC 364,,,Tchg of Science,,1.00 ,N,,MWF 0800-0855,TOH 214,Staff
O,EDUC 365,,,Tchg of Soc Studies,,1.00 ,N,,M 0700-1000PM,TOH 214,"McDonald, Sarah S."
O,EDUC 372,,,Counsel/Comm Schools Closed to First-Year Students.,,0.50 ,N,,Th 1245-0205PM,TOH 316,"Kelly, Maria L."
O,EDUC 374,,,Reading in Content Area Open to Juniors and Seniors only.,,0.50 ,N,,T 0800-0925,TOH 214,"Campbell, Heather"
O,EDUC 375,,,Differentiated Instruct,,0.50 ,N,,Th 0800-0920,TOH 214,"Campbell, Heather"
O,EDUC 381,,,Senior Seminar Educ Open to Seniors only.,,0.50 ,N,,M-F 0800-0400PM,TBA,"Lane-Getaz, Sharon"
O,EDUC 382,,,Human Relations Open to Seniors only,,0.00 ,Y,,,,"Pfarr-Baker, Rosemary A."
O,EDUC 385,,,Issues in Education Open to Seniors only.,,0.50 ,N,,M-F 0800-0400PM,TBA,"McClure, Robert W."
O,EDUC 389,,,Student Teaching Open to Seniors only.,,3.00 ,N,,M-F 0730-0400PM,,"Pfarr-Baker, Rosemary A."
O,EDUC 391,A,,Student Teach: ESL,,0.50 ,N,,,,"Pfarr-Baker, Rosemary A."
O,EDUC 391,B,,Student Teach: Social St,,0.50 ,N,,,,"Pfarr-Baker, Rosemary A."
O,EDUC 391,C,,Student Teach: Music,,0.50 ,N,,,,"Pfarr-Baker, Rosemary A."
O,EDUC 391,D,,Student Teach: English,,0.50 ,N,,,,"Pfarr-Baker, Rosemary A."
O,EDUC 394,,,Academic Internship,,1.00 ,Y,,,,Staff
O,EDUC 398,,,IR/,,1.00 ,N,,,,Staff
O,ENGL 150,,,Fund of Creative Writing This course has class year limits.,,1.00 ,N,WRI,T 1145-0110PM Th 1245-0205PM,RML 421 RML 421,"Schwehn, Kaethe"
O,ENGL 185,A,,Literary Studies Open to first-year students and sophomores only.,,1.00 ,N,ALS-L WRI,MWF 1045-1140,RML 515,"Trull, Mary E."
O,ENGL 185,B,,Literary Studies Open to first-year students and sophomores only.,,1.00 ,N,ALS-L WRI,MWF 1150-1245PM,RML 515,"Marsalek, Karen E."
O,ENGL 185,C,,Literary Studies Open to first-year students and sophomores only.,,1.00 ,N,ALS-L WRI,T 0935-1100 Th 0930-1050,RML 421 RML 421,"Holly, Carol"
O,ENGL 200,,T,Top: Lit Racial Subjectiv,,1.00 ,N,ALS-L,MWF 1045-1140,RML 421,"Gallego, Carlos"
O,ENGL 204,,,South Asian Literature,,1.00 ,N,ALS-L,T 1145-0110PM Th 1245-0205PM,RML 515 RML 515,"Mbele, Joseph L."
O,ENGL 223,,,Old & Middle English Lit,,1.00 ,N,ALS-L WRI,MWF 0905-1000,RML 421,"Cherewatuk, Karen"
O,ENGL 228,,,Romantic/Victorian/Modern,,1.00 ,N,ALS-L WRI,T 0935-1100 Th 0930-1050,RML 421 RML 421,"Postlethwaite, Diana"
O,ENGL 242,,,Children's Literature,,1.00 ,N,ALS-L,MWF 0200-0255PM,RML 525,"Titus, Mary"
O,ENGL 250,,,Eng Lang/Linguistics,,1.00 ,N,,MWF 0905-1000,RML 421,"Ito, Rika"
O,ENGL 260,,T,"Top:Art,Design & Lit 1950",,1.00 ,N,ALS-L,MWF 1150-1245PM,HH 403,"Naito, Jonathan T."
O,ENGL 266,,,Romanticism & Rock Music,,1.00 ,N,ALS-L,MWF 0800-0855,RML 515,"Allister, Mark"
O,ENGL 280,,T,Top:19th C American Novel,,1.00 ,N,ALS-L,T 1145-0110PM Th 1245-0205PM,RML 515 RML 515,"Holly, Carol"
O,ENGL 287,,,Profess/Business Writing,,1.00 ,N,WRI,MWF 1255-0150PM,RML 520,"Richards, Rebecca S."
O,ENGL 291,,,Creative Wrtg: Non-Fic,,1.00 ,N,WRI,MWF 0905-1000,RML 520,"Kwon Dobbs, Jennifer"
O,ENGL 294,,,Academic Internship,,1.00 ,Y,,,,Staff
O,ENGL 298,,,IS/,,1.00 ,N,,,,Staff
O,ENGL 2XX,,,Placeholder with ALS-L,,1.00 ,N,ALS-L,T 0800-0925 Th 0800-0920,RML 515 RML 515,Staff
O,ENGL 360,,,Literary Crit/Theory Open to juniors and seniors who have completed English 185 and at least two level-II English courses or by permission of instructor.,,1.00 ,N,,MWF 0200-0255PM,RML 515,"Gallego, Carlos"
O,ENGL 371,,,Advanced Poetry Wrtg Open to students who have taken a 200-level workshop in that genre or by permission of the instructor.,,1.00 ,N,,MWF 1150-1245PM,RML 515,"Kwon Dobbs, Jennifer"
O,ENGL 372,,,Advanced Fiction Wrtg Open to students who have taken a 200-level workshop in that genre or by permission of the instructor.,,1.00 ,N,,T 0935-1100 Th 0930-1050,,"Percy, Benjamin"
O,ENGL 380,,,Shakespeare Open to juniors and seniors who have completed English 185 and at least two level-II English courses or by permission of instructor.,,1.00 ,N,,MWF 1255-0150PM,RML 515,"Trull, Mary E."
O,ENGL 394,,,Academic Internship,,1.00 ,Y,,,,Staff
O,ENGL 398,,,IR/,,1.00 ,N,,,,Staff
O,ENGL 399,,S,Sem: West African Lit Open to juniors and seniors who have completed English 185 and at least two level-II English courses or by permission of instructor.,,1.00 ,N,,T 0120-0245PM Th 0215-0335PM,RML 520 RML 520,"Mbele, Joseph L."
O,ENVST 137,,,Intro: Enviro Studies This course has class year limits.,,1.00 ,N,IST,T 0800-0925 Th 0800-0920,RNS 210 RNS 210,"Schade, John D."
O,ENVST 222,,,"Campus Ecology This course has class-year limits. Intended for Environmental Studies majors and concentrators, but open to others as well.",,1.00 ,N,,MWF 1045-1140,HH 403,"Farrell, James"
O,ENVST 245,,,Global Climate Change First-Year Students may register only with permission of instructor.,,1.00 ,N,IST,T 0935-1100 Th 0930-1050,RNS 208 RNS 208,Staff
O,ENVST 281,A,T,Top: Sustainable Develop,,1.00 ,N,,MWF 0905-1000,RML 520,"Binder, Seth"
O,ENVST 281,B,T,Top: Sustainable Develop,,1.00 ,N,,MWF 1045-1140,RML 520,"Binder, Seth"
O,ENVST 294,,,Academic Internship,,1.00 ,Y,,,,Staff
O,ENVST 298,,,IS/,,1.00 ,N,,,,Staff
O,ENVST 381,,T,Top:Agroecology & StOGROW,,1.00 ,N,,T 0120-0245PM Th 0215-0335PM,RML 520 RML 520,"Shea, Kathleen L."
O,ENVST 394,,,Academic Internship,,1.00 ,Y,,,,Staff
O,ENVST 398,,,IR/,,1.00 ,N,,,,Staff
O,ENVST 399,,S,Sem: Environ Studies Open to Senior Enviromental Studies majors only. Environmental Studies concentrators may register only with permission of instructor.,,1.00 ,N,,MW 0100-0300PM,RNS 208,"Umbanhowar, Charles Jr."
O,ES/PS 276,,,Environmental Politics,,1.00 ,N,HBS,T 1145-0110PM Th 1245-0205PM,DC 305 DC 305,"Hofrenning, Daniel"
O,ESAC 101,,,Archery,,0.25 ,N,SPM,MWF 0800-0855,SAC_FH,"Lundin, Philip"
O,ESAC 103,A,,Golf,,0.25 ,N,SPM,F 0800-1000,Tostrud Ctr,"Stromme, David A."
O,ESAC 103,B,,Golf,,0.25 ,N,SPM,F 1200-0200PM,Tostrud Ctr,"Stromme, David A."
O,ESAC 106,A,,Rock Climbing,,0.25 ,N,SPM,MW 1045-1140,Tostrud Ctr,"Stromayer, Judith"
O,ESAC 106,B,,Rock Climbing,,0.25 ,N,SPM,TTh 0935-1030,Tostrud Ctr,"Stromayer, Judith"
O,ESAC 111,,,Basketball,,0.25 ,N,SPM,TTh 0935-1030,SAC Gym North,"Kosmoski, Daniel"
O,ESAC 117,,,Ultimate Frisbee,,0.25 ,N,SPM,MW 0200-0255PM,SAC FH,"Nesbit, Scott"
O,ESAC 118,,,Lifetime Sports and Games,,0.25 ,N,SPM,MW 1045-1140,Tostrud Ctr,"Nesbit, Scott"
O,ESAC 122,,,Lifeguard Training,,0.25 ,N,SPM,TTh 1255-0150PM,SAC_POOL,"Hauck, Robert"
O,ESAC 128,,,Fly Fishing,,0.25 ,N,SPM,TTh 1255-0150PM,SAC 112,"Nesbit, Scott"
O,ESAC 130,,,Swim Fitness,,0.25 ,N,SPM,MW 0800-0855,SAC_POOL,"Anderson, Kurt"
O,ESAC 131,,,Aerobics,,0.25 ,N,SPM,TTh 0935-1030,SAC 103,"Book, Cynthia"
O,ESAC 133,A,,Individual Fitness.50,,0.50 ,N,SPM,MWF 1045-1140,SAC 103,"Goldsworthy, William Sean"
O,ESAC 133,B,,Individual Fitness.50,,0.50 ,N,SPM,MWF 1255-0150PM,SAC 112,"Anderson, Kurt"
O,ESAC 135,,,Jogging/Running,,0.25 ,N,SPM,TTh 0935-1030,Tostrud Ctr,"Stern, Craig D."
O,ESAC 136,A,,Fitness Walking,,0.25 ,N,SPM,MW 0905-1000,Tostrud Ctr,"Kosmoski, Daniel"
O,ESAC 136,B,,Fitness Walking,,0.25 ,N,SPM,MW 1255-0150PM,Tostrud Ctr,"Kosmoski, Daniel"
O,ESAC 141,A,,Wt Training-Men,,0.25 ,N,SPM,TTh 0800-0855,TPH Wt Rm,Staff
O,ESAC 141,B,,Wt Training-Men,,0.25 ,N,SPM,TTh 0935-1030,TPH Wt Rm,Staff
O,ESAC 141,C,,Wt Training-Men,,0.25 ,N,SPM,MW 1255-0150PM,Tostrud Ctr,"Ahrar, Shahram"
O,ESAC 142,A,,Wt Training-Women,,0.25 ,N,SPM,MW 0800-0855,TPH Wt Rm,"McCarthy, Robert K."
O,ESAC 142,B,,Wt Training-Women,,0.25 ,N,SPM,MW 0905-1000,TPH Wt Rm,"McCarthy, Robert K."
O,ESAC 151,A,,Badminton,,0.25 ,N,SPM,TTh 1255-0150PM,SAC_GYM_N,"Kosmoski, Daniel"
O,ESAC 151,B,,Badminton,,0.25 ,N,SPM,MW 1045-1140,SAC N Gym,"Stromme, David A."
O,ESAC 151,C,,Badminton,,0.25 ,N,SPM,MW 0800-0855,SAC Gym North,"Stromme, David A."
O,ESAC 153,A,,Racquetball (Wmn),,0.25 ,N,SPM,TTh 0800-0855,SAC Racq Ct,"Stern, Craig D."
O,ESAC 153,B,,Racquetball (Men),,0.25 ,N,SPM,TTh 0935-1030,SAC Racq Ct,"Anderson, Kurt"
O,ESAC 157,A,,Tennis,,0.25 ,N,SPM,TTh 0800-0855,Tostrud Ctr,"Stromme, David A."
O,ESAC 157,B,,Tennis,,0.25 ,N,SPM,MW 0905-1000,Tostrud Ctr,"Stromme, David A."
O,ESAC 158,,,Intermediate Tennis,,0.25 ,N,SPM,TTh 0935-1035,Tostrud Ctr,"Nesbit, Scott"
O,ESAC 161,,,Self-Defense,,0.25 ,N,SPM,F 0800-1000,SAC Wr Rm,"Hamilton, Maya"
O,ESAC 170,,,Intercol Hockey Women,,0.25 ,N,SPM,,,"Bazzachini, John A."
O,ESAC 171,,,Intercol Skiing Men,,0.25 ,N,SPM,,,"Cook, Kevin"
O,ESAC 172,,,Intercol Skiing Women,,0.25 ,N,SPM,,,"Cook, Kevin"
O,ESAC 173,,,Intercol Baseball,,0.25 ,N,SPM,,,"McDonald, Matthew C."
O,ESAC 174,,,Intercol Basketball M,,0.25 ,N,SPM,,,"Kosmoski, Daniel"
O,ESAC 175,,,Intercol Basketball W,,0.25 ,N,SPM,,,"Stromme, David A."
O,ESAC 181,,,Intercol Hockey Men,,0.25 ,N,SPM,,,"Goldsworthy, William Sean"
O,ESAC 182,,,Intercol CC Skiing M,,0.25 ,N,SPM,,,"Cook, Kevin"
O,ESAC 183,,,Intercol CC Skiing W,,0.25 ,N,SPM,,,"Cook, Kevin"
O,ESAC 186,,,Intercol Softball,,0.25 ,N,SPM,,,"Neuger, Ruth B."
O,ESAC 187,,,Intercol Swimming M,,0.25 ,N,SPM,,,"Hauck, Robert"
O,ESAC 188,,,Intercol Swimming W,,0.25 ,N,SPM,,,"Hauck, Robert"
O,ESAC 189,,,Intercol Tennis Men,,0.25 ,N,SPM,,,"Nesbit, Scott"
O,ESAC 190,,,Intercol Tennis Women,,0.25 ,N,SPM,,,"Nesbit, Scott"
O,ESAC 191,,,Intercol Track Men,,0.25 ,N,SPM,,,"Lundin, Philip"
O,ESAC 192,,,Intercol Track Women,,0.25 ,N,SPM,,,"Gelle, Andrea J."
O,ESAC 194,,,Intercol Wrestling,,0.25 ,N,SPM,,,"Ahrar, Shahram"
O,ESTH 238,,,Intro to Coaching,2 ,0.50 ,N,,MWF 0905-1000,SAC 103,Staff
O,ESTH 255,,,Prev/Care Sport Injur Students in ESTH 255 must also register for one lab ESTH 255 AL or BL.,,1.00 ,N,,T 0800-0925 Th 0800-0920,SAC 112 SAC 112,"Hagen, Daniel"
O,ESTH 255,A,L,    Prev/Care Sport Injur Lab,,0.00 ,N,,W 1150-1245PM,SAC Tr Rm,"Hagen, Daniel"
O,ESTH 255,B,L,    Prev/Care Sport Injur Lab,,0.00 ,N,,W 1255-0150PM,SAC Tr Rm,"Hagen, Daniel"
O,ESTH 294,,,Academic Internship,,1.00 ,Y,,,,Staff
O,ESTH 298,,,IS/,,1.00 ,N,,,,Staff
O,ESTH 335,,,Coaching Practicum,,0.25 ,N,,,,"Anderson, Kurt"
O,ESTH 375,,,Physiology/Exercise Students in ESTH 375 must also register for lab ESTH 375 L. Open to Juniors and Seniors only.,,1.00 ,N,,MWF 1045-1140,SAC 103,"Daymont, Christine"
O,ESTH 375,,L,    Physiology/Exercise Lab,,0.00 ,N,,T 0800-1100,SAC 103,"Daymont, Christine"
O,ESTH 390,,,Exercise Sci Seminar Open only to seniors.,,1.00 ,N,WRI,MWF 1255-0150PM,SAC 103,"Book, Cynthia"
O,ESTH 394,,,Academic Internship,,1.00 ,Y,,,,Staff
O,ESTH 398,,,IR/,,1.00 ,N,,,,Staff
O,ESTH 398,A,,IR/,,1.00 ,N,,,,Staff
O,FAMST 242,,,Family Relationships This course has class-year limits. Not open to first-year students.,,1.00 ,N,,MWF 1045-1140,TOH 212,"Manner, Jennifer"
O,FAMST 253,,,Human Sexuality This course has class year limits. Not open to first year students.,,1.00 ,N,,T 0120-0245PM Th 0215-0335PM,HH 403 HH 403,"Manner, Jennifer"
O,FAMST 294,,,Academic Internship,,1.00 ,Y,,,,Staff
O,FAMST 298,,,IS/,,1.00 ,N,,,,Staff
O,FAMST 391,,,Sr Sem: Families in Trans Open to Senior and Junior Family Studies concentrators only.,,1.00 ,N,,T 0935-1100 Th 0930-1050,OM 310 OM 310,"Manner, Jennifer"
O,FAMST 394,,,Academic Internship,,1.00 ,Y,,,,Staff
O,FAMST 398,,,IR/,,1.00 ,N,,,,Staff
O,FILM 000,,,New Course,,1.00 ,N,,MWF 0200-0255PM M 0730-1000PM,,Staff
O,FILM 101,,,Intro to Film Studies Film screenings Monday evenings.,,1.00 ,N,ALS-A,T 0800-0925 Th 0800-0920 Th 0700-0900PM,HH 403 HH 403 HH 403,Staff
O,FREN 112,A,,Beginning French II,,1.00 ,N,,MWF 1045-1140,TOH 114,"Bekhechi, Amine R."
O,FREN 112,B,,Beginning French II,,1.00 ,N,,MWF 1150-1245PM,TOH 110,Staff
O,FREN 231,,,Intermed French I,,1.00 ,N,,MWF 0905-1000,TOH 114,"Allen, Wendy"
O,FREN 232,A,,Intermed French II,,1.00 ,N,FOL-F MCG,MWF 0905-1000,TOH 114,"Hoy, Lise R."
O,FREN 232,B,,Intermed French II,,1.00 ,N,FOL-F MCG,MWF 1255-0150PM,TOH 114,"Hoy, Lise R."
O,FREN 232,C,,Intermed French II,,1.00 ,N,FOL-F MCG,MWF 0200-0255PM,TOH 212,"Barjasteh, Jolene"
O,FREN 253,,,Intro Literary Analy,,1.00 ,N,ALS-L FOL-F,T 1145-0110PM Th 1245-0205PM,TOH 114 TOH 114,"Barjasteh, Jolene"
O,FREN 272,,,Contemporary France,,1.00 ,N,,T 0935-1100 Th 0930-1050,TOH 114 TOH 114,"Allen, Wendy"
O,FREN 294,,,Academic Internship,,1.00 ,Y,,,,Staff
O,FREN 298,,,IS/,,1.00 ,N,,,,Staff
O,FREN 372,,T,Top: Le roman maghrebin,,1.00 ,N,,T 0120-0245PM Th 0215-0335PM,TOH 112 TOH 112,"Bekhechi, Amine R."
O,FREN 394,,,Academic Internship,,1.00 ,Y,,,,Staff
O,FREN 398,,,IR/,,1.00 ,N,,,,Staff
O,FREN 398,A,,IR/,,1.00 ,N,,,,Staff
O,GCON 116,A,,Medieval Synthesis Open to Great Conversations students only.,,1.00 ,N,FYW HWC,MWF 1255-0150PM,RML 420,"Casson, Douglas J."
O,GCON 116,B,,Medieval Synthesis Open to Great Conversations students only.,,1.00 ,N,FYW HWC,MWF 1255-0150PM,RML 520,"Grenberg, Jeanine"
O,GCON 116,C,,Medieval Synthesis Open to Great Conversations students only.,,1.00 ,N,FYW HWC,MWF 1255-0150PM,RML 525,"Walter, Gregory A."
O,GCON 116,D,,Medieval Synthesis Open to Great Conversations students only.,,1.00 ,N,FYW HWC,MWF 1255-0150PM,OM 110,"Ananda-Owens, Kathryn"
O,GCON 116,E,,Medieval Synthesis Open to Great Conversations students only.,,1.00 ,N,FYW HWC,MWF 1255-0150PM,OM 140,"Kuxhausen, Anna"
O,GCON 116,F,,Medieval Synthesis Open to Great Conversations students only.,,1.00 ,N,FYW HWC,MWF 1255-0150PM,OM 210,"Willcoxon, Jeanne I."
O,GCON 218,A,,Dissenters/Defenders Open to Great Conversations students only.,,1.00 ,N,ALS-A HWC ORC WRI,MWF 1150-1245PM,HH 514,"Cherewatuk, Karen"
O,GCON 218,B,,Dissenters/Defenders Open to Great Conversations students only.,,1.00 ,N,ALS-A HWC ORC WRI,MWF 1150-1245PM,HH 515,"Munoz-Hutchinson, Danny"
O,GCON 218,C,,Dissenters/Defenders Open to Great Conversations students only.,,1.00 ,N,ALS-A HWC ORC WRI,MWF 1150-1245PM,HH 516,"Ripley, Jason J."
O,GCON 218,D,,Dissenters/Defenders Open to Great Conversations students only.,,1.00 ,N,ALS-A HWC ORC WRI,MWF 1150-1245PM,RML 420,"Gallego, Carlos"
O,GCON 218,E,,Dissenters/Defenders Open to Great Conversations students only.,,1.00 ,N,ALS-A HWC ORC WRI,MWF 1150-1245PM,RML 520,"Wilson, Charles"
O,GCON 218,F,,Dissenters/Defenders Open to Great Conversations students only.,,1.00 ,N,ALS-A HWC ORC WRI,MWF 1150-1245PM,RML 525,"Wojick, Paul"
O,GERM 111,,,Beginning German I,,1.00 ,N,,MWF 0800-0855,,"Rippley, Lavern"
O,GERM 112,A,,Beginning German II,,1.00 ,N,,MWF 0800-0855,TOH 310,"Achberger, Karen R."
O,GERM 112,B,,Beginning German II,,1.00 ,N,,MWF 1045-1140,TOH 310,"Achberger, Karen R."
O,GERM 231,,,Intermed German I,,1.00 ,N,,MWF 0905-1000,TOH 310,"Rippley, Lavern"
O,GERM 232,A,,Intermed German II,,1.00 ,N,FOL-G,T 0935-1100 Th 0930-1050,TOH 112 TOH 112,Staff
O,GERM 232,B,,Intermed German II,,1.00 ,N,FOL-G,T 1145-0110PM Th 1245-0205PM,TOH 108 TOH 108,Staff
O,GERM 294,,,Academic Internship,,1.00 ,Y,,,,Staff
O,GERM 298,,,IS/,,1.00 ,N,,,,Staff
O,GERM 394,,,Academic Internship,,1.00 ,Y,,,,Staff
O,GERM 398,,,IR/,,1.00 ,N,,,,Staff
O,GREEK 112,,,Beginning Greek II,,1.00 ,N,,MWF 0800-0855,,"May, James"
O,GREEK 253,,,New Testament Greek,,1.00 ,N,ALS-L FOL-K,MWF 0905-1000,TOH 300,"Reece, Steve T."
O,GREEK 294,,,Academic Internship,,1.00 ,Y,,,,Staff
O,GREEK 298,,,IS/,,1.00 ,N,,,,Staff
O,GREEK 370,,T,Topics in Greek Lit,,1.00 ,N,FOL-K,T 0120-0245PM Th 0215-0335PM,TOH 300 TOH 300,"Groton, Anne"
O,GREEK 394,,,Academic Internship,,1.00 ,Y,,,,Staff
