St,Course #,S,L,Course Name,_,CR ,PN,GE Reqs,Meeting Time(s),Location(s),Instructor(s)
O,ARMS 298,,,IS/,,1.00 ,N,,,,Staff
C,ARMS 394,,,Academic Internship,,1.00 ,Y,,,,Staff
O,ARMS 398,,,IR/,,1.00 ,N,,,,Staff
C,ART 102,A,,Foundation 2-D Media This course has class year limits.,,1.00 ,N,ALS-A,T 0800-1100 Th 0800-1050,DC 216 DC 216,"Saurer, John"
C,ART 102,B,,Foundation 2-D Media This course has class year limits.,,1.00 ,N,ALS-A,MWF 1255-0255PM,DC 216,"Griep, Mary"
C,ART 103,,,Foundation 3-D Media This course has class year limits.,,1.00 ,N,ALS-A,T 0800-1100 Th 0800-1050,DC 106 DC 106,"Dell, Irve"
C,ART 104,A,,Foundation New Media This course has class year limits.,,1.00 ,N,ALS-A,MWF 0800-1000,DC 100,"Alvarez, Guido"
C,ART 104,B,,Foundation New Media,,1.00 ,N,ALS-A,MWF 1045-1245PM,DC 100,"Alvarez, Guido"
C,ART 151,,,Intro/Art History II,,1.00 ,N,ALS-A HWC ORC,MW 1045-1140,DC 305,"Tradowsky, Christopher"
C,ART 151,A,D,Intro/Art Hist II Discuss,,0.00 ,N,,F 1045-1140,DC 305,"Tradowsky, Christopher"
C,ART 151,B,D,Intro/Art Hist II Discuss Students in Art 151 must also register for one discussion section Art 151 AD or BD.,,0.00 ,N,,F 1150-1245PM,CHM 232,"Tradowsky, Christopher"
C,ART 205,,,Photography,,1.00 ,N,ALS-A,T 0800-1100 Th 0800-1050,DC 102 DC 102,"Ojala, Margaret"
C,ART 222,,,Watercolor Painting,,1.00 ,N,,MWF 1045-1245PM,DC 116,"Arneson, Wendell"
C,ART 224,,,Sculpt: Metal Direct,,1.00 ,N,,T 1145-0245PM Th 1245-0345PM,DC 105 DC 105,"Dell, Irve"
C,ART 226,,,Printmkg: Relief/Litho,,1.00 ,N,,T 1145-0245PM Th 1245-0345PM,DC 212 DC 212,"Saurer, John"
C,ART 232,,,Figure Drawing,,1.00 ,N,,MWF 0800-1000,DC 216,"Griep, Mary"
O,ART 234,,,Intermediate Ceramics,,1.00 ,N,,T 1145-0245PM Th 1245-0345PM,DC 115 DC 115,"Gallas, Ron"
C,ART 238,,,Intermed Photography,,1.00 ,N,,T 1145-0245PM Th 1245-0345PM,DC 102 DC 102,"Ojala, Margaret"
C,ART 261,,,World Architecture,,1.00 ,N,ALS-A,MWF 1255-0150PM,DC 305,"Kucera, Karil J."
C,ART 263,,,Medieval Art,,1.00 ,N,ALS-A HWC,MWF 0905-1000,DC 305,"Thompson, Nancy M."
C,ART 269,,,African Art History,,1.00 ,N,ALS-A MCG WRI,MWF 0200-0255PM,DC 204,"Tradowsky, Christopher"
O,ART 275,,T,Top: Yoko Ono in Contexts,,1.00 ,N,WRI,T 0935-1100 Th 0930-1050,DC 305 DC 305,"Rohn, Matthew"
C,ART 294,,,Academic Internship,,1.00 ,Y,,,,"Dell, Irve"
O,ART 298,,,IS/Issues Native Am Art,,1.00 ,N,WRI,,,"Rohn, Matthew"
O,ART 298,A,,IS/Digital Painting,,1.00 ,N,,,,"Alvarez, Guido"
O,ART 298,B,,IS/Bookbinding,,1.00 ,N,WRI,,,"Griep, Mary"
O,ART 298,C,,IS/Advanced Photography,,1.00 ,N,,,,"Ojala, Margaret"
O,ART 298,D,,IS/Aesthetics of Ceramics,,1.00 ,N,,,,"Gallas, Ron"
O,ART 298,E,,IS/Movement Study in Oil,,1.00 ,N,,,,"Arneson, Wendell"
O,ART 298,F,,IS/The Art of Epigenetics,,1.00 ,N,WRI,,,"Porterfield, Jean C. Saurer, John"
O,ART 298,G,,IS/Tableware,,1.00 ,N,,,,"Gallas, Ron"
O,ART 298,H,,IS/Music Video Techniques,,1.00 ,N,,,,"Alvarez, Guido"
O,ART 343,,,Sr Studies/Studio Art Open to Seniors only.,,1.00 ,N,,MW 0100-0300PM M 0700-0900PM,DC 305 DC 305,"Alvarez, Guido Arneson, Wendell Saurer, John"
O,ART 350,,,Methods of Art Hist,,1.00 ,N,ORC WRI,Th 0700-1000PM,DC 204,"Rohn, Matthew"
O,ART 370,,,Issues Art Criticism The focus of this course will be on environmental art. Prerequisite: Completion of BTS-T or permission of instructor. Open only to seniors during web registration.,,1.00 ,N,EIN,T 1145-0110PM Th 1245-0205PM,DC 204 DC 204,"Rohn, Matthew"
C,ART 394,,,Academic Internship,,1.00 ,Y,,,,Staff
O,ART 398,,,IR/,,1.00 ,N,,,,Staff
C,ART 398,A,,IR/Art Apprenticeship 3,,1.00 ,N,,,,"Saurer, John"
O,AS/HI 251,,,Modern China,,1.00 ,N,MCG,MWF 0200-0255PM,HH 317,"Entenmann, Robert"
O,AS/HI 251,,F,FLC - Chinese,,0.25 ,N,,,,"Entenmann, Robert"
C,AS/HI 252,,,Japanese Civilization,,1.00 ,N,MCG,T 0935-1100 Th 0930-1050,HH 307 HH 307,"Entenmann, Robert"
C,AS/PH 251,,,Asian Philosophy,,1.00 ,N,MCG,T 0935-1100 Th 0930-1050,BMC 101 BMC 101,"Rambachan, Anantanand"
C,AS/RE 254,,,Jesus on the Indian Road,,1.00 ,N,BTS-T,MWF 0905-1000,BMC 111,"Lagerquist, L. DeAne"
O,AS/RE 256,,,Religions China/Japan,,1.00 ,N,MCG,MWF 1150-1245PM,BMC 101,"Reed, Barbara"
O,ASIAN 121,,,Asian Cultures,,1.00 ,N,MCG,MWF 0200-0255PM,TOH 212,"Dalgaard, Bruce"
O,ASIAN 201,,T,Top: Poetic Voice,,1.00 ,N,ALS-L MCG,MWF 0200-0255PM,TOH 108,"Cannella, Shannon"
C,ASIAN 220,,,AsiaCon3:InterpretJourney Registration restricted to students in the Asian Con program.,,1.00 ,N,ALS-A ALS-L HBS MCG ORC WRI,T 1145-0110PM Th 1245-0205PM,HH 317 HH 317,"Entenmann, Robert"
C,ASIAN 268,,,Chinese Calligraphy,,1.00 ,N,ALS-A MCG,T 1145-0110PM Th 1245-0205PM,HH 307 HH 307,"Wan, Pin Pin"
O,ASIAN 275,,,ID Approaches to Asia,,0.25 ,N,,M 0700-0900PM,RML 477,"MacPherson, Kristina"
C,ASIAN 294,,,Academic Internship,,1.00 ,Y,,,,Staff
O,ASIAN 298,,,IS/,,1.00 ,N,,,,Staff
C,ASIAN 394,,,Academic Internship,,1.00 ,Y,,,,Staff
C,ASIAN 397,,,Human Rights/AsianContext Prerequisite: Completion of BTS-T or permission of instructor. Open only to seniors during web registration.,,1.00 ,N,EIN WRI,T 0935-1100 Th 0930-1050,HH 403 HH 403,"Dale, J. Patrick Tegtmeyer Pak, Katherine S."
O,ASIAN 398,,,IR/Queer Speak: Japan,,1.00 ,N,WRI,,,"Hoogenboom, Tomoko"
C,BI/ES 226,,,Conservation Biology,,1.00 ,N,IST,T 0120-0245PM Th 0215-0335PM,RNS 190 RNS 190,"Deacon, Nicholas J."
C,BIO 121,,,"Biological Science Students in Bio 121 must also register for one lab Bio 121 AL, BL, or CL.",,1.00 ,N,IST SED,MWF 1150-1245PM,RNS 410,"McDonald, Eric"
C,BIO 121,A,L,Biological Science Lab,,0.00 ,N,,W 0200-0400PM,RNS 454,"McDonald, Eric"
C,BIO 121,B,L,Biological Science Lab,,0.00 ,N,,Th 0900-1100,RNS 454,"McDonald, Eric"
C,BIO 121,C,L,Biological Science Lab,,0.00 ,N,,Th 1245-0245PM,RNS 454,"McDonald, Eric"
O,BIO 126,A,,"Evolution and Diversity Students in Bio 126 A must also register for one lab Bio 126 AL, BL, or CL.",,1.00 ,N,SED,MWF 0800-0855,RNS 410,"Swift, Michael"
C,BIO 126,B,,Evolution and Diversity Students in Bio 126 B must also register for one lab Bio 126 DL or EL.,,1.00 ,N,SED,T 1145-0110PM Th 1245-0205PM,RNS 390 RNS 390,"Deacon, Nicholas J."
C,BIO 126,C,,"Evolution and Diversity Students in Bio 126 C must also register for one lab Bio 126 FL, GL, or HL.",,1.00 ,N,SED,MWF 0905-1000,RNS 410,"Angell, Diane K."
O,BIO 126,A,L,Evolution & Diversity Lab,,0.00 ,N,,M 0120-0350PM,RNS 255,"Swift, Michael"
O,BIO 126,B,L,Evolution & Diversity Lab,,0.00 ,N,,T 0830-1100,RNS 255,"Swift, Michael"
O,BIO 126,C,L,Evolution & Diversity Lab,,0.00 ,N,,T 0120-0350PM,RNS 255,"Swift, Michael"
C,BIO 126,D,L,Evolution & Diversity Lab,,0.00 ,N,,W 1150-0220PM,RNS 255,"Deacon, Nicholas J."
C,BIO 126,E,L,Evolution & Diversity Lab,,0.00 ,N,,W 0300-0530PM,RNS 255,"Deacon, Nicholas J."
C,BIO 126,F,L,Evolution & Diversity Lab,,0.00 ,N,,Th 0830-1100,RNS 255,"Angell, Diane K."
C,BIO 126,G,L,Evolution & Diversity Lab,,0.00 ,N,,Th 1245-0315PM,RNS 255,"Angell, Diane K."
C,BIO 126,H,L,Evolution & Diversity Lab,,0.00 ,N,,F 0200-0430PM,RNS 255,"Angell, Diane K."
C,BIO 231,,,"Microbiology Students in Bio 231 must also register for one lab Bio 231 AL, BL, or CL. This course has class-year limits.",,1.00 ,N,,MWF 1045-1140,RNS 410,"Johnson, Theodore"
C,BIO 231,A,L,Microbiology Lab,,0.00 ,N,,T 0120-0420PM,RNS 398,"Johnson, Theodore"
C,BIO 231,B,L,Microbiology Lab,,0.00 ,N,,W 0200-0500PM,RNS 398,"Johnson, Theodore"
C,BIO 231,C,L,Microbiology Lab,,0.00 ,N,,Th 1245-0345PM,RNS 398,"Johnson, Theodore"
C,BIO 233,A,,Intermediate Genetics Students in Bio 233 must also register for one lab Bio 233 AL or BL.,,1.00 ,N,,MWF 1045-1140,RNS 290,"Kandl, Kimberly A."
C,BIO 233,B,,Intermediate Genetics Students in Bio 233B must also register for one lab Bio 233 CL or DL.,,1.00 ,N,,MWF 1150-1245PM,RNS 190,"Listenberger, Laura"
C,BIO 233,A,L,Intermediate Genetics Lab,,0.00 ,N,,M 1255-0355PM,RNS 394,"Kandl, Kimberly A."
C,BIO 233,B,L,Intermediate Genetics Lab,,0.00 ,N,,T 0120-0420PM,RNS 394,"Kandl, Kimberly A."
C,BIO 233,C,L,Intermediate Genetics Lab,,0.00 ,N,,W 0200-0500PM,RNS 394,"Listenberger, Laura"
C,BIO 233,D,L,Intermediate Genetics Lab,,0.00 ,N,,T 0800-1100,RNS 394,"Listenberger, Laura"
O,BIO 242,,,Vertebrate Biology Students in Bio 242 must also register for one lab Bio 242 AL or BL. This course has class-year limits.,,1.00 ,N,SED,T 0800-0925 Th 0800-0920,RNS 390 RNS 390,"Freedberg, Steven"
C,BIO 242,A,L,Vertebrate Biology Lab,,0.00 ,N,,T 0120-0420PM,RNS 250,"Freedberg, Steven"
O,BIO 242,B,L,Vertebrate Biology Lab,,0.00 ,N,,Th 0120-0420PM,RNS 250,"Freedberg, Steven"
C,BIO 243,,,Human Anatomy & Physiol Students in Bio 243 must also register for one lab Bio 243 AL or BL. This course has class-year limits.,,1.00 ,N,,T 1145-0110PM Th 1245-0205PM,RNS 310 RNS 310,"Van Wylen, David"
C,BIO 243,A,L,Human Anatomy & Physiol L,,0.00 ,N,,M 0100-0400PM,RNS 254,"Van Wylen, David"
C,BIO 243,B,L,Human Anatomy & Physiol L,,0.00 ,N,,T 0800-1100,RNS 254,"Van Wylen, David"
O,BIO 251,,,Plant Physiology Students in Bio 251 must also register for one lab Bio 251 AL or BL. This course has class-year limits.,,1.00 ,N,,MWF 0905-1000,RNS 190,"Giannini, John"
O,BIO 251,A,L,Plant Physiology Lab,,0.00 ,N,,M 1255-0355PM,RNS 455,"Giannini, John"
C,BIO 251,B,L,Plant Physiology Lab,,0.00 ,N,,T 0120-0420PM,RNS 455,"Giannini, John"
C,BIO 261,,,Ecological Principles Students in Bio 261 must also register for one lab Bio 261 AL or BL.,,1.00 ,N,SED,MWF 0905-1000,RNS 290,"Shea, Kathleen L."
C,BIO 261,A,L,Ecological Principles Lab The time of this lab may change to Tuesday 1:20-4:20 p.m.,,0.00 ,N,,T 1145-0245PM,RNS 440,"Shea, Kathleen L."
C,BIO 261,B,L,Ecological Principles Lab,,0.00 ,N,,W 0200-0500PM,RNS 440,"Shea, Kathleen L."
O,BIO 266,,,Comp Vertebrate Anat Students in Bio 266 must also register for one lab Bio 266 AL or BL.,,1.00 ,N,,MWF 0800-0855,RNS 290,"Kermott, Louis Henry"
O,BIO 266,A,L,Comp Vertebrate Anat Lab,,0.00 ,N,,W 0200-0500PM,RNS 254,"Kermott, Louis Henry"
O,BIO 266,B,L,Comp Vertebrate Anat Lab,,0.00 ,N,,Th 0215-0515PM,RNS 254,"Kermott, Louis Henry"
C,BIO 291,A,T,Top: Medical Terminology Prerequisite: Permission of instructor.,,0.25 ,N,,M 0600-0800PM,SAC 103,"Book, Cynthia"
O,BIO 291,B,T,"Topics in Neuroscience Open only to seniors. Primarily for Neuroscience senior concentrators, but other seniors may also register with permission of the instructor.",,0.25 ,N,,M 0700-0900PM,RNS 226,"Dickinson, Shelly D."
O,BIO 291,C,T,Top: Exploring BioMath,,0.25 ,N,,Th 0700-0900PM,RNS 290,"McKelvey, Steven"
C,BIO 291,D,T,Top: Medical Terminology,,0.25 ,N,,,,"Giannini, John"
C,BIO 294,,,Academic Internship,,1.00 ,Y,,,,"Swift, Michael"
O,BIO 294,A,,Academic Internship,,0.50 ,Y,,,,"Angell, Diane K."
O,BIO 298,,,IS/Biology of Service,,1.00 ,N,,,,"Demas, James"
O,BIO 298,A,,IS/Oyster Life History,,1.00 ,N,WRI,,,"Cole, Eric"
O,BIO 298,B,,IS/Renal Sodium Control,,1.00 ,N,,,,"Walter, Anne"
O,BIO 298,C,,IS/Cardiophysiology,,1.00 ,N,,,,"Van Wylen, David"
O,BIO 298,D,,IS/Herbal Medicine,,1.00 ,N,,,,"Van Wylen, David"
O,BIO 298,E,,IS/Cardiophysiology,,1.00 ,N,,,,"Van Wylen, David"
O,BIO 298,F,,IS/Biology and the Divine,,1.00 ,N,,,,"Angell, Diane K."
O,BIO 298,G,,IS/Water Quality China,,1.00 ,N,,,,"Swift, Michael"
O,BIO 298,H,,IS/Cancer Biology,,1.00 ,N,,,,"Porterfield, Jean C."
O,BIO 298,I,,IS/Outdoor Env Ed Curric,,1.00 ,N,,,,"Angell, Diane K."
O,BIO 298,J,,IS/Bio Manuscript Develop,,1.00 ,N,,,,"Cole, Eric"
C,BIO 372,,,Developmental Biology Students in Bio 372 must also register for lab Bio 372 AL or BL. Open to Juniors and Seniors only.,,1.00 ,N,WRI,T 0935-1100 Th 0930-1050,RNS 390 RNS 390,"Cole, Eric"
C,BIO 372,A,L,Developmental Biology Lab,,0.00 ,N,,Th 0215-0515PM,RNS 246,"Cole, Eric"
C,BIO 372,B,L,Developmental Biology Lab,,0.00 ,N,,W 0200-0500PM,RNS 246,"Cole, Eric"
C,BIO 383,,,Evolutionary Biology Students in Bio 383 must also register for lab Bio 383 L. Open to Juniors and Seniors only.,,1.00 ,N,ORC,T 1145-0110PM Th 1245-0205PM,RNS 206 RNS 206,"Porterfield, Jean C."
C,BIO 383,,L,Evolutionary Bio Lab,,0.00 ,N,,M 0100-0400PM,RNS 393,"Porterfield, Jean C."
C,BIO 386,,,Animal Behavior Students in Bio 386 must also register for lab Bio 386 AL or BL. Open to Juniors and Seniors only.,,1.00 ,N,IST SED,T 0800-0925 Th 0800-0920,RNS 435 RNS 435,"Kermott, Louis Henry"
C,BIO 386,A,L,Animal Behavior Lab,,0.00 ,N,,M 0100-0400PM,RNS 123,"Kermott, Louis Henry"
C,BIO 386,B,L,Animal Behavior Lab,,0.00 ,N,,T 0120-0420PM,RNS 123,"Kermott, Louis Henry"
C,BIO 394,,,Academic Internship,,1.00 ,Y,,,,"Book, Cynthia"
O,BIO 398,,,IR/Lipid Biochemistry,,1.00 ,N,WRI,,,"Listenberger, Laura"
O,BIO 398,A,,IR/Gene Stream,,1.00 ,N,WRI,,,"Cole, Eric"
O,BIO 398,B,,IR/Zooplankton Taxonomy,,1.00 ,N,,,,"Swift, Michael"
O,BIO 398,C,,IR/Molecular Ecology,,1.00 ,N,,,,"Freedberg, Steven"
O,BIO 398,D,,IR/G Eagle Isotopes,,1.00 ,N,,,,"Angell, Diane K."
O,BIO 398,E,,IR/Lipid Mixture Behavior,,1.00 ,N,,,,"Walter, Anne"
O,BIO 398,F,,IR/Pearl Oyster Histology,,1.00 ,N,WRI,,,"Cole, Eric"
O,BIO 398,G,,IR/Ciliate Stoichiometry,,1.00 ,N,,,,"Cole, Eric"
O,BIO 398,H,,IR/Molecular Ecology,,1.00 ,N,WRI,,,"Freedberg, Steven"
O,BIO 398,I,,IR/eEF2-Actin Interaction,,1.00 ,N,,,,"Kandl, Kimberly A."
O,BIO 398,J,,IR/Lipid Biochemistry II,,1.00 ,N,WRI,,,"Listenberger, Laura"
O,BIO 398,K,,IR/LDH in Invertebrates,,1.00 ,N,,,,"Swift, Michael Walter, Anne"
O,BIO 398,L,,IR/Gene Stream,,1.00 ,N,WRI,,,"Cole, Eric"
O,BIO 398,M,,IR/VOC Plant Survey,,1.00 ,N,,,,"Deacon, Nicholas J."
O,BIO 398,N,,IR/Ecology of MN Fishes,,1.00 ,N,,,,"Porterfield, Jean C."
O,BIO 398,O,,IR/3DElectron TomographyB,,1.00 ,N,,,,"Cole, Eric"
O,BMOLS 201,,,Expl Biomolecular Sci,,0.25 ,Y,,Th 0700-0900PM,RNS 400,"Schwinefus, Jeffrey J."
C,BMOLS 294,,,Academic Internship,,1.00 ,Y,,,,Staff
O,BMOLS 298,,,IS/,,1.00 ,N,,,,Staff
C,BMOLS 394,,,Academic Internship,,1.00 ,Y,,,,Staff
O,BMOLS 398,,,IR/,,1.00 ,N,,,,Staff
O,CH/BI 127,,,Integrated Chem/Bio III Students in CH/BI 127 must also register for lab CH/BI 127 AL or BL. Open only to those students who have completed CH/BI 126.,,1.00 ,N,IST SED,MWF 1150-1245PM,RNS 150,"Walter, Anne"
O,CH/BI 127,A,L,Integr Chem/Bio III Lab,,0.00 ,N,,Th 0800-1100,RNS 394,"Walter, Anne"
C,CH/BI 127,B,L,Integr Chem/Bio III Lab,,0.00 ,N,,Th 1245-0345PM,RNS 394,"Walter, Anne"
C,CHEM 107,,,Forensic Sci With Lab Students must also register for lab Chem 107L.,,1.00 ,N,IST SED,MWF 1045-1140,RNS 310,"Beussman, Douglas J."
C,CHEM 107,,L,Forensic Science Lab,,0.00 ,N,,M 0200-0500PM,RNS 454,"Beussman, Douglas J."
C,CHEM 111,,,Chemistry & the World Students in Chem 111 must also register for lab Chem 111 L.,,1.00 ,N,IST SED,T 0120-0245PM Th 0215-0335PM,RNS 390 RNS 390,"Klein, Jennifer C."
C,CHEM 111,,L,Chemistry & the World Lab,,0.00 ,N,,M 0200-0500PM,RNS 355,"Klein, Jennifer C."
C,CHEM 126,A,,"Chemical Reactions Students in Chem 126A, B, C, or D must also register for one lab Chem 126 AL, BL, CL, DL, EL, FL, GL, or HL.",,1.00 ,N,SED,MWF 0800-0855,RNS 390,"Walczak, Mary"
C,CHEM 126,B,,"Chemical Reactions Students in Chem 126A, B, C, or D must also register for one lab Chem 126 AL, BL, CL, DL, EL, FL, GL, or HL.",,1.00 ,N,SED,MWF 0905-1000,RNS 390,"Walczak, Mary"
C,CHEM 126,C,,"Chemical Reactions Students in Chem 126A, B, C, or D must also register for one lab Chem 126 AL, BL, CL, DL, EL, FL, GL, or HL.",,1.00 ,N,SED,MWF 1045-1140,RNS 390,"Abdella, Beth"
C,CHEM 126,D,,"Chemical Reactions Students in Chem 126A, B, C, or D must also register for one lab Chem 126 AL, BL, CL, DL, EL, FL, GL, or HL.",,1.00 ,N,SED,MWF 1150-1245PM,RNS 390,"Abdella, Beth"
C,CHEM 126,A,L,Chem Reactions/Lab,,0.00 ,N,,M 0200-0500PM,RNS 350,"Schwinefus, Jeffrey J."
C,CHEM 126,B,L,Chem Reactions/Lab,,0.00 ,N,,T 0800-1100,RNS 350,"Marlier, Elodie"
C,CHEM 126,C,L,Chem Reactions/Lab,,0.00 ,N,,T 1145-0245PM,RNS 350,"Muth, Gregory W."
C,CHEM 126,D,L,Chem Reactions/Lab,,0.00 ,N,,T 0300-0600PM,RNS 350,"Klein, Jennifer C."
C,CHEM 126,E,L,Chemical Reactions Lab,,0.00 ,N,,W 0200-0500PM,RNS 350,"Muth, Gregory W."
C,CHEM 126,F,L,Chem Reactions/Lab,,0.00 ,N,,Th 0800-1100,RNS 350,"Marlier, Elodie"
C,CHEM 126,G,L,Chem Reactions/Lab,,0.00 ,N,,Th 1250-0350PM,RNS 350,"Gittins, Peter J."
C,CHEM 126,H,L,Chemical Reactions Lab,,0.00 ,N,,Th 0300-0600PM,RNS 355,"Muth, Gregory W."
C,CHEM 248,A,,Organic Chemistry II Students in Chem 248 must also register for one Chem 254 lab.,,1.00 ,N,,MWF 0800-0855,RNS 310,"Hanson, Robert"
C,CHEM 248,B,,Organic Chemistry II Students in Chem 248 must also register for one Chem 254 lab.,,1.00 ,N,,MWF 0905-1000,RNS 310,"Pearson, Wesley"
C,CHEM 248,C,,Organic Chemistry II Students in Chem 248 must also register for one Chem 254 lab.,,1.00 ,N,,MWF 1150-1245PM,RNS 310,"Kalyani, Dipannita"
C,CHEM 254,A,L,Synthesis Lab II,,0.25 ,Y,,M 0200-0500PM,RNS 340,"Hanson, Robert"
C,CHEM 254,B,L,Synthesis Lab II,,0.25 ,Y,,T 0800-1100,RNS 340,"Roberts, William P."
C,CHEM 254,C,L,Synthesis Lab II,,0.25 ,Y,,T 1145-0245PM,RNS 340,"Roberts, William P."
C,CHEM 254,D,L,Synthesis Lab II,,0.25 ,Y,,T 0300-0600PM,RNS 340,"Kalyani, Dipannita"
C,CHEM 254,E,L,Synthesis Lab II,,0.25 ,Y,,W 0200-0500PM,RNS 340,"Kalyani, Dipannita"
C,CHEM 254,F,L,Synthesis Lab II,,0.25 ,Y,,Th 0800-1100,RNS 340,"Pearson, Wesley"
C,CHEM 254,G,L,Synthesis Lab II,,0.25 ,Y,,Th 1250-0350PM,RNS 340,"Hanson, Robert"
C,CHEM 255,,,Analytical Chem Students in Chem 255 must also register for Chem 256 AL or BL.,,1.00 ,N,,T 0935-1100 Th 0930-1050,RNS 310 RNS 310,"Beussman, Douglas J."
C,CHEM 256,A,L,Analytical Lab,,0.25 ,Y,,T 0120-0520PM,RNS 446,"Beussman, Douglas J."
C,CHEM 256,B,L,Analytical Lab,,0.25 ,Y,,W 0100-0500PM,RNS 446,"Beussman, Douglas J."
C,CHEM 294,,,Academic Internship,,1.00 ,Y,,,,Staff
O,CHEM 298,,,IS/Malaria,,1.00 ,N,WRI,,,"Muth, Gregory W."
O,CHEM 298,A,,IS/Organic Synthesis,,1.00 ,N,,,,"Kalyani, Dipannita"
O,CHEM 298,B,,IS/Novel Metal Catalysis,,1.00 ,N,,,,"Kalyani, Dipannita"
O,CHEM 298,C,,IS/Lipid Biochemistry,,1.00 ,N,,,,"Listenberger, Laura"
O,CHEM 298,D,,IS/,,1.00 ,N,,,,Staff
C,CHEM 357,A,L,Physical Lab,,0.25 ,Y,WRI,M 0100-0500PM,RNS 392,"Gittins, Peter J."
C,CHEM 357,B,L,Physical Lab,,0.25 ,Y,WRI,T 1145-0345PM,RNS 392,"Gittins, Peter J."
C,CHEM 357,C,L,Physical Lab,,0.25 ,Y,WRI,W 0100-0500PM,RNS 392,"Gittins, Peter J."
C,CHEM 371,,,"Physical Chemistry Students in Chem 371 must also register for Chem 357 AL, BL, or CL.",,1.00 ,N,IST,MWF 0905-1000,RNS 210,"Gittins, Peter J."
C,CHEM 373,,,Experimental Biochem,,0.25 ,Y,,T 0120-0520PM,,"Listenberger, Laura"
C,CHEM 374,,L,Adv Synthesis Lab,,0.25 ,Y,,Th 0100-0500PM,,"Kalyani, Dipannita"
C,CHEM 375,A,L,Advanced Lab Inorganic Chemistry lab.,,0.25 ,Y,,T 0120-0520PM,,"Marlier, Elodie"
C,CHEM 375,B,L,Advanced Lab,,0.25 ,Y,,,,"Abdella, Beth"
C,CHEM 379,,,Biochemistry I,,1.00 ,N,IST,MWF 1150-1245PM,RNS 290,"Muth, Gregory W."
C,CHEM 385,,,Biochemistry II,,1.00 ,N,WRI,MWF 1045-1140,RNS 435,"Klein, Jennifer C."
C,CHEM 386,,,Adv Inorganic Chem,,1.00 ,N,,MWF 1150-1245PM,RNS 435,"Marlier, Elodie"
C,CHEM 390,,S,Sem: Lit of Chemistry This course open to seniors only.,,0.25 ,Y,,M 0700-0900PM,RNS 316,"Marlier, Elodie"
C,CHEM 391,,T,Top:Biophysical Chemistry,,1.00 ,N,,T 0800-0925 Th 0800-0920,RNS 124 RNS 124,"Schwinefus, Jeffrey J."
C,CHEM 394,,,Academic Internship,,1.00 ,Y,,,,Staff
O,CHEM 398,,,IR/Adv Organomet Synth,,1.00 ,N,,,,"Marlier, Elodie"
O,CHEM 398,A,,IR/Artificial Enzymes,,1.00 ,N,,,,"Gittins, Peter J."
O,CHEM 398,B,,IR/GC-MS of Human Scent,,1.00 ,N,,,,"Beussman, Douglas J."
O,CHEM 398,C,,IR/Organomet Synthesis,,1.00 ,N,,,,"Beussman, Douglas J."
