St,Course #,S,L,Course Name,_,CR ,PN,GE Reqs,Meeting Time(s),Location(s),Instructor(s)
C,CHIN 112,A,,"Beginning Chinese II Students in Chin 112A must also register for one lab Chin 112 AL, BL, or CL.",,1.00 ,N,,MWF 0905-1000,TOH 316,"Chen, Luying"
O,CHIN 112,B,,"Beginning Chinese II Students in Chin 112B must also register for one lab Chin 112 AL, BL, or CL.",,1.00 ,N,,MWF 1150-1245PM,TOH 316,"Chen, Luying"
O,CHIN 112,C,,"Beginning Chinese II Students in Chin 112C must also register for one lab Chin 112 AL, BL, or CL.",,1.00 ,N,,MWF 0200-0255PM,TOH 316,"Chen, Luying"
O,CHIN 112,A,L,Beginning Chinese II Lab,,0.00 ,N,,T 0800-0925,RML WLC,"Chen, Luying"
C,CHIN 112,B,L,Beginning Chinese II Lab,,0.00 ,N,,T 1145-0110PM,RML WLC,"Chen, Luying"
O,CHIN 112,C,L,Beginning Chinese II Lab,,0.00 ,N,,T 0120-0245PM,RML WLC,"Chen, Luying"
O,CHIN 232,A,,Intermed Chinese II Students in Chinese 232A must also register for one lab Chinese 232AL or BL.,,1.00 ,N,FOL-C,MWF 1045-1140,TOH 316,"Wan, Pin Pin"
O,CHIN 232,B,,Intermed Chinese II Students in Chinese 232B must also register for one lab Chinese 232AL or BL.,,1.00 ,N,FOL-C,MWF 1255-0150PM,TOH 316,"Wan, Pin Pin"
O,CHIN 232,A,L,Intermed Chinese II Lab,,0.00 ,N,,T 1005-1100 Th 0955-1050,TOH 314 TOH 314,"Wan, Pin Pin"
O,CHIN 232,B,L,Intermed Chinese II Lab,,0.00 ,N,,TTh 0800-0855,TOH 314,"Wan, Pin Pin"
O,CHIN 252,,,Advanced Chinese II,,1.00 ,N,FOL-C,MWF 1255-0150PM,TOH 300,"Cannella, Shannon"
C,CHIN 294,,,Academic Internship,,1.00 ,Y,,,,Staff
O,CHIN 298,,,IS/,,1.00 ,N,,,,Staff
O,CHIN 300,,,Top: History & Literature,,1.00 ,N,,T 0800-0925 Th 0800-0920,TOH 300 TOH 300,"Bodman, Richard"
C,CHIN 394,,,Academic Internship,,1.00 ,Y,,,,Staff
O,CHIN 398,,,IR/,,1.00 ,N,,,,Staff
O,CLASS 244,,,Golden Age of Rome-Tr,,1.00 ,N,ALS-L HWC,T 1145-0110PM Th 1245-0205PM,RNS 190 RNS 190,"Myer, Lawrence J."
C,CLASS 294,,,Academic Internship,,1.00 ,Y,,,,Staff
O,CLASS 298,,,IS/,,1.00 ,N,,,,Staff
C,CLASS 394,,,Academic Internship,,1.00 ,Y,,,,Staff
O,CLASS 398,,,IR/,,1.00 ,N,,,,Staff
O,CSCI 121,A,,Principles Comp Sci Focuses on science and mathematics applications.,,1.00 ,N,AQR,MWF 1150-1245PM,RNS 203,"Allen, Richard"
X,CSCI 121,B,,Principles Comp Sci,,1.00 ,N,AQR,,,"McKelvey, Steven"
O,CSCI 251,,,Software Design,,1.00 ,N,,MWF 0200-0255PM,RNS 203,"Brown, Richard"
C,CSCI 252,A,L,Software Design/Lab,,0.25 ,N,,W 0300-0500PM,RNS 202,"Brown, Richard"
O,CSCI 252,B,L,Software Design/Lab,,0.25 ,N,,Th 0330-0530PM,RNS 202,"Brown, Richard"
O,CSCI 263,,,Ethical ISS: Software Prerequisite: Completion of BTS-T requirement. This course has class year limits.,,1.00 ,N,EIN ORC,MWF 0200-0255PM,RNS 190,"Huff, Charles"
C,CSCI 294,,,Academic Internship,,1.00 ,Y,,,,Staff
O,CSCI 298,,,IS/Real-Time 3D Graphics,,1.00 ,N,,,,"Allen, Richard"
O,CSCI 333,,,Theory of Computation,,1.00 ,N,,T 0935-1100 Th 0930-1050,RNS 203 RNS 203,"McKelvey, Steven"
O,CSCI 336,,,Logic Programming,,1.00 ,N,,MWF 1255-0150PM,RNS 203,"Allen, Richard"
C,CSCI 394,,,Academic Internship,,1.00 ,Y,,,,Staff
O,CSCI 398,,,IR/Startup Creation,,1.00 ,N,,,,"Allen, Richard"
C,DANCE 106,A,,Ballroom I (Men),,0.25 ,Y,ALS-A SPM,T 1005-1100 Th 0955-1050,DC Studio 1 DC Studio 1,"von Bibra, Anne"
C,DANCE 106,B,,Ballroom I (Women),,0.25 ,Y,ALS-A SPM,T 1005-1100 Th 0955-1050,DC Studio 1 DC Studio 1,"von Bibra, Anne"
O,DANCE 109,,,Intl Dance I,,0.25 ,Y,ALS-A SPM,T 1150-1245PM Th 1245-0140PM,DC Studio 1 DC Studio 1,"von Bibra, Anne"
C,DANCE 111,A,,Modern Dance I,,0.25 ,Y,ALS-A SPM,MW 1045-1140,DC Studio 1,"Saterstrom, Sheryl"
C,DANCE 111,B,,Modern Dance I (.25),,0.25 ,Y,ALS-A SPM,MW 1150-1245PM,DC Studio 1,"Roberts, Anthony"
C,DANCE 111,C,,Modern Dance I,,0.25 ,Y,ALS-A SPM,T 1150-1245PM Th 1245-0140PM,DC Studio 2 DC Studio 2,"Roberts, Anthony"
C,DANCE 121,,,Ballet I,,0.25 ,Y,ALS-A SPM,T 1005-1100 Th 0955-1050,DC Studio 2 DC Studio 2,"Ahlgren, Berit C."
O,DANCE 206,A,,Ballroom II (Men),,0.25 ,Y,ALS-A SPM,T 0200-0255PM Th 0240-0335PM,DC Studio 1 DC Studio 1,"von Bibra, Anne"
C,DANCE 206,B,,Ballroom II (Women),,0.25 ,Y,ALS-A SPM,T 0200-0255PM Th 0240-0335PM,DC Studio 1 DC Studio 1,"von Bibra, Anne"
O,DANCE 210,A,,Modern Dance II,,0.50 ,N,ALS-A SPM,MW 0200-0330PM,DC Studio 2,"Roberts, Anthony"
O,DANCE 210,B,,Modern Dance II,,0.50 ,N,ALS-A SPM,T 0800-0925 Th 0800-0920,DC Studio 1 DC Studio 1,"Klopchin, Heather J."
O,DANCE 211,A,,Modern Dance II,,0.25 ,N,ALS-A SPM,MW 0200-0330PM,DC Studio 2,"Roberts, Anthony"
C,DANCE 211,B,,Modern Dance II,,0.25 ,N,ALS-A SPM,T 0800-0925 Th 0800-0920,DC Studio 1 DC Studio 1,"Klopchin, Heather J."
C,DANCE 212,,,Articulate Body,,0.50 ,N,,MWF 1150-1245PM,DC Studio 3,"Saterstrom, Sheryl"
O,DANCE 220,,,Ballet II,,0.50 ,N,ALS-A SPM,T 0120-0245PM Th 0215-0335PM,DC Studio 2 DC Studio 2,"Bader, Jennifer"
C,DANCE 221,,,Ballet II,,0.25 ,N,ALS-A SPM,T 0120-0245PM Th 0215-0335PM,DC Studio 2 DC Studio 2,"Bader, Jennifer"
C,DANCE 232,,,Movement Analysis First-years may register with permission of instructor.,,1.00 ,N,ALS-A ORC WRI,MWF 0905-1000,DC Studio 1,"Bauer, Susan"
O,DANCE 246,,,Dance in United States Prerequisite: Completion of Dance 100.,,1.00 ,N,ALS-A MCD WRI,MWF 1255-0150PM,DC 305,"Klopchin, Heather J."
C,DANCE 294,,,Academic Internship,,1.00 ,Y,,,,Staff
O,DANCE 298,,,IS/,,1.00 ,N,,,,Staff
C,DANCE 301,,,Advance Body Moveable,,0.50 ,N,,T 1145-0110PM Th 1245-0205PM,DC Studio 3 DC Studio 3,"Saterstrom, Sheryl"
O,DANCE 310,,,Modern III,,0.50 ,N,ALS-A SPM,MWF 0200-0330PM,DC Studio 1,"Klopchin, Heather J."
C,DANCE 311,,,Modern III,,0.25 ,N,ALS-A SPM,MWF 0200-0330PM,DC Studio 1,"Klopchin, Heather J."
O,DANCE 320,,,Ballet III,,0.50 ,N,ALS-A SPM,T 0800-0925 Th 0800-0920,DC Studio 2 DC Studio 2,"Bader, Jennifer"
O,DANCE 321,,,Ballet III,,0.25 ,N,ALS-A SPM,T 0800-0925 Th 0800-0920,DC Studio 2 DC Studio 2,"Bader, Jennifer"
C,DANCE 394,,,Academic Internship,,1.00 ,Y,,,,Staff
O,DANCE 398,,,IR/Choreography Studies,,1.00 ,N,,,,"Roberts, Janice"
C,ECON 121,A,,Principles of Econ,,1.00 ,N,HBS,MWF 1255-0150PM,HH 413,"Becker, Anthony"
C,ECON 121,B,,Principles of Econ,,1.00 ,N,HBS,T 0935-1100 Th 0930-1050,HH 413 HH 413,"Schodt, David"
O,ECON 121,C,,Principles of Econ,,1.00 ,N,HBS,MWF 0200-0255PM,HH 413,"Becker, Anthony"
C,ECON 121,D,,Principles of Econ,,1.00 ,N,HBS,T 1145-0110PM Th 1245-0205PM,HH 413 HH 413,"Wambheim, Bruce"
C,ECON 121,E,,Principles of Econ,,1.00 ,N,HBS,T 0800-0925 Th 0800-0920,HH 413 HH 413,"Wambheim, Bruce"
C,ECON 243,,,Economic Development,,1.00 ,N,MCG WRI,T 0120-0245PM Th 0215-0335PM,RNS 310 RNS 310,"Schodt, David"
C,ECON 244,,,"Bus, Govt & Marketpl",,1.00 ,N,,MWF 1045-1140,HH 413,"Becker, Anthony"
C,ECON 245,,,Health Care Econ,,1.00 ,N,HBS,MWF 1150-1245PM,HH 413,"Emery, Edward David"
C,ECON 247,,,History Econ Thought,,1.00 ,N,HWC,MWF 1045-1140,TOH 110,"Soderlind, Steve"
C,ECON 249,,,Urban Economics,,1.00 ,N,,MWF 0800-0855,TOH 108,"Soderlind, Steve"
C,ECON 261,A,,Macroeconomic Theory,,1.00 ,N,,MWF 0905-1000,HH 413,"Wojick, Paul"
O,ECON 261,B,,Macroeconomic Theory,,1.00 ,N,,MWF 0800-0855,HH 413,"Wojick, Paul"
C,ECON 262,A,,Microeconomic Theory,,1.00 ,N,,MWF 0800-0855,HH 317,"Emery, Edward David"
C,ECON 262,B,,Microeconomic Theory,,1.00 ,N,,MWF 0905-1000,HH 317,"Emery, Edward David"
C,ECON 294,,,Academic Internship,,1.00 ,Y,,,,Staff
O,ECON 294,A,,Academic Internship,,0.50 ,Y,,,,"Pomponio, Xun"
O,ECON 298,,,IS/,,1.00 ,N,,,,Staff
O,ECON 298,A,,IS/Applied Econometrics,,1.00 ,N,,,,"Becker, Anthony"
O,ECON 298,B,,IS/Behavioral Economics,,1.00 ,N,,,,"Soderlind, Steve"
O,ECON 298,C,,IS/Market Evaluation,,1.00 ,N,,,,"Wojick, Paul"
O,ECON 298,D,,IS/Finance Crisis: Europe,,1.00 ,N,,,,"Pomponio, Xun"
O,ECON 298,E,,IS/Health Behaviors,,1.00 ,N,,,,"Soderlind, Steve"
O,ECON 298,F,,IS/Sports Economics,,1.00 ,N,,,,"Wojick, Paul"
O,ECON 298,G,,IS/Applied Econometrics,,1.00 ,N,,,,"Becker, Anthony"
O,ECON 371,A,,Econ of Public Policy Open only to Seniors during web registration.,,1.00 ,N,EIN WRI,T 0935-1100 Th 0930-1050,HH 302 HH 302,"Judge, Rebecca"
C,ECON 371,B,,Econ of Public Policy Open only to Seniors during web registration.,,1.00 ,N,EIN WRI,T 1145-0110PM Th 1245-0205PM,HH 302 HH 302,"Judge, Rebecca"
C,ECON 374,,,Money and Banking,,1.00 ,N,WRI,MWF 1255-0150PM,RNS 290,"Wojick, Paul"
C,ECON 382,,,International Econ,,1.00 ,N,WRI,MWF 1150-1245PM,RNS 206,"Pomponio, Xun"
C,ECON 394,,,Academic Internship,,1.00 ,Y,,,,Staff
O,ECON 398,,,IR/Macro-econometrics,,1.00 ,N,,,,"Becker, Anthony"
O,ECON 398,A,,IR/Math of Finance,,1.00 ,N,,,,"Wojick, Paul"
C,EDUC 231,,,Drugs & Alcohol Closed to First-Year Students.,1 ,0.00 ,Y,,Th 0700-0900PM,TOH 210,"Storry, Mark"
C,EDUC 245,,,Teach/Learn Engl Grammar Closed to first-year students.,2 ,0.50 ,N,,T 0800-0925 Th 0800-0920,TOH 212 TOH 212,"Hoffmann, Kathryn A."
O,EDUC 290,A,,Educ Psychology Closed to First-Year Students.,,1.00 ,N,HBS WRI,MWF 1045-1140,TOH 210,"Welckle, John"
C,EDUC 290,B,,Educ Psychology Closed to First-Year Students.,,1.00 ,N,HBS WRI,T 0800-0925 Th 0800-0920,TOH 210 TOH 210,"McClure, Robert W."
O,EDUC 291,A,,"Standards/Technology Closed to First-Year Students. Class will meet April 6, April 20, May 4",2 ,0.00 ,Y,,M 0630-0830PM,TOH 275,"McDonald, Eric"
O,EDUC 291,B,,"Standards/Technology Closed to First-Year Students. Class will meet April 2, April 16, April 30",2 ,0.00 ,Y,,Th 0400-0600PM,TOH 275,"McDonald, Eric"
C,EDUC 294,,,Academic Internship,,0.50 ,Y,,,,"McClure, Robert W."
O,EDUC 298,,,IS/Education in the U.S.,,1.00 ,N,,,,"Kelly, Maria L."
O,EDUC 298,A,,IS/Reading/Diff Instruct,,1.00 ,N,,,,"Campbell, Heather"
O,EDUC 321,,,Teaching Reading 5-12 Open to Juniors and Seniors only.,1 ,0.50 ,N,,T 0800-0925 Th 0800-0920,TOH 212 TOH 212,"Hoffmann, Kathryn A."
O,EDUC 330,,,Principles of Educ Open to Juniors and Seniors only.,,1.00 ,N,ORC,MWF 0905-1000,TOH 214,"Kelly, Maria L."
O,EDUC 334,,,Social Studies Persp,,1.00 ,N,WRI,MWF 0200-0255PM,TOH 210,"Welckle, John"
X,EDUC 341,,,"Teaching of Art, K-12",,1.00 ,N,,T 1145-0110PM Th 1245-0205PM,TBA TBA,"Hauck, Karna E."
O,EDUC 342,,,Teaching of Dance K-12,,1.00 ,N,,,,"Saterstrom, Sheryl"
O,EDUC 345,,,Tchg of Comm Arts/Lit,,1.00 ,N,,T 1145-0110PM Th 1245-0205PM,TOH 214 TOH 214,"Hoffmann, Kathryn A."
O,EDUC 348,,,Assessment of ESL K-12,,1.00 ,N,,Th 0600-0900PM,TOH 214,"Tesdall, Jessica L."
O,EDUC 350,,,Tchg of Mathematics,,1.00 ,N,,T 0800-0925 Th 0800-0920,RNS 204 RNS 204,"Matsuura, Ryota"
C,EDUC 355,,,Tchg Music-Elem Schls,,1.00 ,N,,T 0120-0245PM Th 0215-0335PM,CHM 233 CHM 233,"Berger, Linda"
O,EDUC 364,,,Tchg of Science,,1.00 ,N,,M 0200-0255PM F 1255-0255PM,TOH 200 TOH 200,"McDonald, Eric"
O,EDUC 365,,,Tchg of Soc Studies,,1.00 ,N,,M 0600-0900PM,TOH 214,"McDonald, Sarah S."
C,EDUC 372,,,Counsel/Comm Schools Closed to First-Year Students.,,0.50 ,N,,Th 1245-0205PM,TOH 210,"Pfarr-Baker, Rosemary A."
O,EDUC 374,,,Reading in Content Area Open to Juniors and Seniors only.,,0.50 ,N,,T 1145-0110PM,TOH 212,"Campbell, Heather"
O,EDUC 375,,,Differentiated Instruct,,0.50 ,N,,T 0120-0245PM,TOH 212,"Campbell, Heather"
O,EDUC 381,,,Senior Seminar Educ Open to Seniors only.,,0.50 ,N,,M-F 0800-0400PM,TBA,"Welckle, John"
O,EDUC 382,,,Human Relations Open to Seniors only,,0.00 ,Y,,,,"McClure, Robert W."
O,EDUC 385,,,Issues in Education Open to Seniors only.,,0.50 ,N,,M-F 0800-0400PM,TBA,"McClure, Robert W."
O,EDUC 389,,,Student Teaching Open to Seniors only.,,3.00 ,N,,M-F 0730-0400PM,,"Pfarr-Baker, Rosemary A."
C,EDUC 394,,,Academic Internship,,1.00 ,Y,,,,Staff
O,EDUC 398,,,IR/,,1.00 ,N,,,,Staff
C,ENGL 150,,,Fund of Creative Writing This course has class year limits.,,1.00 ,N,,MWF 0200-0255PM,RML 525,"Kwon Dobbs, Jennifer"
C,ENGL 185,A,,Literary Studies Open to first-year students and sophomores only.,,1.00 ,N,ALS-L ORC WRI,MWF 0905-1000,RML 421,"Marsalek, Karen E."
C,ENGL 185,B,,Literary Studies Open to first-year students and sophomores only.,,1.00 ,N,ALS-L ORC WRI,MWF 1045-1140,RML 525,"Dunning, Jenny"
C,ENGL 185,C,,Literary Studies Open to first-year students and sophomores only.,,1.00 ,N,ALS-L ORC WRI,T 1145-0110PM Th 1245-0205PM,RML 520 RML 520,"Allister, Mark"
O,ENGL 200,A,T,Top: Trans Anglo Lit,,1.00 ,N,ALS-L,T 0800-0925 Th 0800-0920,RML 525 RML 525,"Naito, Jonathan T."
C,ENGL 200,B,T,Top: South Asian Lit,,1.00 ,N,ALS-L,MWF 0905-1000,RML 515,"Mbele, Joseph L."
C,ENGL 205,,,Am Racial/Multi Lit,,1.00 ,N,ALS-L MCD,T 0120-0245PM Th 0215-0335PM,RML 515 RML 515,"Hepburn, Joan"
C,ENGL 220,B,T,Top:Romant/Vict/Modern,,1.00 ,N,ALS-L WRI,T 1145-0110PM Th 1245-0205PM,RML 515 RML 515,"Postlethwaite, Diana"
C,ENGL 220,A,,Top: 20th C Amer Lit,,1.00 ,N,ALS-L,MWF 0905-1000,RML 525,"Solomon, Jeff"
C,ENGL 221,,,Lit in Engl to 1650,,1.00 ,N,,MWF 1255-0150PM,RML 525,"Marsalek, Karen E."
C,ENGL 241,,,King Arthur Thru Ages,,1.00 ,N,ALS-L WRI,MWF 0800-0855,RML 515,"Cherewatuk, Karen"
C,ENGL 242,,,Children's Literature,,1.00 ,N,ALS-L,MWF 0200-0255PM,RML 515,"Hill, Jan C."
C,ENGL 250,,,Eng Lang/Linguistics,,1.00 ,N,,T 0935-1100 Th 0930-1050,TOH 308 TOH 308,"Lie, Kari"
O,ENGL 260,,T,Top: Narr of Soc Protest,,1.00 ,N,ALS-L,T 0800-0925 Th 0800-0920,RML 515 RML 515,"Allister, Mark"
C,ENGL 275,,,Literature & Film,,1.00 ,N,ALS-L,MWF 1150-1245PM,RML 515,"Trull, Mary E."
C,ENGL 291,,,Intermed Cr NonFict Wrtg,,1.00 ,N,WRI,MWF 1045-1140,RML 420,"Hill, Jan C."
C,ENGL 293,,,Intermed Fiction Writing,,1.00 ,N,WRI,MWF 0200-0255PM,RML 420,"Dunning, Jenny"
C,ENGL 294,,,Academic Internship,,1.00 ,Y,,,,"Hill, Jan C."
O,ENGL 298,,,IS/,,1.00 ,N,,,,Staff
O,ENGL 298,A,,IS/Memoirs,,1.00 ,N,WRI,,,"Schwehn, Kaethe"
O,ENGL 330,,T,Top:Renaissance&New Media,,1.00 ,N,,MWF 0200-0255PM,RML 520,"Trull, Mary E."
C,ENGL 340,,T,Top: Prob of Now/21 C Lit,,1.00 ,N,,T 0120-0245PM Th 0215-0335PM,RML 420 RML 420,"Bresnan, Mark P."
C,ENGL 345,,T,Top: Cultures of Desire,,1.00 ,N,,MWF 1150-1245PM,RML 520,"Solomon, Jeff"
O,ENGL 371,,,Advanced Poetry Wrtg Prerequisite: Completion of English 257/292 or permission of the instructor.,,1.00 ,N,WRI,MWF 1150-1245PM,TOH 300,"Kwon Dobbs, Jennifer"
C,ENGL 394,,,Academic Internship,,1.00 ,Y,,,,Staff
O,ENGL 398,,,IR/,,1.00 ,N,,,,Staff
C,ENGL 398,A,,IR/Writing a Novel,,1.00 ,N,WRI,,,"Dunning, Jenny"
O,ENGL 399,,S,Sem: History and Lit,,1.00 ,N,,MWF 1045-1140,RML 520,"Wells, Colin"
C,ENVST 137,,,Intro: Enviro Studies,,1.00 ,N,IST,T 0800-0925 Th 0800-0920,RNS 190 RNS 190,"Schade, John D."
C,ENVST 222,,,"Campus Ecology This course has Class Year lilmits. Intended for Environmental Studies majors and concentrators, but open to others as well.",,1.00 ,N,,MWF 1045-1140,RML 577,"Farrell, James"
C,ENVST 245,,,Global Climate Change First-Year Students may register only with permission of instructor.,,1.00 ,N,IST,T 0935-1100 Th 0930-1050,RNS 435 RNS 435,"Flood, Beverly E."
C,ENVST 276,,,Environmental Politics,,1.00 ,N,HBS,T 1145-0110PM Th 1245-0205PM,RNS 390 RNS 390,"Hofrenning, Daniel"
O,ENVST 281,A,T,Top:Cultural Ecol:1st Nat First-Year Students may register only with permission of instructor.,,1.00 ,N,,MWF 1150-1245PM,RNS 400,"Schmidt, Stephanie N."
C,ENVST 281,B,T,Top: Food/Commun Agricult First-Year Students may register only with permission of instructor.,,1.00 ,N,,T 0935-1100 Th 0930-1050,RNS 297 RNS 297,"Hoover, Elizabeth"
C,ENVST 294,,,Academic Internship,,1.00 ,Y,,,,"Jackson, Paul T."
O,ENVST 294,A,,Academic Internship,,0.50 ,Y,,,,"Schmidt, Stephanie N."
O,ENVST 294,B,,Academic Internship,,1.00 ,Y,,,,"McClure, Robert W."
O,ENVST 298,,,IS/Eco. Modeling Capstone,,1.00 ,N,,,,"Schmidt, Stephanie N."
O,ENVST 298,A,,IS/Stable Isotope Ecology,,1.00 ,N,,,,"Schmidt, Stephanie N."
O,ENVST 298,B,,IS/Hist. Norway Valley,,1.00 ,N,,,,"Rohn, Matthew"
C,ENVST 394,,,Academic Internship,,1.00 ,Y,,,,Staff
O,ENVST 398,,,IR/Food Web Ecology,,1.00 ,N,WRI,,,"Schmidt, Stephanie N."
C,ENVST 399,,S,Sem: Environ Studies Open to Senior Enviromental Studies majors only.,,1.00 ,N,,MW 0100-0300PM,RNS 400,"Jackson, Paul T."
C,ESAC 101,,,Archery,,0.25 ,N,SPM,MWF 0800-0855,SAC FH,"Lundin, Philip"
C,ESAC 106,A,,Rock Climbing,,0.25 ,N,SPM,MW 1045-1140,Tostrud Ctr,"Stromayer, Judith"
C,ESAC 106,B,,Rock Climbing,,0.25 ,N,SPM,TTh 0935-1030,Tostrud Ctr,"Stromayer, Judith"
C,ESAC 111,,,Basketball,,0.25 ,N,SPM,T 1005-1100 Th 0955-1050,SAC Ctr Gym SAC Ctr Gym,"Kosmoski, Daniel"
C,ESAC 117,,,Ultimate Frisbee,,0.25 ,N,SPM,MW 0200-0255PM,SAC FH,"Nesbit, Scott"
C,ESAC 118,,,Lifetime Sports and Games,,0.25 ,N,SPM,MW 1045-1140,Tostrud Ctr,"Nesbit, Scott"
C,ESAC 122,,,Lifeguard Training,,0.25 ,N,SPM,TTh 1255-0150PM,SAC_POOL,"Hauck, Robert"
C,ESAC 128,,,Fly Fishing,,0.25 ,N,SPM,TTh 1255-0150PM,SAC 112,"Nesbit, Scott"
C,ESAC 130,A,,Swim Fitness,,0.25 ,N,SPM,MW 0800-0855,SAC_POOL,"Anderson, Kurt"
C,ESAC 130,B,,Swim Fitness,,0.25 ,N,SPM,MW 1255-0150PM,,"Hauck, Robert"
C,ESAC 131,,,Aerobics,,0.25 ,N,SPM,TTh 0935-1030,SAC S Gym,"Book, Cynthia"
C,ESAC 133,A,,Individual Fitness.50,,0.50 ,N,SPM,MWF 0800-0855,SAC 112,"Stromme, David A."
C,ESAC 133,B,,Individual Fitness.50,,0.50 ,N,SPM,MWF 1045-1140,SAC 103,"Goldsworthy, William Sean"
C,ESAC 133,C,,Individual Fitness.50,,0.50 ,N,SPM,MWF 1255-0150PM,SAC 112,"Anderson, Kurt"
C,ESAC 133,D,,Individual Fitness.50,,0.50 ,N,SPM,MWF 0905-1000,SAC 112,"Stromme, David A."
C,ESAC 135,,,Jogging/Running,,0.25 ,N,SPM,TTh 0935-1030,Tostrud Ctr,"Stern, Craig D."
C,ESAC 136,A,,Fitness Walking,,0.25 ,N,SPM,MW 0905-1000,Tostrud Ctr,"Kosmoski, Daniel"
C,ESAC 136,B,,Fitness Walking,,0.25 ,N,SPM,MW 1255-0150PM,Tostrud Ctr,"Kosmoski, Daniel"
O,ESAC 141,A,,Wt Training-Men,,0.25 ,N,SPM,TTh 0800-0855,MFH_WT_RM,"Olszewski, Jerry"
O,ESAC 141,B,,Wt Training-Men,,0.25 ,N,SPM,TTh 0935-1030,MFH Wt Rm,"Olszewski, Jerry"
O,ESAC 141,C,,Wt Training-Men,,0.25 ,N,SPM,TTh 1255-0150PM,Tostrud Ctr,"Ahrar, Shahram"
C,ESAC 142,A,,Wt Training-Women,,0.25 ,N,SPM,MW 0800-0855,MFH Wt Rm,"McCarthy, Robert K."
C,ESAC 142,B,,Wt Training-Women,,0.25 ,N,SPM,MW 0905-1000,MFH Wt Rm,"McCarthy, Robert K."
C,ESAC 151,A,,Badminton,,0.25 ,N,SPM,TTh 1255-0150PM,SAC_GYM_N,"Kosmoski, Daniel"
C,ESAC 151,B,,Badminton,,0.25 ,N,SPM,MW 1045-1140,SAC N Gym,"Stromme, David A."
C,ESAC 153,A,,Racquetball (Wmn),,0.25 ,N,SPM,TTh 0800-0855,SAC Racq Ct,"Stern, Craig D."
C,ESAC 153,B,,Racquetball (Men),,0.25 ,N,SPM,TTh 0935-1100,SAC Racq Ct,"Anderson, Kurt"
C,ESAC 157,,,Tennis,,0.25 ,N,SPM,TTh 0900-0955,SAC FH,"Stromme, David A."
C,ESAC 158,,,Intermediate Tennis,,0.25 ,N,SPM,T 1005-1100 Th 0955-1050,Tostrud Ctr Tostrud Ctr,"Nesbit, Scott"
C,ESAC 161,,,Self-Defense,,0.25 ,N,SPM,F 1200-0200PM,,"Hamilton, Maya"
O,ESAC 170,,,Intercol Hockey Women,,0.25 ,N,SPM,,,"Bazzachini, John A."
O,ESAC 171,,,Intercol Skiing Men,,0.25 ,N,SPM,,,"Cook, Kevin"
O,ESAC 172,,,Intercol Skiing Women,,0.25 ,N,SPM,,,"Cook, Kevin"
O,ESAC 173,,,Intercol Baseball,,0.25 ,N,SPM,,,"McDonald, Matthew C."
O,ESAC 174,,,Intercol Basketball M,,0.25 ,N,SPM,,,"Kosmoski, Daniel"
O,ESAC 175,,,Intercol Basketball W,,0.25 ,N,SPM,,,"Stromme, David A."
O,ESAC 181,,,Intercol Hockey Men,,0.25 ,N,SPM,,,"Goldsworthy, William Sean"
O,ESAC 182,,,Intercol CC Skiing M,,0.25 ,N,SPM,,,"Cook, Kevin"
O,ESAC 183,,,Intercol CC Skiing W,,0.25 ,N,SPM,,,"Cook, Kevin"
O,ESAC 186,,,Intercol Softball,,0.25 ,N,SPM,,,"Neuger, Ruth B."
O,ESAC 187,,,Intercol Swimming M,,0.25 ,N,SPM,,,"Hauck, Robert"
O,ESAC 188,,,Intercol Swimming W,,0.25 ,N,SPM,,,"Hauck, Robert"
O,ESAC 189,,,Intercol Tennis Men,,0.25 ,N,SPM,,,"Nesbit, Scott"
O,ESAC 190,,,Intercol Tennis Women,,0.25 ,N,SPM,,,"Nesbit, Scott"
O,ESAC 191,,,Intercol Track Men,,0.25 ,N,SPM,,,"Lundin, Philip"
O,ESAC 192,,,Intercol Track Women,,0.25 ,N,SPM,,,"Gelle, Andrea J."
O,ESAC 194,,,Intercol Wrestling,,0.25 ,N,SPM,,,"Ahrar, Shahram"
C,ESTH 238,,,Intro to Coaching,2 ,0.50 ,N,,MWF 0905-1000,SAC 103,"Olszewski, Jerry"
C,ESTH 255,,,Prev/Care Sport Injur Students in ESTH 255 must also register for one lab ESTH 255 AL or BL. Students must be Exercise Science majors or have instructor's permission.,,1.00 ,N,,T 0800-0925 Th 0800-0920,SAC 112 SAC 112,"Hagen, Daniel"
C,ESTH 255,A,L,Prev/Care Sport Injur Lab,,0.00 ,N,,W 1150-1245PM,SAC Tr Rm,"Hagen, Daniel"
C,ESTH 255,B,L,Prev/Care Sport Injur Lab,,0.00 ,N,,W 1255-0150PM,SAC Tr Rm,"Hagen, Daniel"
C,ESTH 294,,,Academic Internship,,1.00 ,Y,,,,Staff
O,ESTH 298,,,IS/,,1.00 ,N,WRI,,,Staff
O,ESTH 335,,,Coaching Practicum,,0.25 ,N,,,,"Anderson, Kurt"
O,ESTH 375,,,Physiology/Exercise Students in ESTH 375 must also register for lab ESTH 375 L. Open to Juniors and Seniors only.,,1.00 ,N,,MWF 1045-1140,SAC 103,"Daymont, Christine"
O,ESTH 375,,L,Physiology/Exercise Lab,,0.00 ,N,,T 0800-1100,SAC 103,"Daymont, Christine"
O,ESTH 390,,,Exercise Sci Seminar Open to seniors only.,,1.00 ,N,WRI,MWF 1255-0150PM,SAC 103,"Book, Cynthia"
C,ESTH 394,,,Academic Internship,,1.00 ,Y,,,,Staff
