St,Course #,S,L,Course Name,_,CR ,PN,GE Reqs,Meeting Time(s),Location(s),Instructor(s)
O,NEURO 298,,,IS/Multisens Integration,,1.00 ,N,,,,"Loebach, Jeremy"
C,NEURO 394,,,Academic Internship,,1.00 ,Y,,,,Staff
O,NEURO 398,,,IR/,,1.00 ,N,,,,Staff
C,NORW 224,,T,Top: Nordic Crime Fiction This course is open to first-year students.,,1.00 ,N,ALS-L,M-F 0100-0300PM,TOH 308,"O'Leary, Margaret H."
C,NORW 294,,,Academic Internship,,1.00 ,Y,,,,Staff
O,NORW 298,,,IS/,,1.00 ,N,,,,Staff
C,NORW 394,,,Academic Internship,,1.00 ,Y,,,,Staff
O,NORW 398,,,IR/,,1.00 ,N,,,,Staff
C,NURS 110,A,,Nutrition & Wellness,,1.00 ,N,IST,M-F 0800-1000,HH 501,"Glazebrook, Rita"
C,NURS 110,B,,Nutrition & Wellness,,1.00 ,N,IST,M-F 0800-1000,HH 501,"Kuehn, Mary"
O,NURS 110,C,,Nutrition & Wellness,,1.00 ,N,IST,M-F 0800-1000,HH 501,"Neal, Diana"
X,NURS 120,,,Images of Wellness This course has been canceled.,,1.00 ,N,HBS,MWF 1040-1240PM MW 0100-0300PM,TOH 210 TOH 210,Staff
C,NURS 221,,,Health/Culture/Oceania This is an off-campus course.,,1.00 ,N,MCG,,,"MacNaughton, Neil"
C,NURS 294,,,Academic Internship,,1.00 ,Y,,,,Staff
O,NURS 298,,,IS/,,1.00 ,N,,,,Staff
C,NURS 298,A,,IS/Nursing Education,,1.00 ,N,,,,"Kuehn, Mary"
O,NURS 298,B,,IS/,,1.00 ,N,,,,Staff
C,NURS 394,,,Academic Internship,,1.00 ,Y,,,,"Glazebrook, Rita"
O,NURS 398,,,IR/Writing to Publish,,1.00 ,N,WRI,,,"Kuehn, Mary"
C,PHIL 120,,,Philosophy in Lit Open to First-Year Students and Sophomores only.,,1.00 ,N,ALS-L WRI,M-F 0100-0300PM,HH 403,"Harper, Vicki L."
C,PHIL 127,,,Zen and Art of Judo,,1.00 ,N,SPM,M-F 1040-1240PM,SAC Wr Rm,"Munoz-Hutchinson, Danny"
C,PHIL 246,,,Space and Time Not open to first-year students.,,1.00 ,N,IST,M-F 0100-0300PM,RNS 190,"Cunningham, Arthur"
C,PHIL 250,,,Biomedical Ethics There will be an additional meeting time on Mondays from 7:00-9:30 p.m. Prerequisite: Completion of BTS-T or permission of instructor. Open only to seniors during web registration.,,1.00 ,N,EIN,MWF 0800-1000,HH 413,"Gervais, Karen"
C,PHIL 254,,,"Law,Politics,Morality Prerequisite: Completion of BTS-T or permission of instructor. Open only to seniors during web registration.",,1.00 ,N,EIN,M-F 0100-0300PM,HH 516,"Fuerstein, Michael"
O,PHIL 261,,,Freud/Human Behavior Closed to first-year students during web registration.,,1.00 ,N,HBS,M-F 0100-0300PM,RML 421,"Marino, Gordon D."
C,PHIL 294,,,Academic Internship,,1.00 ,Y,,,,Staff
O,PHIL 298,,,IS/,,1.00 ,N,,,,Staff
C,PHIL 394,,,Academic Internship,,1.00 ,Y,,,,Staff
O,PHIL 398,,,IR/,,1.00 ,N,,,,Staff
C,PHYS 252,,,Musical Acoustics Students in Physics 252 must also register for lab Physics 252 L. Closed to First-Year Students during web registration.,,1.00 ,N,IST SED,M-F 0830-1000,RNS 210,"Nitz, David"
C,PHYS 252,,L,Musical Acoustics Lab,,0.00 ,N,,M-F 0100-0330PM,RNS 292,"Martsberger, Carolyn M."
C,PHYS 294,,,Academic Internship,,1.00 ,Y,,,,Staff
O,PHYS 298,,,IS/,,1.00 ,N,,,,Staff
C,PHYS 298,A,,IS/Elect Circuits Wash U,,1.00 ,N,,,,"Dahl, David"
C,PHYS 394,,,Academic Internship,,1.00 ,Y,,,,"Nitz, David"
O,PHYS 398,,,IR/Underwater Robotics,,1.00 ,N,,,,"Engbrecht, Jason J."
C,PSCI 117,,,Politics Human Rights,,1.00 ,N,HBS,M-F 1040-1240PM,HH 307,"Thalhammer, Kristina"
C,PSCI 119,,,The Problem of War,,1.00 ,N,HWC,M-F 0100-0300PM,HH 501,"Lott, Anthony Casson, Douglas J."
C,PSCI 211,,,Media and Politics,,1.00 ,N,HBS,M-F 0100-0300PM,HH 515,"Hendriks, Henriet"
C,PSCI 240,,,Polit Identity Cent Euro This is an off-campus course.,,1.00 ,N,HBS MCG,,,"Dale, J. Patrick"
C,PSCI 294,,,Academic Internship,,1.00 ,Y,,,,"Thalhammer, Kristina"
O,PSCI 294,A,,Academic Internship,,1.00 ,Y,,,,"Udani, Adriano"
O,PSCI 294,B,,Academic Internship,,1.00 ,Y,,,,"Casson, Douglas J."
O,PSCI 294,C,,Academic Internship,,1.00 ,Y,,,,"Hofrenning, Daniel"
O,PSCI 298,,,IS/,,1.00 ,N,,,,Staff
C,PSCI 394,,,Academic Internship,,1.00 ,Y,,,,Staff
O,PSCI 398,,,IR/,,1.00 ,N,,,,Staff
C,PSYCH 220,,,SocioEmot Dev/Culture Open to First-Year Students. This course has class year limits.,,1.00 ,N,MCG,M-F 0100-0300PM,RNS 204,"Cho, Grace E."
C,PSYCH 222,,,Psychology of Hearing,,1.00 ,N,IST MCD,M-F 0100-0300PM,RNS 310,"Loebach, Jeremy"
C,PSYCH 223,,,Human Development/India This is an off-campus course.,,1.00 ,N,HBS MCG,,,"Gross, Dana"
C,PSYCH 225,,,Psychophysiology,,1.00 ,N,,M-F 1040-1200PM M-F 0100-0300PM,RNS 240 RNS 240,"Thorsheim, Howard"
C,PSYCH 294,,,Academic Internship,,1.00 ,Y,,,,"Ori_a, M. Minda"
O,PSYCH 294,A,,Academic Internship,,1.00 ,Y,,,,"McMillan, Donna"
O,PSYCH 298,,,IS/,,1.00 ,N,,,,Staff
C,PSYCH 394,,,Academic Internship,,1.00 ,Y,,,,Staff
O,PSYCH 398,,,IR/,,1.00 ,N,,,,Staff
C,REL 208,,,Chr Theol/Human Exist,,1.00 ,N,BTS-T,M-F 0100-0300PM,BMC 111,"Jothen, Peder J."
C,REL 210,,,Theology of Food,,1.00 ,N,BTS-T,M-F 0800-1000,RML 525,"Anderson, Mary E. Benjamin, Mara H."
C,REL 242,,,"Gandhi, Niebuhr. and King",,1.00 ,N,BTS-T,M-F 1040-1240PM,RNS 150,"Alexander, Torin D. Rambachan, Anantanand Santurri, Edmund"
C,REL 262,,,Rome and Wittenberg This is an off-campus course.,,1.00 ,N,BTS-T,,,"Lund, Eric"
C,REL 262,,F,FLC - German,,0.00 ,Y,,,,"Lund, Eric"
C,REL 272,,,Sacred Place: Greece/Turk This is an off-campus course.,,1.00 ,N,HWC,,,"Lagerquist, L. DeAne"
C,REL 294,,,Academic Internship,,1.00 ,Y,,,,Staff
O,REL 298,,,IS/Gender in Theology,,1.00 ,N,,,,"Booth, David"
C,REL 298,A,,IS/Theol of J. Ratzinger,,1.00 ,N,,,,"Galbraith, Elizabeth C."
C,REL 394,,,Academic Internship,,1.00 ,Y,,,,"Lagerquist, L. DeAne"
O,REL 398,,,IR/Modern Chr. Theology,,1.00 ,N,,,,"Wilson, Charles"
C,RUSSN 294,,,Academic Internship,,1.00 ,Y,,,,Staff
O,RUSSN 298,,,IS/,,1.00 ,N,,,,Staff
C,RUSSN 394,,,Academic Internship,,1.00 ,Y,,,,Staff
O,RUSSN 398,,,IR/,,1.00 ,N,,,,Staff
C,RUSST 294,,,Academic Internship,,1.00 ,Y,,,,Staff
O,RUSST 298,,,IS/,,1.00 ,N,,,,Staff
C,RUSST 394,,,Academic Internship,,1.00 ,Y,,,,Staff
O,RUSST 398,,,IR/,,1.00 ,N,,,,Staff
C,SCICN 215,,,Well-Ordered Universe Open to Science Conversation students only.,,1.00 ,N,HWC IST SED,M-F 1040-1210PM M-Th 0130-0430PM,RNS 410 RNS 410,"Dickinson, Shelly D. Schuurman, Douglas"
C,SOAN 119,,,"Crime, Law, and Society",,1.00 ,N,HBS,M-F 0100-0300PM,HH 307,"Thornhill, Theodore E."
O,SOAN 235,,,Intro Islamic Feminisms,,1.00 ,N,MCG,M-F 0100-0300PM,BMC 110,"Al Atiyat, Ibtesam"
C,SOAN 246,,,GLBT Lives and Issues,,1.00 ,N,HBS,M-F 1040-1240PM,HH 413,"Nordstrom-Loeb, Bruce"
C,SOAN 294,,,Academic Internship,,1.00 ,Y,,,,"Williamson, Thomas A."
O,SOAN 298,,,IS/,,1.00 ,N,,,,Staff
O,SOAN 298,A,,IS/Health Humanitarianism,,1.00 ,N,,,,"Williamson, Thomas A."
C,SOAN 394,,,Academic Internship,,1.00 ,Y,,,,Staff
O,SOAN 398,,,IR/,,1.00 ,N,,,,Staff
C,SPAN 111,,,Beginning Spanish I This course has class year limits. This course is closed to seniors during web registration.,,1.00 ,N,,M-F 0900-1000 M-F 1040-1240PM,TOH 110 TOH 110,"Carullo, Sylvia"
C,SPAN 231,,,Intermed Spanish I Open to all students who meet the requirements. This course has class-year limits.,,1.00 ,N,,M-F 1040-1140 M-F 0100-0300PM,TOH 112 TOH 112,"Villate-Isaza, Alberto"
C,SPAN 232,,,Intermed Spanish II Open to all students who meet the requirements. This course has class year limits.,,1.00 ,N,FOL-S MCD,M-F 0900-1000 M-F 1040-1240PM,TOH 316 TOH 316,"Strichartz, Ariel"
C,SPAN 233,,,Inter Span II-Ecuador Open to all students who meet the requirements. This is an off-campus course.,,1.00 ,N,FOL-S MCG,,,"Cropsey, Kris A."
C,SPAN 234,,,Inter Span II-C Rica Open to all students who meet the requirements. This is an off-campus course.,,1.00 ,N,FOL-S MCG,,,"Haugsland, Jessica A."
C,SPAN 274,,,Contemporary Issues This course has class-year limits. Closed to first-year students during web registration.,,1.00 ,N,ORC,M-F 1040-0300PM,TOH 114,"Barnes-Karol, Gwendolyn"
C,SPAN 294,,,Academic Internship,,1.00 ,Y,,,,Staff
O,SPAN 298,,,IS/,,1.00 ,N,,,,Staff
C,SPAN 394,,,Academic Internship,,1.00 ,Y,,,,Staff
O,SPAN 398,,,IR/,,1.00 ,N,,,,Staff
O,STAT 282,,T,Top: Stat Social Research,,1.00 ,N,,,,"Lane-Getaz, Sharon"
C,STAT 294,,,Academic Internship,,1.00 ,Y,,,,Staff
O,STAT 298,,,IS/,,1.00 ,N,,,,Staff
C,STAT 394,,,Academic Internship,,1.00 ,Y,,,,Staff
O,STAT 398,,,IR/Bayesian Modeling,,1.00 ,N,,,,"Legler, Julie M."
C,SWRK 120,,,I Want to Help People Open to First-Year Students and Sophomores only.,,1.00 ,N,WRI,T-F 0800-1000 WTh 1040-1240PM WTh 0100-0300PM,BMC 102 BMC 102 BMC 102,"Chandran, Devyani"
C,SWRK 256,,,Fam Soc Srv Cntrl Mex This is an off-campus course.,,1.00 ,N,MCG,,,"Lennox, Naurine"
C,SWRK 294,,,Academic Internship,,1.00 ,Y,,,,"Carlsen, Mary"
O,SWRK 298,,,IS/,,1.00 ,N,,,,Staff
C,SWRK 394,,,Academic Internship,,1.00 ,Y,,,,"Lennox, Naurine"
O,SWRK 398,,,IR/,,1.00 ,N,,,,Staff
C,THEAT 133,,,Prod Theater: Intro Admission by audition/interview.,,1.00 ,Y,ALS-A,M-F 0900-1000 M-F 1040-0500PM M-F 0700-1000PM,TB Kelsey TB Kelsey TB Kelsey,"Edwards, Todd F."
C,THEAT 234,,,Prod Theater: Advanced Admission by audition/interview.,,1.00 ,Y,,M-F 0900-1000 M-F 1040-0500PM M-F 0700-1000PM,TB Haugen TB Haugen TB Haugen,"Wilson, Karen"
C,THEAT 294,,,Academic Internship,,1.00 ,Y,,,,Staff
O,THEAT 298,,,IS/,,1.00 ,N,,,,Staff
C,THEAT 394,,,Academic Internship,,1.00 ,Y,,,,Staff
O,THEAT 398,,,IR/Professional Direction,,1.00 ,N,,,,"Gisselman, Gary C."
C,WMNST 294,,,Academic Internship,,1.00 ,Y,,,,Staff
O,WMNST 298,,,IS/,,1.00 ,N,,,,Staff
C,WMNST 394,,,Academic Internship,,1.00 ,Y,,,,"Richards, Rebecca S."
O,WMNST 398,,,IR/,,1.00 ,N,,,,Staff
